round,global_step,s,bin,n,h_mean,beta_mean,w_mean,effective_w_mean,delta2_mean,u_norm_mean,dudt_norm_mean,hdudt_norm_mean
76,16720,0.746667,"[0.1,0.3)",2987,0.193066,1.039481,0.00707911,0.0073586,201.606,33.6561,32.9315,6.3908
76,16720,0.746667,"[0.3,0.5)",1647,0.384798,0.85229,0.00501722,0.00427613,364.1198,33.4234,30.9847,11.7262
76,16720,0.746667,"[0.5,0.7)",536,0.574026,0.66754,0.00572534,0.00382189,235.0205,33.2637,19.1239,10.8776
76,16720,0.746667,"[0.7,1.0)",49,0.756945,0.488958,0.00497832,0.00243419,400.9804,32.6417,19.8464,15.0182
76,16720,0.746667,boundary(r=t),7012,0.0,1.0,0.00952687,0.00952687,129.8088,0.0,0.0,0.0
77,16940,0.743333,"[0.0,0.1)",1801,0.047395,1.180896,0.00978152,0.01155097,133.1616,33.5838,31.2291,1.4388
77,16940,0.743333,"[0.1,0.3)",2974,0.194053,1.038343,0.00697213,0.00723946,202.0764,33.5508,32.983,6.4351
77,16940,0.743333,"[0.3,0.5)",1616,0.385224,0.852529,0.00503739,0.00429452,355.1343,33.4882,31.0226,11.7565
77,16940,0.743333,"[0.5,0.7)",556,0.573728,0.669312,0.0055583,0.00372024,255.1633,33.3093,19.7749,11.2733
77,16940,0.743333,"[0.7,1.0)",66,0.756312,0.491925,0.00474439,0.00233388,319.7263,32.9637,18.5452,14.0958
77,16940,0.743333,boundary(r=t),7012,0.0,1.0,0.00950551,0.00950551,129.7034,0.0,0.0,0.0
78,17160,0.74,"[0.0,0.1)",1832,0.049545,1.178008,0.00959474,0.01130268,135.9269,33.4296,32.0649,1.5571
78,17160,0.74,"[0.1,0.3)",2989,0.192327,1.039846,0.00703136,0.00731153,203.935,33.5404,33.4348,6.4912
78,17160,0.74,"[0.3,0.5)",1639,0.388817,0.849721,0.00517553,0.00439776,341.8052,33.352,30.2775,11.5892
78,17160,0.74,"[0.5,0.7)",493,0.57564,0.66894,0.0055416,0.003707,253.1322,33.414,19.4993,11.1766
78,17160,0.74,"[0.7,1.0)",60,0.747985,0.502237,0.00500804,0.00251522,254.0468,32.4888,16.8002,12.5764
78,17160,0.74,boundary(r=t),7012,0.0,1.0,0.00946958,0.00946958,129.7764,0.0,0.0,0.0
79,17380,0.736667,"[0.0,0.1)",1819,0.050511,1.176271,0.00989306,0.01163692,134.3284,33.495,31.5028,1.5745
79,17380,0.736667,"[0.1,0.3)",3034,0.194709,1.037373,0.00714737,0.00741449,204.0398,33.6418,33.1037,6.5185
79,17380,0.736667,"[0.3,0.5)",1548,0.387512,0.851651,0.00500177,0.00425976,379.4869,33.4501,32.1553,12.2113
79,17380,0.736667,"[0.5,0.7)",538,0.574745,0.671299,0.00579857,0.00389257,249.1937,33.3701,19.4877,11.1065
79,17380,0.736667,"[0.7,1.0)",74,0.752391,0.500151,0.0052651,0.00263334,268.8383,33.176,17.6785,13.2957
79,17380,0.736667,boundary(r=t),7012,0.0,1.0,0.00957052,0.00957052,129.3178,0.0,0.0,0.0
80,17600,0.733333,"[0.0,0.1)",1850,0.049518,1.176433,0.00987207,0.01161383,133.9695,33.5226,31.1494,1.501
80,17600,0.733333,"[0.1,0.3)",2895,0.191975,1.039825,0.00699752,0.00727619,205.2344,33.5528,33.1274,6.4146
80,17600,0.733333,"[0.3,0.5)",1662,0.387576,0.852259,0.00506224,0.00431434,357.7667,33.5237,31.3263,11.9524
80,17600,0.733333,"[0.5,0.7)",552,0.576405,0.671211,0.00579723,0.00389117,256.4119,33.12,19.7885,11.2929
80,17600,0.733333,"[0.7,1.0)",54,0.757677,0.497365,0.00592302,0.00294591,255.7635,32.9109,16.4884,12.6119
80,17600,0.733333,boundary(r=t),7012,0.0,1.0,0.00945303,0.00945303,129.3925,0.0,0.0,0.0
81,17820,0.73,"[0.0,0.1)",1831,0.049553,1.175596,0.00970306,0.01140688,137.2394,33.4472,32.7162,1.5708
81,17820,0.73,"[0.1,0.3)",2974,0.193034,1.038632,0.00706404,0.00733693,204.284,33.6765,33.1117,6.443
81,17820,0.73,"[0.3,0.5)",1634,0.387139,0.853345,0.00513857,0.00438498,325.7876,33.296,29.6724,11.2904
81,17820,0.73,"[0.5,0.7)",515,0.575962,0.673124,0.00560663,0.00377396,253.1315,33.3888,19.749,11.2928
81,17820,0.73,"[0.7,1.0)",59,0.751945,0.505102,0.00541003,0.00273262,273.8385,32.9804,18.3576,13.8374
81,17820,0.73,boundary(r=t),7012,0.0,1.0,0.0095802,0.0095802,129.0939,0.0,0.0,0.0
82,18040,0.726667,"[0.0,0.1)",1788,0.050193,1.174187,0.01006476,0.0118179,132.9511,33.6643,31.1557,1.5429
82,18040,0.726667,"[0.1,0.3)",3046,0.193223,1.038274,0.00705374,0.00732371,206.5978,33.6665,33.6331,6.5981
82,18040,0.726667,"[0.3,0.5)",1574,0.385691,0.855386,0.00528379,0.00451968,349.7481,33.3794,30.1894,11.4552
82,18040,0.726667,"[0.5,0.7)",551,0.572406,0.677947,0.00560475,0.00379972,261.5031,33.1864,20.1337,11.4365
82,18040,0.726667,"[0.7,1.0)",54,0.749171,0.509892,0.00473265,0.00241314,316.9473,32.498,18.4725,13.8451
82,18040,0.726667,boundary(r=t),7012,0.0,1.0,0.00953347,0.00953347,129.3166,0.0,0.0,0.0
83,18260,0.723333,"[0.0,0.1)",1886,0.049271,1.174268,0.00987174,0.01159207,134.2239,33.5966,30.762,1.4707
83,18260,0.723333,"[0.1,0.3)",2949,0.192431,1.03885,0.00701024,0.00728259,206.2431,33.6224,33.3751,6.4661
83,18260,0.723333,"[0.3,0.5)",1589,0.384669,0.857015,0.00512881,0.00439546,335.1758,33.3953,30.2451,11.4926
83,18260,0.723333,"[0.5,0.7)",545,0.576057,0.67599,0.00552505,0.00373488,256.6585,33.3595,20.3413,11.6144
83,18260,0.723333,"[0.7,1.0)",44,0.750679,0.511002,0.00439032,0.00224346,359.5154,33.0773,20.4265,15.3763
83,18260,0.723333,boundary(r=t),7012,0.0,1.0,0.00961278,0.00961278,129.2313,0.0,0.0,0.0
84,18480,0.72,"[0.0,0.1)",1822,0.049981,1.172798,0.00978957,0.01148118,133.9572,33.6025,31.8311,1.5451
84,18480,0.72,"[0.1,0.3)",2996,0.191517,1.039533,0.00708666,0.00736681,203.8017,33.6142,33.4459,6.4618
84,18480,0.72,"[0.3,0.5)",1600,0.385958,0.856464,0.00518015,0.00443661,360.6113,33.5561,31.2154,11.8941
84,18480,0.72,"[0.5,0.7)",536,0.57371,0.679652,0.00550085,0.00373866,259.0282,33.0875,20.1425,11.4701
84,18480,0.72,"[0.7,1.0)",59,0.750184,0.51342,0.00496692,0.00255012,263.7403,32.6905,17.1998,12.9318
84,18480,0.72,boundary(r=t),7012,0.0,1.0,0.00959683,0.00959683,129.0653,0.0,0.0,0.0
85,18700,0.716667,"[0.0,0.1)",1837,0.048858,1.173048,0.00988482,0.01159536,131.8017,33.5424,30.7727,1.4653
85,18700,0.716667,"[0.1,0.3)",2992,0.192283,1.038631,0.00717823,0.00745553,200.1426,33.6921,32.6814,6.3608
85,18700,0.716667,"[0.3,0.5)",1575,0.385461,0.857595,0.00509682,0.00437101,351.5051,33.4146,30.6033,11.6004
85,18700,0.716667,"[0.5,0.7)",547,0.576554,0.678529,0.00582853,0.00395483,241.7159,33.4825,19.4265,11.1465
85,18700,0.716667,"[0.7,1.0)",62,0.743454,0.522004,0.00596145,0.0031119,227.6266,32.8943,15.8703,11.7931
85,18700,0.716667,boundary(r=t),7012,0.0,1.0,0.00965703,0.00965703,129.478,0.0,0.0,0.0
86,18920,0.713333,"[0.0,0.1)",1861,0.050682,1.170544,0.01004581,0.01175906,131.0977,33.5781,32.0845,1.6167
86,18920,0.713333,"[0.1,0.3)",2971,0.192021,1.038695,0.00700698,0.00727811,206.6722,33.608,33.5872,6.5242
86,18920,0.713333,"[0.3,0.5)",1608,0.386564,0.857218,0.00494597,0.00423977,387.9539,33.4418,32.0841,12.224
86,18920,0.713333,"[0.5,0.7)",509,0.572273,0.68398,0.00570692,0.00390342,262.3832,32.9216,20.2297,11.4824
86,18920,0.713333,"[0.7,1.0)",64,0.742403,0.52526,0.00556888,0.00292511,225.6393,32.8155,16.4503,12.2336
86,18920,0.713333,boundary(r=t),7012,0.0,1.0,0.00969327,0.00969327,128.3049,0.0,0.0,0.0
87,19140,0.71,"[0.0,0.1)",1860,0.04914,1.171181,0.00987337,0.01156349,134.9092,33.5502,31.487,1.4898
87,19140,0.71,"[0.1,0.3)",2927,0.191645,1.038867,0.00725056,0.00753237,209.0007,33.6911,33.6467,6.5347
87,19140,0.71,"[0.3,0.5)",1656,0.38711,0.857377,0.00506766,0.00434489,359.4402,33.4174,31.0915,11.8604
87,19140,0.71,"[0.5,0.7)",504,0.577452,0.680661,0.0057075,0.00388487,272.1224,33.2706,20.3573,11.6396
87,19140,0.71,"[0.7,1.0)",66,0.749455,0.5209,0.00509491,0.00265394,273.4465,32.6389,17.3418,12.9827
87,19140,0.71,boundary(r=t),7012,0.0,1.0,0.00967932,0.00967932,128.3352,0.0,0.0,0.0
88,19360,0.706667,"[0.0,0.1)",1928,0.050526,1.169094,0.00987868,0.0115491,134.4542,33.4983,32.2298,1.5799
88,19360,0.706667,"[0.1,0.3)",2870,0.192692,1.037716,0.00698257,0.00724592,207.0503,33.6798,34.1568,6.6574
88,19360,0.706667,"[0.3,0.5)",1622,0.385634,0.859409,0.00489005,0.00420255,377.6674,33.4532,32.4821,12.363
88,19360,0.706667,"[0.5,0.7)",526,0.574669,0.684715,0.00564219,0.00386329,265.6846,33.2024,19.9305,11.3425
88,19360,0.706667,"[0.7,1.0)",67,0.741869,0.530292,0.00515792,0.0027352,238.8548,33.2248,17.0081,12.622
88,19360,0.706667,boundary(r=t),7012,0.0,1.0,0.00966215,0.00966215,128.1147,0.0,0.0,0.0
89,19580,0.703333,"[0.0,0.1)",1875,0.048485,1.170179,0.0098533,0.01153012,132.2002,33.5266,32.1847,1.5288
89,19580,0.703333,"[0.1,0.3)",2943,0.193711,1.036604,0.00705297,0.00731114,208.0111,33.614,33.8317,6.6215
89,19580,0.703333,"[0.3,0.5)",1599,0.38608,0.859668,0.00513429,0.00441379,348.347,33.433,30.6189,11.6233
89,19580,0.703333,"[0.5,0.7)",535,0.57412,0.686746,0.00570406,0.00391724,265.3195,33.3335,20.3499,11.5578
89,19580,0.703333,"[0.7,1.0)",61,0.746388,0.528289,0.00456839,0.00241343,333.4708,33.2101,20.3135,15.2085
89,19580,0.703333,boundary(r=t),7012,0.0,1.0,0.00961283,0.00961283,128.7609,0.0,0.0,0.0
90,19800,0.7,"[0.0,0.1)",1812,0.049718,1.168254,0.01008435,0.01178108,130.0059,33.7917,31.347,1.5294
90,19800,0.7,"[0.1,0.3)",2975,0.193678,1.036459,0.00717883,0.00744056,199.7434,33.6807,32.8541,6.4202
90,19800,0.7,"[0.3,0.5)",1597,0.385298,0.861047,0.0050858,0.00437912,363.5486,33.4875,31.5334,11.9613
90,19800,0.7,"[0.5,0.7)",573,0.575048,0.687337,0.00561986,0.00386274,270.0863,33.1247,20.4389,11.6725
90,19800,0.7,"[0.7,1.0)",56,0.748721,0.528398,0.00495713,0.00261934,283.6381,32.9479,18.9375,14.2061
90,19800,0.7,boundary(r=t),7012,0.0,1.0,0.00973665,0.00973665,128.4437,0.0,0.0,0.0
91,20020,0.696667,"[0.0,0.1)",1778,0.048503,1.168553,0.01008027,0.01177932,131.8578,33.5955,30.7003,1.4577
91,20020,0.696667,"[0.1,0.3)",3049,0.194193,1.035816,0.00715933,0.00741575,201.3394,33.6281,32.9201,6.4682
91,20020,0.696667,"[0.3,0.5)",1568,0.386956,0.860191,0.00508305,0.00437239,354.1657,33.5421,30.8526,11.7971
91,20020,0.696667,"[0.5,0.7)",550,0.573285,0.690423,0.00562169,0.00388134,250.6039,33.325,19.8757,11.2892
91,20020,0.696667,"[0.7,1.0)",68,0.752311,0.527133,0.00549966,0.00289905,310.9894,32.5335,17.1718,12.8573
91,20020,0.696667,boundary(r=t),7012,0.0,1.0,0.00958002,0.00958002,129.0839,0.0,0.0,0.0
92,20240,0.693333,"[0.0,0.1)",1824,0.049343,1.166986,0.00995111,0.01161281,133.3716,33.4678,32.0789,1.5514
92,20240,0.693333,"[0.1,0.3)",2899,0.193873,1.035935,0.00708153,0.00733601,212.2309,33.6672,34.0684,6.7211
92,20240,0.693333,"[0.3,0.5)",1678,0.385314,0.862343,0.00508924,0.00438866,348.7339,33.4836,31.1935,11.8316
92,20240,0.693333,"[0.5,0.7)",560,0.576221,0.689235,0.00555303,0.00382735,261.8674,33.1912,20.1424,11.5442
92,20240,0.693333,"[0.7,1.0)",52,0.760865,0.521879,0.00539147,0.0028137,254.2138,32.6872,17.1176,13.0586
92,20240,0.693333,boundary(r=t),7012,0.0,1.0,0.00971743,0.00971743,128.2453,0.0,0.0,0.0
93,20460,0.69,"[0.0,0.1)",1902,0.049393,1.166148,0.00992702,0.01157637,132.0609,33.5837,32.1473,1.548
93,20460,0.69,"[0.1,0.3)",2915,0.193484,1.036116,0.00718526,0.00744476,207.7711,33.6757,33.5185,6.5914
93,20460,0.69,"[0.3,0.5)",1584,0.385659,0.862703,0.00491449,0.00423974,401.5601,33.4964,32.9255,12.4929
93,20460,0.69,"[0.5,0.7)",565,0.573738,0.692972,0.00536183,0.0037156,263.9112,33.3682,20.6679,11.7479
93,20460,0.69,"[0.7,1.0)",47,0.745884,0.537548,0.00572803,0.00307909,213.336,32.3095,15.7598,11.7661
93,20460,0.69,boundary(r=t),7012,0.0,1.0,0.00965822,0.00965822,128.0142,0.0,0.0,0.0
94,20680,0.686667,"[0.0,0.1)",1845,0.049177,1.165536,0.01000309,0.01165897,134.9489,33.5206,31.5336,1.4906
94,20680,0.686667,"[0.1,0.3)",2944,0.194455,1.035068,0.00701629,0.00726234,213.1073,33.6353,34.0424,6.7432
94,20680,0.686667,"[0.3,0.5)",1608,0.386311,0.862775,0.00505927,0.00436501,374.8238,33.6043,32.2656,12.3022
94,20680,0.686667,"[0.5,0.7)",551,0.572142,0.695878,0.00547889,0.00381264,248.5965,33.2993,19.8838,11.3044
94,20680,0.686667,"[0.7,1.0)",65,0.750938,0.535522,0.00509109,0.00272639,280.055,32.9228,17.2334,12.9593
94,20680,0.686667,boundary(r=t),7012,0.0,1.0,0.00976351,0.00976351,126.6809,0.0,0.0,0.0
95,20900,0.683333,"[0.0,0.1)",1815,0.049414,1.16452,0.00989425,0.01152205,132.0305,33.5102,31.6315,1.514
95,20900,0.683333,"[0.1,0.3)",2970,0.193864,1.035427,0.00715991,0.00741357,200.9746,33.7543,32.8491,6.4409
95,20900,0.683333,"[0.3,0.5)",1633,0.385991,0.863725,0.00514661,0.00444525,376.8022,33.4952,31.8169,12.0771
95,20900,0.683333,"[0.5,0.7)",526,0.574401,0.695362,0.00557126,0.00387404,292.52,33.3441,20.9336,11.8883
95,20900,0.683333,"[0.7,1.0)",69,0.74942,0.538979,0.00550279,0.00296589,280.0959,32.9712,16.5122,12.3077
95,20900,0.683333,boundary(r=t),7012,0.0,1.0,0.00986998,0.00986998,126.4757,0.0,0.0,0.0
96,21120,0.68,"[0.0,0.1)",1883,0.048782,1.16429,0.01025175,0.01193601,131.0963,33.5846,32.4802,1.5303
96,21120,0.68,"[0.1,0.3)",2938,0.192921,1.036093,0.0071694,0.00742817,207.9218,33.7071,33.5645,6.5908
96,21120,0.68,"[0.3,0.5)",1579,0.386474,0.863966,0.00499408,0.00431471,357.9321,33.4964,31.6445,12.0208
96,21120,0.68,"[0.5,0.7)",554,0.571971,0.69894,0.00570058,0.00398437,264.2407,33.3384,20.4973,11.6548
96,21120,0.68,"[0.7,1.0)",59,0.749427,0.541222,0.00553551,0.00299594,257.1482,33.071,16.0746,12.0261
96,21120,0.68,boundary(r=t),7012,0.0,1.0,0.00988229,0.00988229,126.4209,0.0,0.0,0.0
97,21340,0.676667,"[0.0,0.1)",1862,0.049122,1.163174,0.00988538,0.01149841,134.7115,33.6741,31.9667,1.5099
97,21340,0.676667,"[0.1,0.3)",2973,0.19349,1.035411,0.00712261,0.00737483,204.9263,33.6982,34.0394,6.666
97,21340,0.676667,"[0.3,0.5)",1581,0.389183,0.86222,0.0050753,0.00437602,369.5821,33.4021,31.5702,12.1306
97,21340,0.676667,"[0.5,0.7)",541,0.57581,0.697043,0.00552965,0.0038544,282.8038,33.33,20.797,11.9324
97,21340,0.676667,"[0.7,1.0)",56,0.745467,0.546827,0.00523487,0.00286257,248.9545,33.0056,16.5875,12.3703
97,21340,0.676667,boundary(r=t),7012,0.0,1.0,0.00971753,0.00971753,127.976,0.0,0.0,0.0
98,21560,0.673333,"[0.0,0.1)",1796,0.04824,1.163149,0.01008543,0.01173086,133.1695,33.6171,31.9348,1.48
98,21560,0.673333,"[0.1,0.3)",2924,0.19254,1.036074,0.00714704,0.00740486,205.3933,33.7005,33.2735,6.5354
98,21560,0.673333,"[0.3,0.5)",1679,0.38664,0.86514,0.00503808,0.00435865,349.0935,33.4594,31.0268,11.8274
98,21560,0.673333,"[0.5,0.7)",556,0.574088,0.700053,0.00549727,0.00384838,265.4892,33.3965,20.7125,11.7803
98,21560,0.673333,"[0.7,1.0)",58,0.744096,0.550331,0.00482145,0.0026534,326.0282,32.7481,18.8333,14.0294
98,21560,0.673333,boundary(r=t),7012,0.0,1.0,0.00973654,0.00973654,127.8588,0.0,0.0,0.0
99,21780,0.67,"[0.0,0.1)",1927,0.049867,1.160925,0.0102565,0.01190702,130.1644,33.6306,31.1658,1.5095
99,21780,0.67,"[0.1,0.3)",2887,0.192098,1.036285,0.0072493,0.00751235,201.7508,33.6341,32.8255,6.4122
99,21780,0.67,"[0.3,0.5)",1587,0.388515,0.864164,0.00499767,0.0043188,359.0205,33.6534,31.53,12.0663
99,21780,0.67,"[0.5,0.7)",557,0.575025,0.700719,0.00553543,0.00387878,261.1819,33.3379,19.9324,11.371
99,21780,0.67,"[0.7,1.0)",55,0.742317,0.554226,0.00561963,0.00311455,219.091,32.4464,16.0925,11.9222
99,21780,0.67,boundary(r=t),7012,0.0,1.0,0.00990876,0.00990876,126.8663,0.0,0.0,0.0
100,22000,0.666667,"[0.0,0.1)",1811,0.049879,1.160115,0.01007647,0.01168987,131.6393,33.6989,31.3115,1.5216
100,22000,0.666667,"[0.1,0.3)",3003,0.194464,1.034042,0.00720965,0.00745508,204.0322,33.7787,32.9933,6.5218
100,22000,0.666667,"[0.3,0.5)",1597,0.387519,0.865704,0.00487757,0.00422253,397.9748,33.5234,33.1519,12.6709
100,22000,0.666667,"[0.5,0.7)",546,0.574414,0.702737,0.00548762,0.00385635,272.1438,33.3886,20.9623,11.9586
100,22000,0.666667,"[0.7,1.0)",56,0.754257,0.545794,0.00492705,0.00268916,282.2259,33.5392,18.8012,14.1388
100,22000,0.666667,boundary(r=t),7012,0.0,1.0,0.00969847,0.00969847,128.1268,0.0,0.0,0.0
101,22220,0.663333,"[0.0,0.1)",1846,0.048945,1.160128,0.01025487,0.01189696,129.5236,33.6719,31.4384,1.4995
101,22220,0.663333,"[0.1,0.3)",2966,0.192328,1.035724,0.00712031,0.00737468,209.0555,33.5707,33.9639,6.6133
101,22220,0.663333,"[0.3,0.5)",1615,0.388331,0.86567,0.00499933,0.00432777,372.9782,33.5973,32.1271,12.2643
101,22220,0.663333,"[0.5,0.7)",523,0.567046,0.710642,0.00543593,0.003863,290.9902,33.4207,21.6239,12.1344
101,22220,0.663333,"[0.7,1.0)",63,0.751399,0.550612,0.00496908,0.00273604,343.6025,33.1506,17.5735,13.1772
101,22220,0.663333,boundary(r=t),7012,0.0,1.0,0.00992036,0.00992036,125.7862,0.0,0.0,0.0
102,22440,0.66,"[0.0,0.1)",1849,0.048931,1.159336,0.01007984,0.01168592,131.2846,33.4657,31.6459,1.4852
102,22440,0.66,"[0.1,0.3)",2937,0.193217,1.034778,0.00733466,0.00758974,197.2636,33.6348,33.1773,6.4734
102,22440,0.66,"[0.3,0.5)",1631,0.386537,0.867893,0.00504734,0.00438055,366.9002,33.4525,31.4236,11.9811
102,22440,0.66,"[0.5,0.7)",528,0.574141,0.705951,0.00541834,0.00382508,290.8923,33.3811,21.4508,12.2496
102,22440,0.66,"[0.7,1.0)",68,0.752986,0.551591,0.00503344,0.0027764,246.2382,33.0323,17.022,12.7795
102,22440,0.66,boundary(r=t),7012,0.0,1.0,0.00973398,0.00973398,128.2556,0.0,0.0,0.0
103,22660,0.656667,"[0.0,0.1)",1876,0.048967,1.158498,0.01014711,0.0117554,130.2516,33.636,30.9772,1.4879
103,22660,0.656667,"[0.1,0.3)",2934,0.19253,1.035193,0.0073857,0.00764562,204.6259,33.7688,33.3112,6.5304
103,22660,0.656667,"[0.3,0.5)",1613,0.385718,0.869257,0.00501104,0.00435588,366.2829,33.5892,31.6441,12.0534
103,22660,0.656667,"[0.5,0.7)",534,0.571891,0.709386,0.00539068,0.00382408,255.922,33.0691,19.8535,11.2664
103,22660,0.656667,"[0.7,1.0)",56,0.753563,0.55328,0.00536201,0.00296669,291.9438,32.3673,17.1341,12.9467
103,22660,0.656667,boundary(r=t),7012,0.0,1.0,0.0098823,0.0098823,126.1562,0.0,0.0,0.0
104,22880,0.653333,"[0.0,0.1)",1823,0.050678,1.156244,0.01031013,0.01192103,130.6838,33.5594,32.5215,1.6218
104,22880,0.653333,"[0.1,0.3)",2945,0.194262,1.033536,0.00719729,0.00743866,208.9205,33.7475,33.7875,6.6755
104,22880,0.653333,"[0.3,0.5)",1631,0.385888,0.86979,0.00519699,0.00452029,356.1057,33.5738,31.0726,11.8466
104,22880,0.653333,"[0.5,0.7)",558,0.581957,0.702209,0.00574017,0.0040308,247.4851,33.0392,19.2709,11.1346
104,22880,0.653333,"[0.7,1.0)",56,0.751662,0.557122,0.00540825,0.00301305,258.4767,32.7017,16.5688,12.4397
104,22880,0.653333,boundary(r=t),7012,0.0,1.0,0.00987525,0.00987525,126.2187,0.0,0.0,0.0
105,23100,0.65,"[0.0,0.1)",1827,0.050183,1.155863,0.0099615,0.01151412,133.6585,33.5698,32.8712,1.6
105,23100,0.65,"[0.1,0.3)",2977,0.193548,1.033973,0.0070832,0.00732384,206.455,33.7086,33.7774,6.6316
105,23100,0.65,"[0.3,0.5)",1628,0.386093,0.870267,0.00495122,0.00430888,392.9158,33.5386,32.9003,12.5722
105,23100,0.65,"[0.5,0.7)",522,0.577769,0.707295,0.00547065,0.00386937,287.5006,33.3416,21.201,12.1324
105,23100,0.65,"[0.7,1.0)",59,0.746295,0.563986,0.00543101,0.00306301,339.5011,33.144,18.8593,14.0775
105,23100,0.65,boundary(r=t),7012,0.0,1.0,0.00998398,0.00998398,125.9319,0.0,0.0,0.0
106,23320,0.646667,"[0.0,0.1)",1827,0.049126,1.155953,0.01028024,0.01188348,129.7897,33.5587,31.3399,1.4876
106,23320,0.646667,"[0.1,0.3)",3028,0.193897,1.033503,0.00729405,0.00753842,203.473,33.598,33.1656,6.5536
106,23320,0.646667,"[0.3,0.5)",1585,0.386447,0.870632,0.00507856,0.00442155,363.2068,33.4568,31.6835,12.0248
106,23320,0.646667,"[0.5,0.7)",521,0.575753,0.710522,0.00569957,0.00404967,263.0766,33.3172,20.1155,11.4814
106,23320,0.646667,"[0.7,1.0)",52,0.750779,0.562347,0.00559201,0.00314465,252.7624,33.7279,16.6825,12.5414
106,23320,0.646667,boundary(r=t),7012,0.0,1.0,0.00984966,0.00984966,127.5501,0.0,0.0,0.0
107,23540,0.643333,"[0.0,0.1)",1844,0.049255,1.155042,0.01032,0.01192004,130.4691,33.5269,30.6832,1.4623
107,23540,0.643333,"[0.1,0.3)",2928,0.194957,1.032437,0.00733915,0.00757721,200.0732,33.7274,32.0768,6.3787
107,23540,0.643333,"[0.3,0.5)",1609,0.383548,0.873732,0.00516673,0.00451434,369.8472,33.5122,31.9285,12.0267
107,23540,0.643333,"[0.5,0.7)",562,0.573169,0.714169,0.00535445,0.00382398,321.2219,33.3619,21.668,12.3371
107,23540,0.643333,"[0.7,1.0)",70,0.743142,0.570971,0.00476536,0.00272088,351.1196,33.6909,19.4589,14.5788
107,23540,0.643333,boundary(r=t),7012,0.0,1.0,0.00996978,0.00996978,124.9234,0.0,0.0,0.0
108,23760,0.64,"[0.0,0.1)",1859,0.04975,1.153831,0.00995484,0.01148621,132.241,33.5702,32.275,1.5671
108,23760,0.64,"[0.1,0.3)",2872,0.192915,1.03398,0.0072458,0.00749201,203.9752,33.705,33.1043,6.5078
108,23760,0.64,"[0.3,0.5)",1677,0.387754,0.870868,0.00502064,0.00437232,383.0413,33.5827,32.6131,12.4041
108,23760,0.64,"[0.5,0.7)",552,0.571499,0.717044,0.00553219,0.00396682,288.1897,33.1591,20.9409,11.8391
108,23760,0.64,"[0.7,1.0)",53,0.749161,0.568385,0.00511553,0.00290759,346.464,32.8146,19.0777,14.3119
108,23760,0.64,boundary(r=t),7012,0.0,1.0,0.00995215,0.00995215,125.8823,0.0,0.0,0.0
109,23980,0.636667,"[0.0,0.1)",1800,0.049236,1.153454,0.0103652,0.01195578,130.0657,33.5339,32.3746,1.5365
109,23980,0.636667,"[0.1,0.3)",2951,0.192052,1.034524,0.00715906,0.00740622,207.055,33.6831,33.3677,6.5211
109,23980,0.636667,"[0.3,0.5)",1651,0.38713,0.872066,0.00499752,0.00435817,380.2379,33.6323,32.7253,12.4286
109,23980,0.636667,"[0.5,0.7)",558,0.578844,0.712385,0.00530802,0.00378135,292.1233,33.1295,21.3774,12.279
109,23980,0.636667,"[0.7,1.0)",53,0.745016,0.573884,0.00500371,0.00287155,310.7224,32.8262,19.312,14.3499
109,23980,0.636667,boundary(r=t),7012,0.0,1.0,0.00992054,0.00992054,125.6964,0.0,0.0,0.0
110,24200,0.633333,"[0.0,0.1)",1847,0.049656,1.152308,0.01009711,0.01163499,131.3486,33.5958,32.4611,1.5586
110,24200,0.633333,"[0.1,0.3)",3009,0.193547,1.033102,0.00723274,0.00747216,205.324,33.7202,33.4649,6.5668
110,24200,0.633333,"[0.3,0.5)",1536,0.388438,0.871634,0.00500394,0.00436161,372.0352,33.5841,32.383,12.385
110,24200,0.633333,"[0.5,0.7)",565,0.574418,0.717598,0.00564146,0.0040483,254.9707,33.3193,20.189,11.4874
110,24200,0.633333,"[0.7,1.0)",56,0.745986,0.575156,0.00575452,0.00330975,240.284,32.9573,16.6464,12.4124
110,24200,0.633333,boundary(r=t),7012,0.0,1.0,0.01017486,0.01017486,125.1195,0.0,0.0,0.0
111,24420,0.63,"[0.0,0.1)",1864,0.049478,1.151665,0.01013126,0.01166782,132.3913,33.6302,32.0606,1.5578
111,24420,0.63,"[0.1,0.3)",2934,0.191314,1.034769,0.00727013,0.00752291,204.1474,33.6921,33.7348,6.5974
111,24420,0.63,"[0.3,0.5)",1629,0.385485,0.874746,0.00502626,0.0043967,362.2619,33.4791,31.817,12.1097
111,24420,0.63,"[0.5,0.7)",531,0.575243,0.718391,0.00540369,0.00388197,297.9467,33.1312,20.9775,11.9644
111,24420,0.63,"[0.7,1.0)",55,0.751282,0.573268,0.00493668,0.00283004,298.2957,33.6227,18.6508,14.0357
111,24420,0.63,boundary(r=t),7012,0.0,1.0,0.00995491,0.00995491,125.5347,0.0,0.0,0.0
112,24640,0.626667,"[0.0,0.1)",1917,0.048258,1.151849,0.01017521,0.0117203,131.7361,33.5517,32.9303,1.526
112,24640,0.626667,"[0.1,0.3)",2886,0.194664,1.031841,0.00723891,0.0074694,204.2108,33.606,33.2819,6.5834
112,24640,0.626667,"[0.3,0.5)",1588,0.388122,0.873249,0.00504629,0.00440667,382.0596,33.5405,32.8128,12.5176
