alt_seed,base_seed,beat_count_diff,event_disagreement,event_f1,nfe,perturbation,timing_disagreement_ms,waveform_disagreement,waveform_pcc
1,0,1.24609375,0.6335533072064081,0.3664466927935919,1,source,23.68618164230624,0.9216956017257709,0.07830439827422903
1,0,1.216796875,0.6957876971619056,0.3042123028380944,1,ppg_shuffle,6.655149741001765,0.43782486333287896,0.562175136667121
3,2,1.251953125,0.6321899243808277,0.36781007561917234,1,source,23.365398435608814,0.9172620276306309,0.08273797236936908
3,2,1.189453125,0.6903101836850373,0.30968981631496273,1,ppg_shuffle,6.815916100053328,0.4242519895537695,0.5757480104462305
1,0,1.44140625,0.613696713675392,0.386303286324608,8,source,22.465247273151686,0.9074659864614696,0.09253401353853036
1,0,1.30859375,0.7335011221030511,0.2664988778969489,8,ppg_shuffle,6.737303609493358,0.5628842087751311,0.4371157912248689
3,2,1.5234375,0.6169141109543981,0.3830858890456019,8,source,22.520376292262377,0.9066800292000785,0.09331997079992152
3,2,1.22265625,0.7185511548358926,0.2814488451641074,8,ppg_shuffle,6.7469397403180595,0.5470937310356992,0.45290626896430075
