beat_count_max,beat_count_mean,beat_count_min,beat_count_sd,cond_timing_sd_ms,f1_sd,frac_unstable_beats,gt_detection_prob,morph_sd,nfe,oracle_corr_sd,rr_mae_ms_sd,seed_pair_f1,seed_pair_f1__an0,seed_pair_f1__k2s
12.0,9.375,6.0,1.225977768617803,57.05540323133567,0.15689213341374902,0.5,0.75,0.17389454357079942,1,0.12420912471094156,13.760255014190529,0.3,0.26136363636363635,0.3157894736842105
11.0,9.03125,4.0,1.446282105161036,51.96666620730436,0.1689766424965436,0.4083333333333333,0.78125,0.17334689252225272,4,0.13735649216121193,12.893105598956295,0.3157894736842105,0.2727272727272727,0.35038363171355497
11.0,8.71875,3.0,1.608631508352808,50.97738603637376,0.17204694317791625,0.4772727272727273,0.75,0.16784075365199475,8,0.14205008031357297,11.67744133945861,0.3038461538461538,0.2426470588235294,0.3333333333333333
11.0,8.46875,3.0,1.779985048867981,49.694653350208135,0.17736705841618913,0.5,0.75,0.1760463378675825,16,0.14826558400137313,11.656723725535326,0.28571428571428564,0.23529411764705882,0.33333333333333326
