beat_count_diff,event_disagreement,nfe,perturbation,timing_disagreement_ms,waveform_disagreement
1.2490234375,0.6328716157936178,1,source,23.525790038957528,0.9194788146782009
1.203125,0.6930489404234714,1,ppg_shuffle,6.735532920527547,0.43103842644332424
1.482421875,0.6153054123148951,8,source,22.49281178270703,0.907073007830774
1.265625,0.7260261384694718,8,ppg_shuffle,6.742121674905709,0.5549889699054151
