beat_count_max,beat_count_mean,beat_count_min,beat_count_sd,cond_timing_sd_ms,frac_unstable_beats,gt_detection_prob,nfe,seed_pair_f1,subject,window
11,9.625,7,1.0080322575483707,76.11544492586842,0.9,0.65625,1,0.1904761904761905,an0,19623
11,9.6875,7,0.9651174088696285,59.95871869307222,0.1,0.90625,1,0.33333333333333326,an0,19688
12,9.75,5,1.3678332288460768,80.72288432183991,0.9090909090909091,0.4375,1,0.10526315789473685,an0,19748
12,9.375,6,1.6607421582319852,71.80033735278104,0.36363636363636365,0.78125,1,0.22222222222222224,an0,19938
11,9.78125,8,0.9413228509270448,60.583047974518735,0.1,0.78125,1,0.3,an0,20033
11,9.90625,7,1.0883362561504661,71.74527562680638,0.36363636363636365,0.8125,1,0.2222222222222222,an0,20077
11,9.53125,8,0.9498514315067824,63.237587256137175,0.6,0.625,1,0.22222222222222224,an0,20133
12,9.375,6,1.1845783243211963,70.05064313273168,0.7,0.671875,1,0.2105263157894737,an0,20317
13,9.5625,4,1.865432579772697,88.85161285166512,0.9090909090909091,0.4375,1,0.10526315789473685,an0,20324
14,10.0625,5,2.046830752415123,87.69373659172734,1.0,0.40625,1,0.1111111111111111,an0,20326
12,10.03125,7,1.1773226871497122,63.86769160061823,0.3,0.828125,1,0.3,an0,20398
12,9.46875,4,1.8136467451323128,60.039066909360955,1.0,0.6875,1,0.2727272727272727,an0,20425
12,9.78125,6,1.2110878873837942,59.46210715657494,0.5454545454545454,0.75,1,0.2727272727272727,an0,20471
13,9.8125,6,1.3781123134153823,55.98949584228569,0.7272727272727273,0.34375,1,0.2105263157894737,an0,20538
11,9.84375,9,0.5148989879014481,45.3478060763109,0.0,0.921875,1,0.5,an0,20540
12,9.8125,5,1.4241579289010096,62.24571243288769,0.2,0.828125,1,0.3,an0,20660
11,10.0,7,0.7184212081070996,50.536140085532594,0.0,0.953125,1,0.4210526315789474,an0,20719
10,9.375,7,0.9069623173877128,58.60660266116783,0.1,0.875,1,0.33333333333333326,an0,20753
13,10.1875,7,1.20315445607008,65.38171384144076,0.6363636363636364,0.71875,1,0.2727272727272727,an0,20853
12,9.46875,7,1.2439369084716734,70.75796745157706,0.6,0.71875,1,0.2105263157894737,an0,20886
11,9.28125,5,1.528954418190165,75.14070027177547,0.5,0.6875,1,0.2,an0,20931
11,9.78125,6,1.0390558679754394,56.91622341794711,0.45454545454545453,0.5625,1,0.3157894736842105,an0,20972
11,9.625,6,1.0395408415691625,49.398368324462695,0.1,0.90625,1,0.4210526315789474,an0,21012
11,9.3125,6,1.1482806221027917,49.50010443679756,0.1111111111111111,0.90625,1,0.4210526315789474,an0,21026
11,9.125,8,0.7513428837969107,50.5014164540537,0.0,0.96875,1,0.4444444444444444,an0,21076
12,9.125,8,0.8327955253822958,43.74800696990991,0.0,0.875,1,0.47058823529411764,an0,21096
11,9.15625,5,1.0809009085913235,70.30222640263365,0.1111111111111111,0.8125,1,0.2222222222222222,an0,21256
14,9.25,3,2.155263624321299,69.0213347408032,0.8888888888888888,0.3125,1,0.10526315789473685,an0,21465
12,9.09375,2,1.8024960292560621,80.3336517707326,0.8888888888888888,0.59375,1,0.125,an0,21473
12,8.5625,4,1.8997028630135648,68.77545336828759,0.875,0.546875,1,0.11764705882352942,an0,21607
10,8.09375,6,0.8929608234732722,57.27525346718133,0.25,0.84375,1,0.30769230769230765,an0,21703
10,8.78125,6,0.7063936122898273,49.00790427391831,0.0,0.96875,1,0.47058823529411764,an0,21853
11,8.53125,2,1.5023503092198247,45.93882125603678,0.2222222222222222,0.875,1,0.4444444444444445,an0,21918
11,9.71875,7,0.8125775397243737,37.92007119920852,0.0,0.90625,1,0.6,k2s,280
11,9.59375,2,1.8813065981197834,66.33910832306037,0.9090909090909091,0.5,1,0.18614718614718617,k2s,348
12,9.96875,7,1.2822453843966262,81.36669584263359,0.9,0.515625,1,0.1904761904761905,k2s,480
11,8.9375,5,1.1622419935679933,61.04535505068251,0.4444444444444444,0.8125,1,0.3157894736842105,k2s,605
