epoch,train_loss,train_mae_monitor,val_mae_batchmean,val_mae_window,val_cfm_loss,val_cfm_fixed,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
51,0.11949718503112143,0.10613875395872376,nan,nan,nan,0.11433768691285913,0.11433768691285913,nan,nan,nan,0.001,87.08154905005358,4596.0141565192025,20722.427734375,0,46,5,
52,0.11953147019852292,0.10623248669911514,nan,nan,nan,0.1139160995793626,0.1139160995793626,nan,nan,nan,0.001,87.02568228705786,4683.03983880626,20722.427734375,0,46,6,
53,0.12090369876135479,0.10699998523023996,nan,nan,nan,0.11456107356667991,0.11456107356667991,nan,nan,nan,0.001,87.19938157289289,4770.239220379153,20722.427734375,0,46,7,
54,0.11934547356583855,0.10657775490121409,nan,nan,nan,0.1154377278909973,0.1154377278909973,8.206233179370885,0.7079525407531634,0.8344128131866455,0.001,95.79503040295094,4866.034250782104,20722.427734375,0,46,8,
55,0.11940302726897327,0.1064203605055809,nan,nan,nan,0.11243023816471528,0.11243023816471528,nan,nan,nan,0.001,86.95097208884545,4952.98522287095,20722.427734375,0,46,9,
56,0.11900433054701849,0.1073186950927431,nan,nan,nan,0.11175711239581064,0.11175711239581064,nan,nan,nan,0.001,87.02670795796439,5040.011930828914,20722.427734375,1,56,0,best
57,0.11974590190432288,0.10675856017253615,nan,nan,nan,0.11471589689919309,0.11471589689919309,nan,nan,nan,0.001,86.98469627811573,5126.99662710703,20722.427734375,0,56,1,
58,0.11758889931846749,0.10589963519437746,nan,nan,nan,0.1139825432232853,0.1139825432232853,nan,nan,nan,0.001,87.18191381520592,5214.178540922236,20722.427734375,0,56,2,
59,0.11843243922022256,0.10605546341023663,nan,nan,nan,0.11406805827485365,0.11406805827485365,7.141393980751101,0.7283680843144776,0.733939528465271,0.001,95.7729712089058,5309.9515121311415,20722.427734375,0,56,3,
60,0.12014587091451341,0.10580727864395488,nan,nan,nan,0.11216284840944736,0.11216284840944736,nan,nan,nan,0.001,87.00887416908517,5396.960386300227,20722.427734375,0,56,4,
61,0.11803841049020941,0.1063851755789735,nan,nan,nan,0.11627059168277046,0.11627059168277046,nan,nan,nan,0.001,87.04229906690307,5484.00268536713,20722.427734375,0,56,5,
62,0.11712218328414718,0.10566157167726527,nan,nan,nan,0.11219286867460454,0.11219286867460454,nan,nan,nan,0.001,75.57648563897237,5559.579171006102,20703.607421875,0,56,6,
63,0.11797273257239298,0.10623214031484994,nan,nan,nan,0.11205679227842838,0.11205679227842838,nan,nan,nan,0.001,87.12256133602932,5646.701732342131,20722.427734375,0,56,7,
64,0.11850847154855729,0.10550865168598565,nan,nan,nan,0.11057222800100495,0.11057222800100495,6.6862325949759285,0.7484189685063151,0.7700965404510498,0.001,95.5849150470458,5742.286647389177,20722.427734375,1,64,0,best
65,0.11766411533409898,0.10546363209458914,nan,nan,nan,0.11126349588445188,0.11126349588445188,nan,nan,nan,0.001,86.80697895516641,5829.093626344344,20722.427734375,0,64,1,
66,0.11709338592534715,0.10551622814752838,nan,nan,nan,0.11572297587892338,0.11572297587892338,nan,nan,nan,0.001,86.83634647796862,5915.929972822312,20722.427734375,0,64,2,
67,0.11788123625923287,0.10552370429716328,nan,nan,nan,0.11216421003307031,0.11216421003307031,nan,nan,nan,0.001,87.11766875791363,6003.047641580226,20722.427734375,0,64,3,
68,0.11828936876898462,0.10510470504787835,nan,nan,nan,0.11182428921229616,0.11182428921229616,nan,nan,nan,0.001,86.85390108497813,6089.901542665204,20722.427734375,0,64,4,
69,0.11861210431564938,0.10560472390868447,nan,nan,nan,0.11345521373824369,0.11345521373824369,7.293004511580382,0.7444832805407536,0.7942937016487122,0.001,95.60105168889277,6185.502594354097,20722.427734375,0,64,5,
70,0.11503982997753404,0.10443928722630848,nan,nan,nan,0.11252963890566378,0.11252963890566378,nan,nan,nan,0.001,86.97011052281596,6272.472704876913,20722.427734375,0,64,6,
71,0.11778893088075247,0.10431683737445961,nan,nan,nan,0.11236232117979814,0.11236232117979814,nan,nan,nan,0.001,87.18445177609101,6359.657156653004,20722.427734375,0,64,7,
72,0.11627260317856615,0.10455386899411678,nan,nan,nan,0.11292681891269382,0.11292681891269382,nan,nan,nan,0.001,86.9865318229422,6446.643688475946,20722.427734375,0,64,8,
73,0.11660623408176682,0.10557186078618873,nan,nan,nan,0.11438416610699506,0.11438416610699506,nan,nan,nan,0.001,86.94950089394115,6533.593189369887,20722.427734375,0,64,9,
74,0.11767453222789548,0.10505454265935854,nan,nan,nan,0.11104920834421009,0.11104920834421009,8.206463015378786,0.7043174764566364,0.8159038424491882,0.001,95.41883907583542,6629.0120284457225,20722.427734375,0,64,10,
75,0.11684882471507246,0.10470396686684001,nan,nan,nan,0.11157587414688605,0.11157587414688605,nan,nan,nan,0.001,86.80039665894583,6715.812425104668,20722.427734375,0,64,11,
76,0.11746408536352894,0.10519613654098728,nan,nan,nan,0.11577384366384429,0.11577384366384429,nan,nan,nan,0.001,86.98237917688675,6802.794804281555,20722.427734375,0,64,12,
77,0.1168139676478776,0.10495174171572381,nan,nan,nan,0.11017797350726008,0.11017797350726008,nan,nan,nan,0.001,86.99565223394893,6889.790456515504,20722.427734375,1,77,0,best
78,0.11679719158194282,0.10473581701517105,nan,nan,nan,0.10959005137927624,0.10959005137927624,nan,nan,nan,0.001,86.9454996031709,6976.735956118675,20722.427734375,1,78,0,best
79,0.1160577213560993,0.10512288304215128,nan,nan,nan,0.1107742325081693,0.1107742325081693,7.810736954094773,0.721240214997022,0.797020673751831,0.001,95.64066626899876,7072.376622387674,20722.427734375,0,78,1,
80,0.11578689928759228,0.1045352578163147,nan,nan,nan,0.11143450918490537,0.11143450918490537,nan,nan,nan,0.001,87.11577241588384,7159.4923948035575,20722.427734375,0,78,2,
81,0.11669022369791161,0.10509898002174768,nan,nan,nan,0.11041291549388452,0.11041291549388452,nan,nan,nan,0.001,86.95343702612445,7246.445831829682,20722.427734375,0,78,3,
82,0.11741432557729158,0.10612908059900457,nan,nan,nan,0.1131333323025798,0.1131333323025798,nan,nan,nan,0.001,87.03392914799042,7333.479760977672,20722.427734375,0,78,4,
83,0.11573845567436167,0.1053275410594836,nan,nan,nan,0.11174870777476574,0.11174870777476574,nan,nan,nan,0.001,75.58373554609716,7409.06349652377,20703.607421875,0,78,5,
84,0.11709129366685044,0.10474813522940332,nan,nan,nan,0.10960440629382115,0.10960440629382115,6.952658960599885,0.759096916142992,0.7403701543807983,0.001,95.59745351807214,7504.660950041842,20722.427734375,0,78,6,
85,0.1170259956609119,0.10406477342952382,nan,nan,nan,0.1118683734729079,0.1118683734729079,nan,nan,nan,0.001,87.00680214096792,7591.66775218281,20722.427734375,0,78,7,
86,0.11419139711016958,0.10361768369647589,nan,nan,nan,0.11263486157359662,0.11263486157359662,nan,nan,nan,0.001,86.99368157004938,7678.661433752859,20722.427734375,0,78,8,
87,0.11689754433252594,0.10567389266057448,nan,nan,nan,0.11080679980499111,0.11080679980499111,nan,nan,nan,0.001,87.01819829503074,7765.67963204789,20722.427734375,0,78,9,
88,0.11597057279538024,0.10474297766658393,nan,nan,nan,0.11171099795532982,0.11171099795532982,nan,nan,nan,0.001,86.900845247088,7852.580477294978,20722.427734375,0,78,10,
89,0.1156788059933619,0.10468033856966279,nan,nan,nan,0.10975180498989917,0.10975180498989917,8.259592993478932,0.6811687436858258,0.7860913276672363,0.001,95.66181880305521,7948.242296098033,20722.427734375,0,78,11,
90,0.11533656624907797,0.10377905284139242,nan,nan,nan,0.1105207737205523,0.1105207737205523,nan,nan,nan,0.001,87.11409795796499,8035.356394055998,20722.427734375,0,78,12,
91,0.1155533018098636,0.10411090136251666,nan,nan,nan,0.10882540958560757,0.10882540958560757,nan,nan,nan,0.001,86.98259315616451,8122.3389872121625,20722.427734375,1,91,0,best
92,0.11661406860432842,0.1033613732592626,nan,nan,nan,0.10970466861321715,0.10970466861321715,nan,nan,nan,0.001,87.0133739351295,8209.352361147292,20722.427734375,0,91,1,
93,0.11568127765574239,0.10417010662230579,nan,nan,nan,0.11017844507291107,0.11017844507291107,nan,nan,nan,0.001,86.90524570504203,8296.257606852334,20722.427734375,0,91,2,
94,0.11585675379769368,0.10424209071153945,nan,nan,nan,0.11023380230014831,0.11023380230014831,7.640213998664099,0.744834229843052,0.7434507608413696,0.001,95.81427061581053,8392.071877468145,20722.427734375,0,91,3,
95,0.11516499573534185,0.10427289032800631,nan,nan,nan,0.11119283194034858,0.11119283194034858,nan,nan,nan,0.001,87.08733171597123,8479.159209184116,20722.427734375,0,91,4,
96,0.11503933390433138,0.10440858727829024,nan,nan,nan,0.11174605784044556,0.11174605784044556,nan,nan,nan,0.001,87.07165286620148,8566.230862050317,20722.427734375,0,91,5,
97,0.11529612717303363,0.10359885154122656,nan,nan,nan,0.11064135518067736,0.11064135518067736,nan,nan,nan,0.001,87.13487062812783,8653.365732678445,20722.427734375,0,91,6,
98,0.1139858146960085,0.10366876629943197,nan,nan,nan,0.10946218145019627,0.10946218145019627,nan,nan,nan,0.001,87.00775612704456,8740.37348880549,20722.427734375,0,91,7,
99,0.11387269971045581,0.1041333735327829,nan,nan,nan,0.11426301277691653,0.11426301277691653,7.47785428667206,0.7511462530831413,0.7687165141105652,0.001,95.69696799712256,8836.070456802612,20722.427734375,0,91,8,
100,0.11344751089133999,0.1052317009053447,nan,nan,nan,0.10952744189074048,0.10952744189074048,nan,nan,nan,0.001,87.00761952996254,8923.078076332575,20722.427734375,0,91,9,
101,0.11449199528856711,0.10490263815630566,nan,nan,nan,0.11066614287847572,0.11066614287847572,nan,nan,nan,0.001,87.109623368131,9010.187699700706,20722.427734375,0,91,10,
102,0.11494866524907675,0.10275931385430423,nan,nan,nan,0.11196870987686172,0.11196870987686172,nan,nan,nan,0.001,87.04900426906534,9097.236703969771,20722.427734375,0,91,11,
103,0.116167597879063,0.10382433831691742,nan,nan,nan,0.1096518132614176,0.1096518132614176,nan,nan,nan,0.001,86.93226518295705,9184.168969152728,20722.427734375,0,91,12,
104,0.11489382349565382,0.10367288078115286,nan,nan,nan,0.10918570936434807,0.10918570936434807,6.8571976811666,0.7233839091016172,0.8337146043777466,0.001,84.17255219514482,9268.341521347873,20703.607421875,0,91,13,
105,0.1136001286858862,0.1034854441542517,nan,nan,nan,0.10957431692034597,0.10957431692034597,nan,nan,nan,0.001,86.90399194415659,9355.24551329203,20722.427734375,0,91,14,
106,0.1147796286100691,0.10407529686662284,nan,nan,nan,0.10874810396365162,0.10874810396365162,nan,nan,nan,0.001,87.11201972700655,9442.357533019036,20722.427734375,0,91,15,
107,0.11440729373558,0.10310541357506406,nan,nan,nan,0.1092165034977889,0.1092165034977889,nan,nan,nan,0.001,87.0297883360181,9529.387321355054,20722.427734375,0,91,16,
108,0.11410504254427824,0.1039731156419624,nan,nan,nan,0.11007221296646164,0.11007221296646164,nan,nan,nan,0.001,87.10028667189181,9616.487608026946,20722.427734375,0,91,17,
109,0.11427929702807557,0.1028708281842145,nan,nan,nan,0.10936549190958393,0.10936549190958393,7.165437870917254,0.7449929979504333,0.7649642825126648,0.001,95.70517977210693,9712.192787799053,20722.427734375,0,91,18,
110,0.11432295759970491,0.10429932986470786,nan,nan,nan,0.10952582349865408,0.10952582349865408,nan,nan,nan,0.001,86.98331894399598,9799.176106743049,20722.427734375,0,91,19,
111,0.1139626699753783,0.10358240258964625,nan,nan,nan,0.10777757451469706,0.10777757451469706,nan,nan,nan,0.001,87.09879657393321,9886.274903316982,20722.427734375,1,111,0,best
112,0.1138221880251711,0.10417648608034308,nan,nan,nan,0.10828066541071454,0.10828066541071454,nan,nan,nan,0.001,87.04595026490279,9973.320853581885,20722.427734375,0,111,1,
113,0.11348155703056942,0.10347647189416669,nan,nan,nan,0.10783715552036482,0.10783715552036482,nan,nan,nan,0.001,87.03579951496795,10060.356653096853,20722.427734375,0,111,2,
114,0.11385106173428622,0.10315718102184208,nan,nan,nan,0.11075987117844813,0.11075987117844813,10.067242876476351,0.6462795270374425,0.7406085133552551,0.001,95.67525045480579,10156.031903551659,20722.427734375,0,111,3,
115,0.11344610537317666,0.10372422340918672,nan,nan,nan,0.1073850017557686,0.1073850017557686,nan,nan,nan,0.001,87.05445277597755,10243.086356327636,20722.427734375,1,115,0,best
116,0.11430557295680047,0.10574335513467138,nan,nan,nan,0.11040872477162308,0.11040872477162308,nan,nan,nan,0.001,87.00139378104359,10330.08775010868,20722.427734375,0,115,1,
117,0.11301000382412564,0.10417955595661293,nan,nan,nan,0.10871023975086339,0.10871023975086339,nan,nan,nan,0.001,87.0293738679029,10417.117123976583,20722.427734375,0,115,2,
118,0.1131674896587025,0.10380974137647585,nan,nan,nan,0.109735969291653,0.109735969291653,nan,nan,nan,0.001,87.1101918888744,10504.227315865457,20722.427734375,0,115,3,
119,0.11353083706714891,0.10489764084870165,nan,nan,nan,0.11010952402924924,0.11010952402924924,6.956443019888988,0.7337210440683697,0.7773378491401672,0.001,95.60583995981142,10599.833155825268,20722.427734375,0,115,4,
120,0.11305803768336772,0.10289528603580865,nan,nan,nan,0.11013317714436681,0.11013317714436681,nan,nan,nan,0.001,86.9691041901242,10686.802260015393,20722.427734375,0,115,5,
121,0.11416666880249977,0.1041515590115027,nan,nan,nan,0.11063426338539728,0.11063426338539728,nan,nan,nan,0.001,87.01664945599623,10773.818909471389,20722.427734375,0,115,6,
122,0.11226572980257597,0.10243221975185654,nan,nan,nan,0.11015772214024039,0.11015772214024039,nan,nan,nan,0.001,87.02171754301526,10860.840627014404,20722.427734375,0,115,7,
123,0.11441974253817037,0.10403930649838665,nan,nan,nan,0.10823302989040687,0.10823302989040687,nan,nan,nan,0.001,87.03176080319099,10947.872387817595,20722.427734375,0,115,8,
124,0.11256455721502955,0.10283884402703156,nan,nan,nan,0.1090651821231905,0.1090651821231905,7.889191798793543,0.7065253511004186,0.7869278192520142,0.001,95.7376595758833,11043.610047393478,20722.427734375,0,115,9,
125,0.1120218122021748,0.10393991488250878,nan,nan,nan,0.10913013443449214,0.10913013443449214,nan,nan,nan,0.001,75.44912660401314,11119.059173997492,20703.607421875,0,115,10,
126,0.11381003714420579,0.10450975434346632,nan,nan,nan,0.1089567227163592,0.1089567227163592,nan,nan,nan,0.001,87.02761538908817,11206.08678938658,20722.427734375,0,115,11,
127,0.11345845454118468,0.10221064798533916,nan,nan,nan,0.10745918659426892,0.10745918659426892,nan,nan,nan,0.001,86.8889334241394,11292.97572281072,20722.427734375,0,115,12,
128,0.1134505630555478,0.10396245795894753,nan,nan,nan,0.11132417481830602,0.11132417481830602,nan,nan,nan,0.001,87.07759967003949,11380.053322480759,20722.427734375,0,115,13,
129,0.11177063570781187,0.10270448736846446,nan,nan,nan,0.10731989181892088,0.10731989181892088,8.455471375785535,0.7182554433937062,0.8796740770339966,0.001,95.7489720620215,11475.80229454278,20722.427734375,0,115,14,
130,0.11416122994639656,0.1037781040438197,nan,nan,nan,0.10866461264724933,0.10866461264724933,nan,nan,nan,0.001,86.96103144390509,11562.763325986685,20722.427734375,0,115,15,
131,0.11277395158328793,0.1026388540525328,nan,nan,nan,0.10725314942344807,0.10725314942344807,nan,nan,nan,0.001,87.04529195418581,11649.808617940871,20722.427734375,1,131,0,best
132,0.11188846443864432,0.10348787941038609,nan,nan,nan,0.10874592013450406,0.10874592013450406,nan,nan,nan,0.001,86.99742323509417,11736.806041175965,20722.427734375,0,131,1,
133,0.11238241629167037,0.10291895422745835,nan,nan,nan,0.10812304895887917,0.10812304895887917,nan,nan,nan,0.001,87.05252524302341,11823.858566418989,20722.427734375,0,131,2,
134,0.1126510975374417,0.1031421385705471,nan,nan,nan,0.11076995809531748,0.11076995809531748,5.915209277386074,0.7425997462415784,0.7415083646774292,0.001,95.68249520217068,11919.54106162116,20722.427734375,0,131,3,
135,0.11400117230686274,0.10246326710012826,nan,nan,nan,0.11028567949799598,0.11028567949799598,nan,nan,nan,0.001,87.03997417795472,12006.581035799114,20722.427734375,0,131,4,
136,0.11146663877774368,0.10268723683601076,nan,nan,nan,0.1080153689792323,0.1080153689792323,nan,nan,nan,0.001,87.01952673005871,12093.600562529173,20722.427734375,0,131,5,
137,0.11208513504402204,0.10334278903901577,nan,nan,nan,0.10746735725724083,0.10746735725724083,nan,nan,nan,0.001,86.80888123507611,12180.409443764249,20722.427734375,0,131,6,
138,0.11218772418797016,0.10370912616225807,nan,nan,nan,0.10698553976483516,0.10698553976483516,nan,nan,nan,0.001,87.07888063788414,12267.488324402133,20722.427734375,1,138,0,best
139,0.11234738210385496,0.10380973968316208,nan,nan,nan,0.1072049013728982,0.1072049013728982,7.393342290132475,0.7223557900407412,0.8550797700881958,0.001,95.70446910499595,12363.192793507129,20722.427734375,0,138,1,
140,0.11321975700557232,0.10429720092903484,nan,nan,nan,0.1076393779903611,0.1076393779903611,nan,nan,nan,0.001,86.9724807201419,12450.16527422727,20722.427734375,0,138,2,
141,0.1120204873721708,0.10332233766940507,nan,nan,nan,0.10702643690918678,0.10702643690918678,nan,nan,nan,0.001,86.9642281930428,12537.129502420314,20722.427734375,0,138,3,
142,0.11317271769724109,0.10313977636396884,nan,nan,nan,0.10839110751448093,0.10839110751448093,nan,nan,nan,0.001,87.08756659505889,12624.217069015373,20722.427734375,0,138,4,
143,0.11164268177341331,0.1022076760164716,nan,nan,nan,0.10900939817551421,0.10900939817551421,nan,nan,nan,0.001,87.00916377198882,12711.226232787361,20722.427734375,0,138,5,
144,0.11164152517237447,0.10161258195611564,nan,nan,nan,0.10875268381684428,0.10875268381684428,7.453304919895758,0.7585774459516483,0.8014694452285767,0.001,95.69836196000688,12806.924594747368,20722.427734375,0,138,6,
145,0.11378278535875407,0.10251841612837531,nan,nan,nan,0.10686533897918313,0.10686533897918313,nan,nan,nan,0.001,86.90209991508164,12893.82669466245,20722.427734375,1,145,0,best
