solver,solver_steps,actual_NFE,hr_abs_err_bpm,rpeak_f1,rpeak_precision,rpeak_recall,rr_mae_ms,mae,rmse,pcc,qrs_width_err_ms,morph_corr,hr_err_penguin_corrected,hr_err_penguin_as_shipped,amp_ratio,amp_ratio_median,hf_ratio_pred,hf_ratio_target,cond_gain_bpm,hr_err_shuffled_right_target,hr_err_shuffled_wrong_target,seed_std_mean,seed_pairwise_corr,latency_ms_batch64,samples_per_s,peak_mem_MiB,n_windows,frac_windows_no_pred_beats,beats_ratio,params_total,params_effective
regressor,1,1,20.214060300368295,0.42085713615249476,0.4732711150294974,0.3970672254496893,17.344312726739425,0.29450790095175833,0.3500113743613721,0.1177587744851934,94.97944607306925,0.31604924923489125,15.714936578227174,18.793408097891874,0.24139685928821564,0.19387780129909515,0.006538171299675096,0.2798842449674964,4.9478335868113525,20.214060300368295,25.161893887179648,0.0,1.0,81.4784070244059,785.4841833226999,1765.53173828125,3907,0.0043511645764013306,0.7117933025689115,4568707,4304513
