cos_resp_negd_mean,cos_resp_negd_median,dataset,direction_seed,model,n_directions,n_samples,n_windows,rho_J_mean,rho_J_median,rho_J_q25,rho_J_q75,source_seed
0.998771357582882,0.9991589486598969,wildppg,20260301,OT1,4,256,64,0.04673631912737619,0.04128246754407883,0.035071197897195816,0.052698610350489616,0
0.8618014918174595,0.8855913877487183,wildppg,20260301,iMF1,4,256,64,0.5299043059931137,0.4809549003839493,0.4026603698730469,0.5963587164878845,0
0.9987862291745842,0.9991136491298676,dalia_s2,20260301,OT1,4,256,64,0.0470994292627438,0.042306821793317795,0.03686295077204704,0.05409183353185654,0
0.8214460022281855,0.8451622426509857,dalia_s2,20260301,iMF1,4,256,64,0.640590638271533,0.583817183971405,0.4577832892537117,0.7309791147708893,0
0.9991598366759717,0.999416708946228,dalia_s1,20260301,OT1,4,256,64,0.0389956730796257,0.03464542515575886,0.02975158579647541,0.042929730378091335,0
0.8932992029003799,0.9107842147350311,dalia_s1,20260301,iMF1,4,256,64,0.45073303661774844,0.4183844327926636,0.3469057157635689,0.5158256590366364,0
