K50,V50_within_window_variance,dataset,debiased_sqdist_F0_B50,debiased_sqdist_Fbar_B50,debiased_sqdist_GT_B50,debiased_sqdist_M_A6_B50,n_subset,ot50_nfe,pcc_Fbar_B50_mean,pcc_M_A6_B50_mean,rmse_F0_B50,rmse_Fbar_B50,rmse_Fbar_M_A6_on_subset,rmse_GT_B50,rmse_M_A6_B50
8,0.07297602033454768,wildppg,0.001381501573890569,0.0006624532306621165,0.14843624589586737,0.0036356679596818084,64,50,0.40680545302967897,0.283425170241987,0.09937072020831808,0.09638972645425609,0.06794644813131494,0.37299541522977175,0.11026428643870859
8,0.09757720893672267,dalia_s2,0.00017442458320866827,0.0007149931698356635,0.10575682021348576,0.007549720371229404,64,50,0.09489359439541484,0.040448490009367344,0.10775180648068541,0.10973950984323017,0.07799143895820129,0.33586457903733435,0.13194689410670965
8,0.08702522879639604,dalia_s1,0.0015741761991919234,0.0007892291534097821,0.11341147828837382,0.011257371592440887,64,50,0.20707669989805455,0.06440341617127834,0.1088224806543727,0.10528482781249976,0.10948738068727851,0.34644031933045805,0.14089069284222416
