epoch,train_mse,val_mse,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
40,0.42115311189131305,0.45743727684020996,0.45743727684020996,nan,nan,nan,nan,0.001,72.04220616607927,2625.0857415450737,19201.044921875,0,34,6,
41,0.41714952398430216,0.45154184103012085,0.45154184103012085,nan,nan,nan,nan,0.001,71.95037464797497,2697.0361161930487,19201.044921875,0,34,7,
42,0.40991874012080104,0.4413411021232605,0.4413411021232605,nan,nan,nan,nan,0.001,71.9445048540365,2768.980621047085,19201.044921875,1,42,0,best
43,0.41087879132140764,0.4640216529369354,0.4640216529369354,nan,nan,nan,nan,0.001,72.02232181793079,2841.002942865016,19201.044921875,0,42,1,
44,0.41732931462201206,0.44784751534461975,0.44784751534461975,nan,nan,nan,nan,0.001,71.98687074589543,2912.9898136109114,19201.044921875,0,42,2,
45,0.4151312443343076,0.4440658390522003,0.4440658390522003,nan,nan,nan,nan,0.001,72.02576192608103,2985.0155755369924,19201.044921875,0,42,3,
46,0.410916231572628,0.43873828649520874,0.43873828649520874,nan,nan,nan,nan,0.001,72.0357056541834,3057.051281191176,19201.044921875,1,46,0,best
47,0.39537136043821064,0.4367789030075073,0.4367789030075073,nan,nan,nan,nan,0.001,6.669247629120946,3063.7205288202967,19094.482421875,1,47,0,best
48,0.4112428474155339,0.438704252243042,0.438704252243042,nan,nan,nan,nan,0.001,71.98090481595136,3135.701433636248,19201.044921875,0,47,1,
49,0.40106415897607806,0.4562705159187317,0.4562705159187317,nan,nan,nan,nan,0.001,72.00916299410164,3207.7105966303498,19201.044921875,0,47,2,
50,0.4056689663366838,0.4376085698604584,0.4376085698604584,nan,nan,nan,nan,0.001,71.99794638180174,3279.7085430121515,19201.044921875,0,47,3,
51,0.4123809922825206,0.4532794654369354,0.4532794654369354,nan,nan,nan,nan,0.001,71.99229123699479,3351.7008342491463,19201.044921875,0,47,4,
52,0.4022021781314503,0.44025281071662903,0.44025281071662903,nan,nan,nan,nan,0.001,71.9329905139748,3423.633824763121,19201.044921875,0,47,5,
53,0.4001596490090544,0.44935405254364014,0.44935405254364014,nan,nan,nan,nan,0.001,72.09426864911802,3495.728093412239,19201.044921875,0,47,6,
54,0.4005270547487519,0.4420684576034546,0.4420684576034546,nan,nan,nan,nan,0.001,72.00002729403786,3567.728120706277,19201.044921875,0,47,7,
55,0.3646089094025748,0.44540831446647644,0.44540831446647644,nan,nan,nan,nan,0.001,6.682760110124946,3574.410880816402,19094.482421875,0,47,8,
56,0.40199291529980574,0.45131716132164,0.45131716132164,nan,nan,nan,nan,0.001,71.91546328598633,3646.3263441023882,19201.044921875,0,47,9,
57,0.3965006531639533,0.4415874183177948,0.4415874183177948,nan,nan,nan,nan,0.001,71.94091072888114,3718.2672548312694,19201.044921875,0,47,10,
58,0.3971281188455495,0.443462997674942,0.443462997674942,nan,nan,nan,nan,0.001,72.0197468881961,3790.2870017194655,19201.044921875,0,47,11,
59,0.39425288581035356,0.44669538736343384,0.44669538736343384,nan,nan,nan,nan,0.001,72.05584828113206,3862.3428500005975,19201.044921875,0,47,12,
60,0.39086390909823504,0.4468420147895813,0.4468420147895813,nan,nan,nan,nan,0.001,72.01224564388394,3934.3550956444815,19201.044921875,0,47,13,
61,0.3870117257941853,0.4573817253112793,0.4573817253112793,nan,nan,nan,nan,0.001,71.95434790989384,4006.3094435543753,19201.044921875,0,47,14,
62,0.3983300599184903,0.4680161476135254,0.4680161476135254,nan,nan,nan,nan,0.001,71.9615005410742,4078.2709440954495,19201.044921875,0,47,15,
63,0.40133674229894367,0.437747061252594,0.437747061252594,nan,nan,nan,nan,0.001,6.684528813930228,4084.9554729093798,19094.482421875,0,47,16,
64,0.39129977876489813,0.4458772838115692,0.4458772838115692,nan,nan,nan,nan,0.001,71.93210241314955,4156.887575322529,19201.044921875,0,47,17,
65,0.3902928273786198,0.47535672783851624,0.47535672783851624,nan,nan,nan,nan,0.001,72.00499728182331,4228.892572604353,19201.044921875,0,47,18,
66,0.3886303204027089,0.4536265432834625,0.4536265432834625,nan,nan,nan,nan,0.001,71.95103780087084,4300.843610405223,19201.044921875,0,47,19,
67,0.38194976990873164,0.4430997371673584,0.4430997371673584,nan,nan,nan,nan,0.001,72.05630549089983,4372.899915896123,19201.044921875,0,47,20,early_stop(patience=20)
