epoch,train_loss_weighted,train_mse,train_u_abs,train_dudt_abs,w_mean,w_median,w_p01,w_p10,w_p25,w_p75,w_p90,w_p99,w_min,w_max,w_std,w_saturation_frac,w_near_lower_frac,delta2_mean,val_imf_mse_fixed,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
15,0.9998827600965694,0.15035701079332098,1.0878091405849069,0.5573855051580741,0.011723770161292382,0.010346003827087733,0.001916421534569592,0.0044035576212657045,0.006703906901636901,0.015524940280129716,0.0202753832468725,0.029557591171136925,0.0015362406916303408,0.03194850987317611,0.006929095397342225,0.0,0.0,153.9655763275769,0.1612436990717962,0.1612436990717962,nan,nan,nan,nan,0.001,73.0645752819255,2804.076100631617,17589.54150390625,0,12,3,
16,0.9998859038407152,0.1563183810053901,1.0959833081473003,0.6102073000913316,0.011409911593760957,0.010088492299176076,0.001892054517785172,0.004255113155125979,0.00672703159454448,0.014747674667953767,0.01961330380502411,0.028651580117134885,0.001578304812160654,0.0303874736990441,0.006774355449967764,0.0,7.102272727272727e-05,160.0700227390636,0.1586236044159557,0.1586236044159557,nan,nan,nan,nan,0.001,189.9388414369896,2994.0149420686066,17696.10400390625,0,12,4,
17,0.9998834143985401,0.15649290049279277,1.0954243271188302,0.6047454258257693,0.011658408116041259,0.010371993982698769,0.0019568276433512273,0.004339753518103283,0.006897664086533372,0.014991448550823737,0.019986947742290796,0.029192182180387053,0.0015990949064540803,0.03106650638563389,0.0068727022603111846,0.0,7.102272727272727e-05,160.24873081554065,0.14501121741669132,0.14501121741669132,nan,nan,nan,nan,0.001,189.69693735800683,3183.7118794266135,17696.10400390625,1,17,0,best
18,0.9998831731351939,0.15297015617516907,1.093669139255177,0.6000405302101915,0.011683097714558244,0.010221078633119099,0.0019165950486322717,0.004375893393774855,0.00695211646432819,0.015118750045076013,0.020011895090680232,0.029452951451424847,0.0015731555666537711,0.031240379403937948,0.006946082620627501,0.0,0.0,156.64143945520576,0.1493976211085109,0.1493976211085109,nan,nan,nan,nan,0.001,189.935292404145,3373.6471718307585,17696.10400390625,0,17,1,
19,0.999880411137234,0.1543029567904093,1.095628901503303,0.5985850395804102,0.011958968585399403,0.01057052523934875,0.0018663163267113056,0.0043624625237002465,0.007094283088703047,0.015475144459527324,0.020517745495519855,0.030149462476203388,0.001527480453726391,0.03217846475626257,0.007108182312433862,0.0,7.102272727272727e-05,158.00622785741632,0.15659067712278446,0.15659067712278446,nan,nan,nan,nan,0.001,190.07545351912268,3563.722625349881,17696.10400390625,0,17,2,
20,0.9998777248642662,0.15544064219363712,1.0956011631272056,0.5985376066104933,0.012227766313166782,0.010824605501891876,0.0018590652703013885,0.004388856252560138,0.007241128500423986,0.01587838845285164,0.021129390066066248,0.030800565950233828,0.0015178253537835025,0.03274220726452768,0.007324888790555467,0.0,7.102272727272727e-05,159.17121719013562,0.15925140225055212,0.15925140225055212,nan,nan,nan,nan,0.001,189.52589089795947,3753.2485162478406,17696.10400390625,0,17,3,
21,0.9998775612224232,0.1479437864978205,1.093990490653298,0.6045113854110241,0.01224406365389851,0.010826303129380738,0.0019715973247498783,0.004461180534880524,0.0072640187001194465,0.01580372385215014,0.020908124090849675,0.03121271668086675,0.0016374459979653527,0.03332766702144661,0.007321410869586874,0.0,0.0,151.49443735642868,0.15413677410946952,0.15413677410946952,nan,nan,nan,nan,0.001,189.85380610800348,3943.102322355844,17696.10400390625,0,17,4,
22,0.9998761065981605,0.15356013207611713,1.095485854419795,0.5776907024058429,0.012389378482475876,0.01094714894425124,0.0018655966563528637,0.0045038654463662,0.007395592538258907,0.01595668464433402,0.021455650636926293,0.03107301520861008,0.0015217540261305243,0.03307538956234401,0.007390680358829824,0.0,0.0,157.24557562741367,0.15253327662533844,0.15253327662533844,nan,nan,nan,nan,0.001,190.0614685160108,4133.163790871855,17696.10400390625,0,17,5,
23,0.9998743175243845,0.13222662481118222,1.0904869680501978,0.5596945845350927,0.01256806808238735,0.01132526878761698,0.0019960450157000473,0.004666555974613495,0.007413797940564703,0.016365678420252338,0.021269517285483226,0.030275854757245705,0.0015724576170418451,0.03152011007982857,0.007189510565973362,0.0,0.0,135.4000639623525,0.15768838709066396,0.15768838709066396,nan,nan,nan,nan,0.001,73.20847005909309,4206.372260930948,17589.54150390625,0,17,6,
24,0.9998729021711783,0.14775228254835715,1.0990706283937801,0.5798775611275976,0.012709831456992437,0.011236128826964308,0.0019408589399972699,0.004650574999819086,0.007432717133038254,0.016479031487622045,0.022084225237962198,0.03204039170999418,0.0015690601373783218,0.03409092482602732,0.007627033847595819,0.0,7.102272727272727e-05,151.29833760695024,0.15182313587930468,0.15182313587930468,nan,nan,nan,nan,0.001,190.1587377099786,4396.530998640927,17696.10400390625,0,17,7,
25,0.9998723814433271,0.15081721708517182,1.0962802891026844,0.5787263164466078,0.012762015941552818,0.011257613716985691,0.0019135150898695098,0.0045547457737319,0.007523962686007673,0.01653254085051065,0.021956952640109443,0.032951816781000655,0.0015571635422020336,0.035295951243659314,0.007764374630906704,0.0,0.00014204545454545454,154.43683062466707,0.15503280432284558,0.15503280432284558,nan,nan,nan,nan,0.001,189.62397242500447,4586.154971065931,17696.10400390625,0,17,8,
26,0.9998725720427253,0.15113843775946986,1.0920355593616313,0.5933041383596984,0.012743119563145394,0.011186235104899175,0.001943787305836767,0.004515734892232682,0.007479940001873977,0.016540606080723757,0.02197622976223515,0.032700269114734094,0.0015874185698356252,0.034966681313446976,0.007744760082145645,0.0,0.0003551136363636364,154.76575991890647,0.1538086037817504,0.1538086037817504,nan,nan,nan,nan,0.001,189.85715117887594,4776.012122244807,17696.10400390625,0,17,9,
27,0.9998707041144371,0.14678808191621845,1.0942850531502204,0.5826575309038162,0.012930033688264137,0.01138759428550574,0.001973111014971933,0.00473348925191782,0.0076867473671551455,0.01667682676872408,0.022230093644677915,0.03270007675852288,0.0016122025328017613,0.03478706118820066,0.007724396507679062,0.0,7.102272727272727e-05,150.31099591688675,0.14580432230293583,0.14580432230293583,nan,nan,nan,nan,0.001,189.68456628615968,4965.696688530967,17696.10400390625,0,17,10,
28,0.9998702794313431,0.15289048958908427,1.1009569881991907,0.5768660296093334,0.012972365476360376,0.011413880310614001,0.0019298967573625058,0.0046656788043698974,0.0076739611273462125,0.016727471305057407,0.022455151292326097,0.0331011472735554,0.001566160412122289,0.035370520836758346,0.007819854009854185,0.0,0.00014204545454545454,156.55986234491522,0.14765219341252434,0.14765219341252434,nan,nan,nan,nan,0.001,189.56742321210913,5155.264111743076,17696.10400390625,0,17,11,
29,0.9998690591617064,0.1433679405430501,1.0984494214708156,0.573395827141675,0.013094268284145404,0.011572397621983492,0.0019583195891093716,0.004785287656704895,0.007812003577551381,0.01686254354955798,0.022430969681590796,0.03357949292456562,0.0015958175186163068,0.03587927520275116,0.007880452111236412,0.0,0.00014204545454545454,146.80877064791594,0.15166718716974611,0.15166718716974611,nan,nan,nan,nan,0.001,190.08819288993254,5345.352304633008,17696.10400390625,0,17,12,
30,0.9998664491555908,0.13843401841480624,1.0984283739870244,0.5592502821575511,0.01335540930528871,0.0117872852133587,0.0021318503945208663,0.004787271196784621,0.007895308295899833,0.017274811180223795,0.022977566238577392,0.03407154113731601,0.0017567035737308535,0.03644903770393946,0.008027243652296337,0.0,0.00014204545454545454,141.75643542896617,0.14859619419968706,0.14859619419968706,nan,nan,nan,nan,0.001,189.89695381792262,5535.249258450931,17696.10400390625,0,17,13,
31,0.9998681940594498,0.15658694642538928,1.0987528647695268,0.5754437659467969,0.013180399152013111,0.011299591202630984,0.00252498227987695,0.005366868303841627,0.008005025392702344,0.017231615697394828,0.022883429058960507,0.03396641301485349,0.0022331069777297963,0.03728887645945865,0.007873939174436488,0.0,0.0,160.34503422951212,0.1395080743129352,0.1395080743129352,nan,nan,nan,nan,0.001,73.16106510185637,5608.410323552787,17589.54150390625,1,31,0,best
32,0.9998668233102018,0.14556250389326703,1.0984151761640202,0.5741293332793496,0.01331798116761175,0.011708374926820397,0.001924120691943575,0.004712394168812104,0.007851496964841234,0.017257617301815614,0.023263850135051393,0.033929294512861155,0.0015702304315544262,0.03611514397304166,0.008092625118495728,0.0,0.00014204545454545454,149.0560041774403,0.14712114298339413,0.14712114298339413,nan,nan,nan,nan,0.001,189.78558464092202,5798.195908193709,17696.10400390625,0,31,1,
33,0.9998635331338103,0.14205845389515162,1.100936377996748,0.5573407484049147,0.013647077649577774,0.012038469395007599,0.0020042292918581303,0.0049001352594297545,0.008100071594923396,0.01760651428591121,0.023510258570736783,0.034842828805135055,0.0016393357642961995,0.03730490447276018,0.008243033198893747,0.0,0.0,145.46785668459805,0.14283990357654897,0.14283990357654897,nan,nan,nan,nan,0.001,189.85991859505884,5988.055826788768,17696.10400390625,0,31,2,
34,0.9998666482892904,0.1430362336168235,1.0987962690266695,0.5822014699605378,0.013335481207733127,0.011743374045049264,0.001999552733402445,0.004728380671374246,0.00782584708649665,0.017268330557271838,0.02315639325163581,0.03407098721628162,0.0016571647384063743,0.03632020900787955,0.00808197283821011,0.0,7.102272727272727e-05,146.46910285949707,0.14103828732592938,0.14103828732592938,nan,nan,nan,nan,0.001,189.7204015380703,6177.7762283268385,17696.10400390625,0,31,3,
35,0.999862226843834,0.1429334152151238,1.0949486805634066,0.5611066537147219,0.013777568650601263,0.012126848861490461,0.002023879488379779,0.004896422297249294,0.008160891075914894,0.01773363389709795,0.023750978661701082,0.03595627034929666,0.0016395885412665932,0.038510151469910686,0.008451745568097316,0.0,7.102272727272727e-05,146.3638181513006,0.14381140996184613,0.14381140996184613,nan,nan,nan,nan,0.001,189.87984285899438,6367.656071185833,17696.10400390625,0,31,4,
36,0.9998644625598734,0.1417642783204263,1.1006987647576765,0.5689532953229818,0.013554144331084733,0.011954195818609813,0.0019931382828045486,0.004752053693201477,0.0079987208485942,0.0175368631364439,0.023433648341928015,0.03446017469448799,0.0016199590595120258,0.036746153328567746,0.00819645056352866,0.0,0.00014204545454545454,145.16662164167926,0.15272937641396822,0.15272937641396822,nan,nan,nan,nan,0.001,189.6763971617911,6557.332468347624,17696.10400390625,0,31,5,
37,0.999862551824613,0.1380810645493594,1.098704091256315,0.5673213029449636,0.013745093381625008,0.012118409944444217,0.0020916645595041865,0.004827587870584632,0.008074096870735627,0.017865056775256315,0.023692420065741647,0.03505901866592467,0.0017318334865029266,0.03736335085281594,0.008322170586325228,0.0,0.0,141.39501032395796,0.15503084283120444,0.15503084283120444,nan,nan,nan,nan,0.001,189.78105031792074,6747.113518665545,17696.10400390625,0,31,6,
38,0.9998604312539101,0.14073191075162453,1.0981424177234822,0.567360291426832,0.013957065039060332,0.012250838806556369,0.0019831781331132252,0.005027863118977455,0.008226020215079188,0.01804125017952174,0.024045223964970896,0.0360911269926212,0.0016181291764124498,0.03840790242380039,0.008546149585692381,0.0,7.102272727272727e-05,144.10947652296588,0.1308788221923799,0.1308788221923799,nan,nan,nan,nan,0.001,189.81302465195768,6936.926543317502,17696.10400390625,1,38,0,best
39,0.9998696038917619,0.16764246231439164,1.0951858612955834,0.5745497914601346,0.013038604881386367,0.011966842492776257,0.0019766862150186635,0.004355864005985347,0.008178604215535583,0.016762836484656648,0.021746850154381627,0.03169289478385935,0.0016988337153393054,0.0332672187716377,0.007486817512509166,0.0,0.0,171.66587923011002,0.1385015750595732,0.1385015750595732,nan,nan,nan,nan,0.001,73.32452346896753,7010.25106678647,17589.54150390625,0,38,1,
40,0.9998619158159603,0.14589859716255557,1.098393679884347,0.5725991971113465,0.01380873277190734,0.01215070243713192,0.002009992302588547,0.004907649247219193,0.008013194016265598,0.017914710502902217,0.024030021823604,0.035126363596116955,0.0016301095050121975,0.03735902403396639,0.008384862112474035,0.0,0.0002840909090909091,149.40016210729425,0.14088390120371452,0.14088390120371452,nan,nan,nan,nan,0.001,189.4177684581373,7199.668835244607,17696.10400390625,0,38,2,
41,0.9998588142069903,0.1357550091872161,1.101217637549747,0.5489484124562957,0.014118938833813776,0.012448822035962207,0.0021296239951797444,0.005063930834082632,0.008336671210021119,0.01823499068533155,0.024345896867188542,0.03598860907791691,0.0017440485560159273,0.03835173887200653,0.008500604645814747,0.0,0.00014204545454545454,139.01312841935592,0.14860470649757107,0.14860470649757107,nan,nan,nan,nan,0.001,190.0614944130648,7389.730329657672,17696.10400390625,0,38,3,
42,0.9998601252382452,0.13512884930453517,1.098623202605681,0.5597716294906356,0.013987770867110654,0.012264158547093923,0.0021429786926918577,0.005124062216650187,0.008278049030129544,0.01807894833301279,0.024027967660433868,0.03614801077849485,0.001740224873885216,0.03866606891917234,0.008498556301294063,0.0,0.0,138.37194123701616,0.13395780599609738,0.13395780599609738,nan,nan,nan,nan,0.001,189.94257583888248,7579.672905496554,17696.10400390625,0,38,4,
43,0.9998572634025054,0.13508825447749007,1.0983003144914454,0.5404350936412812,0.0142741328232329,0.012619506008923054,0.002125064411831607,0.005240280846324326,0.008511994781226597,0.01848250210539184,0.02443387292283164,0.03615898045033894,0.0016952661342326213,0.038609125460921365,0.008522623426026919,0.0,7.102272727272727e-05,138.33037359064275,0.14667402882861275,0.14667402882861275,nan,nan,nan,nan,0.001,189.86767057003453,7769.540576066589,17696.10400390625,0,38,5,
44,0.9998581990599632,0.1380926717750051,1.101883379979567,0.5562618146565828,0.014180690149607307,0.012443321828984402,0.002093776251819112,0.005068630249165422,0.008278772666711698,0.018233305965126914,0.024793749357658355,0.0363523803058673,0.0017008135928005107,0.038697067021646284,0.008631703583523631,0.0,0.00014204545454545454,141.4068958455866,0.13613176344445457,0.13613176344445457,nan,nan,nan,nan,0.001,189.7891312390566,7959.329707305646,17696.10400390625,0,38,6,
45,0.9998571761629799,0.13701964288272642,1.099453963610259,0.5550944369624962,0.014282577313398095,0.012491470867429267,0.0020976394173472233,0.005135998992111788,0.008317398173014887,0.01848435603632507,0.024819949521175163,0.03684663106687367,0.0017022904799225877,0.03916277501054786,0.008743091288488358,0.0,7.102272727272727e-05,140.3081136183305,0.14491022485082813,0.14491022485082813,nan,nan,nan,nan,0.001,190.11002316093072,8149.439730466576,17696.10400390625,0,38,7,
46,0.9998568365519697,0.14173159070990302,1.1003809080882505,0.5482469103553078,0.01431658574252982,0.012531232537532395,0.0021052472095933893,0.0050892867550084535,0.008391870504287495,0.018409239263697103,0.024717051612043923,0.037510586915199054,0.0017166830848509562,0.04017244813625108,0.008826232197779145,0.0,0.00014204545454545454,145.13314958052203,0.14703193681468482,0.14703193681468482,nan,nan,nan,nan,0.001,189.87636288488284,8339.31609335146,17696.10400390625,0,38,8,
47,0.9998664588344341,0.13604137111379175,1.0789429776522579,0.5819358050215,0.013355965298429435,0.011216195252704985,0.0022558502363497204,0.004526044931072665,0.007368506440816789,0.01781809895432421,0.0241120899932421,0.03384940983841614,0.001862101709441643,0.03569322286591846,0.008392054373778554,0.0,0.0,139.30636254135445,0.14267228425100997,0.14267228425100997,nan,nan,nan,nan,0.001,73.36035352991894,8412.676446881378,17589.54150390625,0,38,9,
48,0.9998552456498147,0.13269326876510273,1.100829617543654,0.5572028754787012,0.014476000418124552,0.012701205726162615,0.002264979643024906,0.005259470708022656,0.008533652101389386,0.01878142990806902,0.02512910452417352,0.036992213066497984,0.0018369541663890811,0.039552630708468234,0.008768785453867167,0.0,0.0,135.877907371521,0.12962693598047112,0.12962693598047112,nan,nan,nan,nan,0.001,189.68867126805708,8602.365118149435,17696.10400390625,1,48,0,best
49,0.9998572617769241,0.13824370401826772,1.0980527913028544,0.5592632302506404,0.014274154484949328,0.012653686584566127,0.0021294470785505836,0.005087800317877819,0.008389091728763147,0.018372772534547204,0.024628208090805195,0.036663218481804837,0.00169388433103615,0.03905663936483589,0.00864848331971602,0.0,0.00014204545454545454,141.56155237718062,0.1409506063335217,0.1409506063335217,nan,nan,nan,nan,0.001,190.2994547940325,8792.664572943468,17696.10400390625,0,48,1,
50,0.9998557715253397,0.13111794093115764,1.1014670637520876,0.5406578100540421,0.014423243553293023,0.012685421945273199,0.0021586021915771364,0.0051878136201677,0.008452893320513381,0.01853389775973152,0.02501952557570555,0.0374236025466499,0.0017566256126552947,0.0400007627396421,0.008842301799450069,0.0,7.102272727272727e-05,134.26477109735663,0.12982109483978857,0.12982109483978857,nan,nan,nan,nan,0.001,189.7585494639352,8982.423122407403,17696.10400390625,0,48,2,
51,0.9998538285493851,0.13068495885553685,1.1019912838935852,0.5416105172173543,0.014617761148309165,0.012803395306268199,0.002194424853091319,0.005188587820421989,0.00852231106784364,0.018961850022473796,0.025496241585774855,0.03749907853251154,0.0017973350166192341,0.039952288309789516,0.008910114991224625,0.0,7.102272727272727e-05,133.82139797210692,0.13984562231179995,0.13984562231179995,nan,nan,nan,nan,0.001,189.7310159439221,9172.154138351325,17696.10400390625,0,48,3,
52,0.9998527087948539,0.13480214808474889,1.0992642233317549,0.5439676636999303,0.014729782049967484,0.013071543702178381,0.002122537853508468,0.005301133223904551,0.008656088823706588,0.01905418162615123,0.025360532811927523,0.037538893876427955,0.001726259965752516,0.03992171914486045,0.008901825259354982,0.0,7.102272727272727e-05,138.03739989887583,0.1369779910011339,0.1369779910011339,nan,nan,nan,nan,0.001,190.13580770697445,9362.2899460583,17696.10400390625,0,48,4,
53,0.9998533717610619,0.13433932042257352,1.0987211920998312,0.5507961120117795,0.014663338919424198,0.012886799247512086,0.0021190559743197146,0.005168999742917632,0.008620207987471738,0.018953678854317826,0.025464862773448907,0.03789421082474291,0.0017279268804155767,0.04048468216999688,0.008988081787670538,0.0,0.00014204545454545454,137.5634639566595,0.14457073156480438,0.14457073156480438,nan,nan,nan,nan,0.001,189.71461753407493,9552.004563592374,17696.10400390625,0,48,5,
54,0.9998520838943394,0.13690291456878184,1.1007943695241755,0.5467126244848425,0.014792198313146153,0.013030252694575624,0.0020155092571671543,0.0051881717091997745,0.008643262685721062,0.01930865098679946,0.02550821844065054,0.03760762398808517,0.0015838653097241396,0.04002263026989319,0.008985257205892015,0.0,0.0,140.18858432769775,0.12790106630584283,0.12790106630584283,nan,nan,nan,nan,0.001,189.91530848713592,9741.91987207951,17696.10400390625,1,54,0,best
55,0.9998516689757911,0.14041278442862085,1.1050964910156873,0.5730996502905475,0.014835198837503488,0.013082981641803468,0.0021685233594474326,0.005186195701493749,0.00903487927755531,0.019094522861877874,0.026194520997909865,0.036572033425374906,0.0017782794035453235,0.03832999533232378,0.008873015333309161,0.0,0.0,143.78269468035018,0.13375161112288803,0.13375161112288803,nan,nan,nan,nan,0.001,73.39090350992046,9815.31077558943,17589.54150390625,0,54,1,
56,0.9998533801598982,0.1334879180924459,1.1008705380288037,0.5480278794061054,0.01466243680651215,0.012846745951736177,0.0020991822600494327,0.005081572127528489,0.00859192875213921,0.018949065274897623,0.025685872823338618,0.03797454832291061,0.0017092377736678992,0.040576854144985026,0.009038461482321675,0.0,7.102272727272727e-05,136.69162823070178,0.14364305805107128,0.14364305805107128,nan,nan,nan,nan,0.001,189.69613874680363,10005.006914336234,17696.10400390625,0,54,2,
57,0.9998502537608147,0.12747398005290464,1.1001415499232032,0.5138784315775741,0.014975152958438478,0.013244922128929333,0.0022430684555729387,0.005422271763778884,0.008968689233403314,0.01942516759207303,0.02571096051569012,0.037379875787618484,0.001819524481950132,0.03967641883275726,0.008877003798261285,0.0,0.00014204545454545454,130.5333551753651,0.13962907662716006,0.13962907662716006,nan,nan,nan,nan,0.001,189.52184084593318,10194.528755182168,17696.10400390625,0,54,3,
58,0.9998527815396135,0.13581668971614405,1.1015590637922288,0.5465392473069104,0.014722434600645845,0.012925873504189606,0.002032720235464777,0.005100823305176825,0.008520819246768951,0.019135359503244135,0.02575429326177321,0.03786401532759721,0.0016638529488773202,0.04028352529064498,0.009063549702775411,0.0,0.0,139.0762900092385,0.14538210256614237,0.14538210256614237,nan,nan,nan,nan,0.001,190.0885452060029,10384.61730038817,17696.10400390625,0,54,4,
59,0.9998487919569016,0.1307034597139467,1.1036472623998468,0.5394873990253969,0.01512146054301411,0.013228757292116908,0.002189579868222195,0.00530571325798519,0.008864626130724156,0.019614893157797103,0.02633929445662282,0.038928288809785785,0.0017930980103218726,0.0416520300575278,0.009254742677281188,0.0,7.102272727272727e-05,133.84034203616056,0.12381373167335138,0.12381373167335138,nan,nan,nan,nan,0.001,189.52357426309027,10574.14087465126,17696.10400390625,1,59,0,best
