epoch,train_loss_weighted,train_mse,train_u_abs,train_dudt_abs,val_imf_mse_fixed,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
0,0.9999511814930222,0.2632208558984778,0.793703494830565,0.5534072368072388,0.18456258228936945,0.18456258228936945,10.479131972133446,0.47793039635213586,0.9388569593429565,0.9463028169014085,0.001,197.74942047987133,197.74942047987133,19216.22998046875,1,0,0,best
1,0.9999316701834852,0.17111614973030306,0.8381088122725486,0.49635980494997717,0.14986582068846988,0.14986582068846988,10.030461765252372,0.6552544353588557,0.7091090679168701,1.0536971830985915,0.001,197.42591593693942,395.17533641681075,19216.22998046875,1,1,0,best
2,0.9999230669303374,0.15464450838890942,0.8485400386831977,0.4826609306037426,0.1390846164623962,0.1390846164623962,6.235031413811197,0.6404769197715465,0.902848482131958,1.0369718309859155,0.001,197.63468653918244,592.8100229559932,19216.22998046875,1,2,0,best
3,0.9999189412051981,0.1490789594636722,0.8517213906754147,0.4617049989375201,0.1510207539279127,0.1510207539279127,8.500160230081928,0.6302457284405206,0.9911679029464722,0.9797535211267606,0.001,197.7344500841573,790.5444730401505,19216.22998046875,0,2,1,
4,0.9999168932437896,0.1483610826459798,0.852414345741272,0.4568921770561825,0.1524660203148226,0.1524660203148226,6.037149852140565,0.6362376262990128,0.8745777606964111,1.0158450704225352,0.001,197.77997996215709,988.3244530023076,19216.22998046875,0,2,2,
5,0.9999130179936235,0.1416264322501692,0.8548389402302828,0.42428665127266535,0.13845238893869846,0.13845238893869846,6.875428087062665,0.6375170757134069,0.7913957834243774,1.0211267605633803,0.001,197.67776091000997,1186.0022139123175,19216.22998046875,1,5,0,best
6,0.9999113620682196,0.14007032674483277,0.8546243491497907,0.41382407732307913,0.13634124819430443,0.13634124819430443,7.478334393699089,0.6100740565356314,0.826697587966919,1.0158450704225352,0.001,197.6670475709252,1383.6692614832427,19216.22998046875,1,6,0,best
7,0.9999097427183932,0.14092522779987618,0.8571318020874804,0.4348927959122441,0.13225270628958666,0.13225270628958666,7.48391453351827,0.6778915399347956,0.7239646315574646,0.9815140845070423,0.001,197.5475970809348,1581.2168585641775,19216.22998046875,1,7,0,best
8,0.9999077305197716,0.13854570954360745,0.8579413752664219,0.42378933050415735,0.13710863990524644,0.13710863990524644,8.238823684166041,0.6417949489200443,0.7446995377540588,1.006161971830986,0.001,197.9686781349592,1779.1855366991367,19216.22998046875,0,7,1,
9,0.9999065424908291,0.13630705985494634,0.8585810077461329,0.4194768899543719,0.13892280750636066,0.13892280750636066,7.500572991966715,0.5710701325324625,0.8624866008758545,0.9938380281690141,0.001,197.54144905111752,1976.7269857502542,19216.22998046875,0,7,2,
