epoch,global_step,schedule_s,beta_mean_train,train_loss_weighted,train_mse,train_u_abs,train_dudt_abs,w_mean,w_median,w_p01,w_p10,w_p25,w_p75,w_p90,w_p99,w_min,w_max,w_std,w_saturation_frac,w_near_lower_frac,delta2_mean,val_imf_mse_fixed,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
10,2420,0.963333,1.0,0.9999321649020368,0.17880175238983198,0.8287903904914856,0.49766747748309914,0.006784377964636819,0.0062347380571406,0.0023708892877700484,0.003698235623728992,0.004858871463114735,0.0081688074469143,0.010367855083578351,0.014345073187723757,0.0021519926737131423,0.015113473249684003,0.002948594606608491,0.0,0.0,183.092994481867,0.19376434590651018,0.19376434590651018,nan,nan,nan,nan,0.001,143.49759358214214,1580.2450445154682,16904.01611328125,0,7,3,
11,2640,0.96,1.0,0.9999315213073384,0.1780739280310544,0.8292932342399251,0.5020399375395341,0.006848723061425103,0.006271171978336166,0.0023820471863886766,0.003741675179811533,0.004906113499204036,0.008215365909166973,0.01046718113145537,0.014578343165869062,0.0021622941670516,0.015346352260729128,0.0030026670913106167,0.0,0.0,182.34770289334384,0.18253960228705438,0.18253960228705438,nan,nan,nan,nan,0.001,143.73052966804244,1723.9755741835106,16904.01611328125,1,11,0,best
12,2860,0.956667,1.0,0.9999317407608033,0.1783729624003172,0.8294141598723151,0.5067556798458099,0.006826759664214809,0.00627710770773278,0.002371698444238229,0.0037147900015539067,0.0048744359381750904,0.008206673423674973,0.010402128962926905,0.014452852662229402,0.002151612882020841,0.015238314331509174,0.002977953415723856,0.0,0.0,182.65391339388762,0.22302724056729797,0.22302724056729797,nan,nan,nan,nan,0.001,143.5334505289793,1867.50902471249,16904.01611328125,0,11,1,
13,3080,0.953333,1.0,0.9999301200563258,0.1759863814508373,0.8294714174487374,0.50624407292767,0.006988764991348779,0.006372150290884416,0.0023592575383769476,0.003735432897652076,0.004975512776185166,0.008356090010651811,0.010724342394281517,0.015290207587267188,0.0021292864562300648,0.01617497144774957,0.0031602974779988556,0.0,0.0,180.21005436290395,0.18954619733661177,0.18954619733661177,nan,nan,nan,nan,0.001,143.42774196108803,2010.936766673578,16904.01611328125,0,11,2,
14,3300,0.95,1.0,0.9999298446557738,0.1771135891703042,0.8317695306106048,0.5222132773561912,0.007016154668632556,0.006419337415983053,0.0023251817996920595,0.0037274366604502906,0.004954890076028691,0.008441602352964268,0.010769196707670662,0.01538544879506596,0.002088951967876214,0.016304460701278663,0.003192235724153844,0.0,0.0,181.36431534507057,0.19980596911218132,0.19980596911218132,18.287955292487474,0.5237633072711945,0.9263961315155029,0.9716629381058911,0.001,144.0366798201576,2154.9734464937355,16904.01611328125,0,11,3,
15,3520,0.946667,1.0,0.9999298503453081,0.1814872844652696,0.8306881414218382,0.5147491808642041,0.007015690430787138,0.00639177702727135,0.002199862147972453,0.0036778974055778233,0.004884630324192007,0.008495287112468346,0.010896644430150362,0.015579880166544833,0.0019460030394177672,0.016532365268688988,0.003277478130820038,0.0,0.0,185.84297901500355,0.19196175576033686,0.19196175576033686,nan,nan,nan,nan,0.001,143.63122177007608,2298.6046682638116,16904.01611328125,0,11,4,
16,3740,0.943333,1.0,0.9999286386099728,0.17460749565877698,0.831796001710675,0.512396946481683,0.007136954634916037,0.006496450311334973,0.002341970079313879,0.0037948889906560495,0.005011371486100622,0.00854633175556294,0.011046552196653053,0.01598932731007649,0.0021020165612175004,0.0170403640717268,0.0033119390554599126,0.0,0.0,178.7980751731179,0.18506980444297233,0.18506980444297233,nan,nan,nan,nan,0.001,143.8471485679038,2442.4518168317154,16904.01611328125,0,11,5,
17,3960,0.94,1.0,0.9999286300756715,0.17657197578386827,0.8330901355905966,0.5167910011654551,0.007137627759948373,0.006513910712039267,0.0022716553477618038,0.0037413256184663625,0.0049966732622124255,0.008583176746668125,0.011046719546853141,0.01588161903094839,0.0020176850032757186,0.01685453790705651,0.0033123853883642532,0.0,0.0,180.80970365350896,0.21180112466914375,0.21180112466914375,nan,nan,nan,nan,0.001,143.60759441903792,2586.0594112507533,16904.01611328125,0,11,6,
18,4180,0.936667,1.0,0.9999284887855703,0.17750424834137613,0.8334440972317348,0.5167351193726063,0.007151883448982104,0.006482813311529092,0.0022221351181294516,0.003711308148393238,0.004993295245698061,0.008605347023430196,0.011085454412651333,0.016203022868880493,0.001977554304242155,0.017227683906358753,0.0033906198048498483,0.0,0.0,181.76435102982956,0.1886017489387834,0.1886017489387834,nan,nan,nan,nan,0.001,143.15361250494607,2729.2130237556994,16904.01611328125,0,11,7,
19,4400,0.933333,1.0,0.9999272747473283,0.17826528644019907,0.8339019672437148,0.5174889192662456,0.0072731789550744,0.006596460977611555,0.0022189975568670146,0.003705222216244279,0.0050253905604635786,0.008785796077625656,0.011371363150167534,0.016605777060613038,0.001986054825763197,0.017686298218640414,0.003498191659772684,0.0,0.0,182.54365362687545,0.21148464906133982,0.21148464906133982,18.164623144086875,0.5896195181920958,1.0447766780853271,0.9858314690529456,0.001,143.82928370893933,2873.0423074646387,16904.01611328125,0,11,8,
20,4620,0.93,1.0,0.9999271254647862,0.17829761630432173,0.8341288336298682,0.5182040503756566,0.007288157057271085,0.006571483177090572,0.0021757164284777405,0.00369709136324342,0.005052858056098392,0.00874968636463481,0.011485389804213562,0.016780635077421637,0.0019335504718831296,0.01786349969069389,0.0035513591378482736,0.0,0.0,182.5767591303045,0.19178848779018373,0.19178848779018373,nan,nan,nan,nan,0.001,143.5058574890718,3016.5481649537105,16904.01611328125,0,11,9,
21,4840,0.926667,1.0,0.9999274291775443,0.17737078903750939,0.8340364903211593,0.5228766110133041,0.007257829113355415,0.00659519683633169,0.002171079610244223,0.0036892702093940565,0.005038619399684566,0.008766821169675412,0.011345308276147327,0.016628701324489983,0.001923715933331881,0.01774951606692577,0.003502301217469556,0.0,0.0,181.6276879050515,0.19681058034867338,0.19681058034867338,nan,nan,nan,nan,0.001,143.46431310800835,3160.012478061719,16904.01611328125,0,11,10,
22,5060,0.923333,1.0,0.9999274767257951,0.1780126923864538,0.833805522593585,0.5337029406970197,0.00725302220936018,0.006545253036628393,0.0021802093510235533,0.0037396754863121633,0.005010444783626802,0.00875916009430181,0.01130663648205386,0.016608678907240656,0.0019188800328761731,0.01766174724748866,0.003499245242247443,0.0,7.102272727272727e-05,182.28499624078924,0.1819861593279925,0.1819861593279925,nan,nan,nan,nan,0.001,143.5233039020095,3303.5357819637284,16904.01611328125,1,22,0,best
23,5280,0.92,1.0,0.9999267221851782,0.17648234746672892,0.8353103461590681,0.5228342417966235,0.007328536060892723,0.006609186712144451,0.00220737311921601,0.0037442171887960285,0.005069446837296709,0.008812321853739294,0.011556360982781785,0.01676198574926027,0.0019431190437568479,0.01781246244103055,0.003549241055258211,0.0,0.0,180.71792498501864,0.19774492200098398,0.19774492200098398,nan,nan,nan,nan,0.001,143.55329218204133,3447.0890741457697,16904.01611328125,0,22,1,
24,5500,0.916667,1.0,0.9999257376248186,0.17661026665432886,0.8347820483825423,0.5156791898337277,0.00742687209805643,0.00666680157142268,0.0021510169525175695,0.00373400022958363,0.005099036587952552,0.008970537629317153,0.011625178868416696,0.017423045586540616,0.0018867311085738368,0.01859473209955137,0.0036885797363621266,0.0,0.0,180.84891294999557,0.18472185731757593,0.18472185731757593,17.921325920781698,0.59514005608405,0.9068465232849121,0.9343773303504848,0.001,144.13201317191124,3591.221087317681,16904.01611328125,0,22,2,
25,5720,0.913333,1.0,0.9999254807829857,0.17945524389770898,0.8355937354943969,0.518378299948844,0.007452542819506066,0.006668108337643472,0.0021589250543580752,0.0037262157621708782,0.00508863978532397,0.008966768011239103,0.011849854964847592,0.017581487819552422,0.0019150855326519045,0.018751494978046554,0.0037417642332994465,0.0,0.00014204545454545454,183.76216982061212,0.18089130417230537,0.18089130417230537,nan,nan,nan,nan,0.001,143.68054913100787,3734.901636448689,16904.01611328125,1,25,0,best
26,5940,0.91,1.0,0.9999250593510541,0.17467794259163466,0.8362123790112409,0.5225651772862131,0.007494977521921762,0.006719626030165024,0.0022114174110439227,0.003815942255526104,0.005132349678950215,0.00901385168439116,0.011766261141747236,0.017695072178982876,0.0019688686573565727,0.018876717726446012,0.0037453500376696783,0.0,0.0,178.87021241621537,0.1799786214780138,0.1799786214780138,nan,nan,nan,nan,0.001,143.55421643797308,3878.455852886662,16904.01611328125,1,26,0,best
27,6160,0.906667,1.0,0.9999246469952844,0.17627867290919477,0.8366392483765429,0.5119904686104167,0.007536211928395047,0.006714661744296212,0.0021210926805162508,0.003798308796566826,0.005162071838805621,0.009029786722649905,0.011937735373662276,0.018020474950952287,0.0018517346615805185,0.019268972162072632,0.0038189255288505757,0.0,0.0,180.5093606255271,0.20151770428468652,0.20151770428468652,nan,nan,nan,nan,0.001,143.39526229491457,4021.8511151815765,16904.01611328125,0,26,1,
28,6380,0.903333,1.0,0.9999248955737461,0.17535190565342254,0.8366510659456253,0.5119801385158842,0.007510873715562577,0.006721444071312858,0.00217736081335302,0.0037754827025558123,0.00516214037197642,0.009028211379931731,0.011834274418652058,0.017776227283122188,0.0019171425493616633,0.019025229899720712,0.003754108286706138,0.0,0.0,179.56035180525348,0.20131163332515803,0.20131163332515803,nan,nan,nan,nan,0.001,143.56157927401364,4165.41269445559,16904.01611328125,0,26,2,
29,6600,0.9,1.0,0.9999245673418045,0.17565558090467345,0.8366118137132038,0.5221794246949932,0.0075440095652910795,0.006739649273963137,0.0021930018566226036,0.0037744867091532796,0.005138269749427722,0.00905212209962139,0.012000060860406269,0.017910172788172283,0.001927274611609226,0.019120664011941037,0.003806773572631011,0.0,0.0,179.87131456895307,0.1817639054191998,0.1817639054191998,17.54181790382565,0.5427765045586906,0.9852136969566345,0.9090231170768084,0.001,144.01520829088986,4309.42790274648,16904.01611328125,0,26,3,
30,6820,0.896667,1.0,0.999924572083083,0.17757596302438866,0.836616646295244,0.5270336428826505,0.007543558764948764,0.006747225059238686,0.0020589746854305056,0.0037009725050831384,0.005111189344792034,0.009089080699380825,0.011864027249711482,0.018345750239677727,0.0017953239813571352,0.01969442424068058,0.003896108878226104,0.0,0.0,181.837786136974,0.19386105171044932,0.19386105171044932,nan,nan,nan,nan,0.001,143.50020498083904,4452.928107727319,16904.01611328125,0,26,4,
31,7040,0.893333,1.0,0.999924243173816,0.17439339577474378,0.8359622620723465,0.5191259443759918,0.007576277811842208,0.0067835880930281495,0.002208046749464384,0.003763170237123797,0.005144687955246561,0.009125825768040325,0.011958106702447615,0.01805023189253089,0.001954502473447726,0.019310250785201787,0.0038375374088487164,0.0,0.0,178.57883723865856,0.1874189219420247,0.1874189219420247,nan,nan,nan,nan,0.001,143.49276367900893,4596.420871406328,16904.01611328125,0,26,5,
32,7260,0.89,1.0,0.9999243672598492,0.17589187848974358,0.836504016816616,0.5188440232114359,0.007564101470846006,0.006767653132026845,0.002125407375503776,0.0037712865506447004,0.0051462166402912275,0.009081944352312183,0.01203849197534675,0.018004054273478686,0.0018552364551975519,0.019228825991211288,0.0038376914861146362,0.0,0.0,180.1132834001021,0.17702031756770178,0.17702031756770178,nan,nan,nan,nan,0.001,143.49931038287468,4739.920181789203,16904.01611328125,1,32,0,best
33,7480,0.886667,1.0,0.9999233882535588,0.18008122894574297,0.8374318980357863,0.5244211733341217,0.007661886056038466,0.006830063432624395,0.0020310801734012784,0.0036769286390732634,0.005140448353168639,0.009200950953262774,0.012228509855710647,0.01891342842189426,0.0017696560941906434,0.02025516036347571,0.004055696071802893,0.0,0.0,184.40317868319426,0.1841807071182129,0.1841807071182129,nan,nan,nan,nan,0.001,143.58941766410135,4883.509599453304,16904.01611328125,0,32,1,
34,7700,0.883333,1.0,0.999923662705855,0.18203243779187853,0.8375569155270403,0.5200483378361572,0.007634165924338793,0.006799603190103715,0.002027725574324987,0.003726830262828364,0.005144268423001366,0.009234665903601457,0.0122204091145911,0.01844223397783935,0.0017538195921092251,0.019743641853247854,0.003962952151513574,0.0,0.00014204545454545454,186.4012160214511,0.2054634754415058,0.2054634754415058,18.59031360209515,0.5501341265681156,0.8748453855514526,0.9276659209545116,0.001,144.11815143283457,5027.6277508861385,16904.01611328125,0,32,2,
35,7920,0.88,1.0,0.9999241139401089,0.17784450850026173,0.837373073534532,0.5206132151863792,0.007589124500836161,0.006743312272539531,0.002089774363544579,0.003729418066425503,0.005139407189562917,0.009139629974114624,0.012137092679569667,0.018314283080822363,0.0018313980549216715,0.01961031106554649,0.003924062221035869,0.0,0.0,182.11277653087268,0.18585943490444665,0.18585943490444665,nan,nan,nan,nan,0.001,143.5420955780428,5171.169846464181,16904.01611328125,0,32,3,
36,8140,0.876667,1.0,0.9999229100617495,0.17624099706722932,0.8370310712944378,0.5247454450889067,0.007709686094048348,0.0068657062524421645,0.0021029113571289187,0.003699240183447149,0.005174051562260667,0.009281577343459834,0.012335650572045283,0.019031616141596302,0.0018525378538966338,0.020425935125571084,0.004071721318707039,0.0,0.0,180.47078012986617,0.18775005800489775,0.18775005800489775,nan,nan,nan,nan,0.001,143.45799552998506,5314.627841994166,16904.01611328125,0,32,4,
37,8360,0.873333,1.0,0.9999230967326598,0.17575874294747007,0.8372273201292212,0.529060988466848,0.007690938289107924,0.0068593509442342274,0.002137912547782021,0.0037577542672145433,0.00518083451739089,0.009209508072076874,0.01233979827216403,0.01873598025307398,0.001894013151137518,0.019997099113904616,0.004017325587814081,0.0,0.0,179.97695284756747,0.17985609289057797,0.17985609289057797,nan,nan,nan,nan,0.001,143.73413489107043,5458.361976885237,16904.01611328125,0,32,5,
38,8580,0.87,1.0,0.9999221129850908,0.17566799900748514,0.8381205409765243,0.5165923783047632,0.007789509583645585,0.006859348206357523,0.0020679995505237126,0.003783346496691758,0.005191614216892048,0.009339199310422621,0.0124809094323692,0.01952911069701341,0.0018004403041810622,0.021066393138078805,0.004184778926322575,0.0,0.0,179.88403133045543,0.19889293793196916,0.19889293793196916,nan,nan,nan,nan,0.001,143.4529422891792,5601.814919174416,16904.01611328125,0,32,6,
39,8800,0.866667,1.0,0.9999226091937585,0.17478697537021204,0.838863478871909,0.5335724279961803,0.007739759410138835,0.006863987414081666,0.0021351683165862184,0.00381305327728941,0.005230207084043121,0.009304147126915102,0.012397824502973394,0.01883026814215224,0.001862177092847229,0.020086044299585576,0.004030162585497072,0.0,0.0,178.9818626057018,0.1971410720927804,0.1971410720927804,20.397003946797447,0.4653443971336685,0.9053245782852173,0.9425801640566741,0.001,143.8853351951111,5745.700254369527,16904.01611328125,0,32,7,
40,9020,0.863333,1.0,0.9999216706915335,0.17381482835520398,0.8385626864704219,0.5260454841635444,0.007833541529676453,0.006923415360506624,0.0021213704088454094,0.0038003186581508173,0.005214554317486049,0.009410972390535541,0.012533160569992933,0.019518937526101416,0.0018574383837899817,0.020934762234206903,0.004194952309957113,0.0,7.102272727272727e-05,177.98638399297542,0.1879922919844917,0.1879922919844917,nan,nan,nan,nan,0.001,143.49673649086617,5889.196990860393,16904.01611328125,0,32,8,
41,9240,0.86,1.0,0.9999224362048236,0.17331843504851516,0.8381156431003051,0.5237030924043872,0.007756959027822383,0.006879338073882867,0.002133669321814192,0.003821996523501267,0.005214677672748538,0.009326552063099701,0.012440895780243657,0.018935795621523126,0.0018783370124186727,0.02024228788742965,0.00404053002871065,0.0,0.0,177.47807787114922,0.19526660475290317,0.19526660475290317,nan,nan,nan,nan,0.001,143.42961828713305,6032.626609147526,16904.01611328125,0,32,9,
42,9460,0.856667,1.0,0.9999219255013899,0.1745006346397779,0.8381299310109832,0.5263854628259486,0.0078082279736091465,0.006898157435088334,0.002110088169799631,0.003763845081663352,0.005200388662474738,0.009397008661604063,0.0125336551848291,0.019363634324293923,0.0018506981720499674,0.020724754968912087,0.004158590923973613,0.0,0.0,178.68865004452792,0.18516873589376767,0.18516873589376767,nan,nan,nan,nan,0.001,143.71172377816401,6176.33833292569,16904.01611328125,0,32,10,
43,9680,0.853333,1.0,0.9999222950501876,0.18025662201372059,0.8391392046755011,0.5358156830072403,0.007771227528891441,0.006859536598097872,0.002033110418745888,0.0036844994319835678,0.005200166318734939,0.009343948050148107,0.012552928372116929,0.01928572339132767,0.001770528311697655,0.020699477680450815,0.0041533615601524205,0.0,0.0,184.58278052590111,0.19455743063600267,0.19455743063600267,nan,nan,nan,nan,0.001,143.68780063604936,6320.02613356174,16904.01611328125,0,32,11,
44,9900,0.85,1.0,0.9999214657328346,0.17348843325268137,0.8379713076082143,0.5342960300770673,0.007854094275866043,0.0069058795025656846,0.002185460008596155,0.0037966953661948953,0.005255944468080998,0.00941573134623468,0.012641993952407077,0.019503291488879106,0.0019284489689611788,0.02087108190594749,0.004185135664672337,0.0,0.0,177.65215466239235,0.1777836590178581,0.1777836590178581,15.859552459141042,0.5706611049517064,0.8539907932281494,0.9381058911260254,0.001,143.96102524502203,6463.987158806762,16904.01611328125,0,32,12,
45,10120,0.846667,1.0,0.999921484968879,0.175516056726602,0.8384905326095494,0.5290991935540329,0.007852178434206342,0.006926668589850041,0.0020917230400135105,0.0037650374801490795,0.005215040609685027,0.009420049460393123,0.012692507455887443,0.01974352187561718,0.0018307167952364332,0.021263841109942984,0.004231667354575951,0.0,0.0,179.72844210537997,0.18064934741886815,0.18064934741886815,nan,nan,nan,nan,0.001,143.64832415501587,6607.635482961778,16904.01611328125,0,32,13,
46,10340,0.843333,1.0,0.999921759150245,0.17588092522187668,0.8389800243756987,0.5299821100451729,0.007824777881614864,0.0069481440798633476,0.0021254639406503304,0.003782886025940322,0.0052424203742041505,0.009467457587280395,0.012584292147816582,0.019162543439729646,0.0018649487017682986,0.020525702671147884,0.004119679829190401,0.0,7.102272727272727e-05,180.10206675095992,0.1896843526901053,0.1896843526901053,nan,nan,nan,nan,0.001,143.40220653102733,6751.037689492805,16904.01611328125,0,32,14,
47,10560,0.84,1.0,0.999920630319552,0.1743366805667227,0.8395407810807228,0.5380618727342649,0.007937277538109232,0.006966540113684128,0.0020432999812659215,0.0037202631337673996,0.005246242461196909,0.009532107315449552,0.012854329945350235,0.020361954532563686,0.0017760478800813541,0.021916635882702065,0.0043856447620783,0.0,0.0,178.5207609696822,0.1890724629433834,0.1890724629433834,nan,nan,nan,nan,0.001,143.54106277087703,6894.578752263682,16904.01611328125,0,32,15,
48,10780,0.836667,1.0,0.999920984425328,0.1764554719694636,0.8398888781666756,0.5323517636141993,0.007902131591584873,0.00695118285313418,0.002072432414967228,0.0037232600602278994,0.005252172070851719,0.009519939707719128,0.012690128333104605,0.02010582346384498,0.001799225967194864,0.02174006938426332,0.004317259771050885,0.0,0.0,180.6904033834284,0.18196702572812715,0.18196702572812715,nan,nan,nan,nan,0.001,143.2860273970291,7037.864779660711,16904.01611328125,0,32,16,
49,11000,0.833333,1.0,0.9999204956672408,0.1760504920543595,0.8397614584727721,0.536177619682117,0.00795082440493967,0.006962597208224576,0.002031282318586653,0.00369055535226256,0.00528804097187028,0.009568984145086936,0.012907039130699228,0.02042649760630659,0.0017694569188858044,0.022095425354994157,0.004398323487575081,0.0,0.0,180.27570362091063,0.1777215835734688,0.1777215835734688,16.798116515061825,0.6119469869620864,0.9208295345306396,0.9582401193139448,0.001,143.84611089504324,7181.710890555754,16904.01611328125,0,32,17,
50,11220,0.83,1.0,0.9999209899793972,0.17662621408023618,0.8398609711365266,0.5387657649815083,0.007901693917599253,0.006963871814183552,0.002042027262756495,0.0037465193290369247,0.005271189354508268,0.009450379674407568,0.01282630248672583,0.019764757869680495,0.0017910739419593567,0.02115940984592519,0.004266792918894102,0.0,7.102272727272727e-05,180.865242767334,0.18986240288392564,0.18986240288392564,nan,nan,nan,nan,0.001,143.60275277099572,7325.31364332675,16904.01611328125,0,32,18,
51,11440,0.826667,1.0,0.9999210596084595,0.17525581769983878,0.8389155875552784,0.5424419692971489,0.007894458599515599,0.006962287975263528,0.002076513729116414,0.0037780140558342367,0.005244733640839431,0.009494694122324952,0.012735114796933802,0.019672929516739466,0.0018017624638477256,0.021063827276653187,0.004236818561647934,0.0,0.0,179.46195718591864,0.19022219973286097,0.19022219973286097,nan,nan,nan,nan,0.001,143.61895952001214,7468.932602846762,16904.01611328125,0,32,19,
52,11660,0.823333,1.0,0.9999201104044915,0.175619398328391,0.8398523762822151,0.5473488970236344,0.007989477607506243,0.007012128807731312,0.0020758421217826916,0.003762447453813035,0.0052530693107242276,0.009585290174634957,0.012985641301863573,0.02045026286928491,0.001809596503748749,0.021967625399966807,0.004416583137935959,0.0,0.0,179.83426383625377,0.1760322009431483,0.1760322009431483,nan,nan,nan,nan,0.001,143.78111211396754,7612.71371496073,16904.01611328125,1,52,0,best
53,11880,0.82,1.0,0.9999204899777066,0.1743911755017259,0.8395737607370723,0.5384503071958369,0.007951457187829709,0.006978573109319603,0.001998775148372674,0.0037383491221011024,0.00524564367740161,0.009615546530535953,0.012846448566679927,0.02017578501889313,0.0017335910517596693,0.021737183539450845,0.0043679261056240645,0.0,7.102272727272727e-05,178.57656390450217,0.1856722609295611,0.1856722609295611,nan,nan,nan,nan,0.001,143.61689137900248,7756.330606339732,16904.01611328125,0,52,1,
54,12100,0.816667,1.0,0.9999202934178439,0.1732638962736184,0.8400334947488525,0.5488350709730928,0.007971332992681048,0.0070045555825345215,0.002052063539568652,0.0038077000266639517,0.005286565211347558,0.009569737715223296,0.012840163081207058,0.020281563060019502,0.001780846450591608,0.021877476687289097,0.004370225258489055,0.0,0.0,177.42222999225964,0.18459971142054976,0.18459971142054976,13.319406078260894,0.5619029461487629,0.8003093004226685,0.9776286353467561,0.001,143.88705367199145,7900.217660011724,16904.01611328125,0,52,2,
55,12320,0.813333,1.0,0.9999195961789651,0.17234477307647467,0.8398109931837429,0.5511521667919376,0.008040814237161116,0.007040418218821287,0.0020701079345599284,0.003780734476591037,0.005301705742551183,0.009614242461975665,0.013043784428472547,0.020568152203817257,0.0017800315734678984,0.022193472586910835,0.004444608820962127,0.0,0.0,176.48104874004017,0.1897631782254453,0.1897631782254453,nan,nan,nan,nan,0.001,143.8494809200056,8044.067140931729,16904.01611328125,0,52,3,
