round,global_step,s,bin,n,h_mean,beta_mean,w_mean,effective_w_mean,delta2_mean,u_norm_mean,dudt_norm_mean,hdudt_norm_mean
37,8140,0.876667,boundary(r=t),7012,0.0,1.0,0.00865265,0.00865265,139.995,0.0,0.0,0.0
38,8360,0.873333,"[0.0,0.1)",1812,0.049284,1.0,0.00845018,0.00845018,150.4954,33.1835,33.3551,1.6291
38,8360,0.873333,"[0.1,0.3)",2882,0.192335,1.0,0.0068056,0.0068056,204.3235,33.3611,32.228,6.2241
38,8360,0.873333,"[0.3,0.5)",1714,0.384449,1.0,0.0053022,0.0053022,313.2556,33.2157,27.747,10.4703
38,8360,0.873333,"[0.5,0.7)",554,0.578269,1.0,0.00598151,0.00598151,219.5571,33.1106,17.6854,10.1205
38,8360,0.873333,"[0.7,1.0)",51,0.748928,1.0,0.00520413,0.00520413,365.4117,32.8637,19.0369,14.2182
38,8360,0.873333,boundary(r=t),7012,0.0,1.0,0.00859137,0.00859137,140.7732,0.0,0.0,0.0
39,8580,0.87,"[0.0,0.1)",1918,0.049018,1.0,0.00870268,0.00870268,147.7808,33.2541,32.5239,1.5773
39,8580,0.87,"[0.1,0.3)",2878,0.192119,1.0,0.00660268,0.00660268,217.3288,33.4409,33.1526,6.4647
39,8580,0.87,"[0.3,0.5)",1639,0.385395,1.0,0.00535749,0.00535749,312.5306,33.3046,27.7847,10.5187
39,8580,0.87,"[0.5,0.7)",512,0.572661,1.0,0.00596268,0.00596268,214.3478,33.1533,17.6591,10.0576
39,8580,0.87,"[0.7,1.0)",66,0.743014,1.0,0.00554431,0.00554431,216.2596,33.2026,15.8109,11.7636
39,8580,0.87,boundary(r=t),7012,0.0,1.0,0.00874243,0.00874243,138.4482,0.0,0.0,0.0
40,8800,0.866667,"[0.0,0.1)",1802,0.050159,1.0,0.00865039,0.00865039,147.1709,33.262,33.6113,1.6532
40,8800,0.866667,"[0.1,0.3)",2995,0.193641,1.0,0.00660573,0.00660573,212.8516,33.4032,32.5517,6.3449
40,8800,0.866667,"[0.3,0.5)",1599,0.385322,1.0,0.0053426,0.0053426,316.7033,33.4428,27.881,10.5718
40,8800,0.866667,"[0.5,0.7)",552,0.576409,1.0,0.00608556,0.00608556,210.6518,33.0829,17.2524,9.8929
40,8800,0.866667,"[0.7,1.0)",65,0.749441,1.0,0.00589021,0.00589021,197.5749,32.364,15.1938,11.3974
40,8800,0.866667,boundary(r=t),7012,0.0,1.0,0.00868063,0.00868063,138.8465,0.0,0.0,0.0
41,9020,0.863333,"[0.0,0.1)",1853,0.048821,1.0,0.00865709,0.00865709,148.286,33.1865,32.8268,1.5785
41,9020,0.863333,"[0.1,0.3)",2989,0.193495,1.0,0.00664254,0.00664254,206.8819,33.5023,32.2063,6.296
41,9020,0.863333,"[0.3,0.5)",1600,0.387464,1.0,0.00531066,0.00531066,320.5989,33.3148,28.2762,10.7349
41,9020,0.863333,"[0.5,0.7)",514,0.575524,1.0,0.00613234,0.00613234,220.3282,33.106,17.8433,10.2023
41,9020,0.863333,"[0.7,1.0)",57,0.741652,1.0,0.0064311,0.0064311,185.749,32.8785,14.502,10.7581
41,9020,0.863333,boundary(r=t),7012,0.0,1.0,0.00881588,0.00881588,138.2728,0.0,0.0,0.0
42,9240,0.86,"[0.0,0.1)",1802,0.050722,1.0,0.00874227,0.00874227,144.8677,33.3254,32.3553,1.6057
42,9240,0.86,"[0.1,0.3)",2993,0.192332,1.0,0.00656244,0.00656244,210.6897,33.4429,32.5938,6.3517
42,9240,0.86,"[0.3,0.5)",1624,0.38453,1.0,0.00534627,0.00534627,306.9523,33.2476,27.7496,10.4694
42,9240,0.86,"[0.5,0.7)",535,0.572467,1.0,0.00626075,0.00626075,215.7224,33.093,17.2848,9.8119
42,9240,0.86,"[0.7,1.0)",59,0.746736,1.0,0.00552136,0.00552136,264.6825,32.8034,16.251,12.185
42,9240,0.86,boundary(r=t),7012,0.0,1.0,0.00871686,0.00871686,137.8558,0.0,0.0,0.0
43,9460,0.856667,"[0.0,0.1)",1886,0.048748,1.0,0.00879564,0.00879564,145.9948,33.2751,33.2181,1.5745
43,9460,0.856667,"[0.1,0.3)",2927,0.193381,1.0,0.00670721,0.00670721,207.6753,33.3977,32.2816,6.2797
43,9460,0.856667,"[0.3,0.5)",1612,0.38564,1.0,0.00525808,0.00525808,323.9376,33.389,29.148,11.0149
43,9460,0.856667,"[0.5,0.7)",545,0.575637,1.0,0.00604845,0.00604845,219.8912,33.1411,17.3846,9.933
43,9460,0.856667,"[0.7,1.0)",43,0.746587,1.0,0.00541044,0.00541044,273.1031,32.6267,17.6044,13.3209
43,9460,0.856667,boundary(r=t),7012,0.0,1.0,0.00873604,0.00873604,138.5104,0.0,0.0,0.0
44,9680,0.853333,"[0.0,0.1)",1805,0.049455,1.0,0.00901362,0.00901362,143.667,33.3702,32.8633,1.5985
44,9680,0.853333,"[0.1,0.3)",2968,0.193084,1.0,0.00664744,0.00664744,210.6588,33.3478,32.6348,6.3677
44,9680,0.853333,"[0.3,0.5)",1621,0.388204,1.0,0.0050384,0.0050384,361.0167,33.3434,30.1912,11.4705
44,9680,0.853333,"[0.5,0.7)",554,0.573875,1.0,0.00585329,0.00585329,239.6898,32.9511,18.2756,10.3908
44,9680,0.853333,"[0.7,1.0)",65,0.746419,1.0,0.00548623,0.00548623,283.9202,33.0511,17.1485,12.8334
44,9680,0.853333,boundary(r=t),7012,0.0,1.0,0.0087299,0.0087299,138.1917,0.0,0.0,0.0
45,9900,0.85,"[0.0,0.1)",1851,0.049987,1.0,0.0087608,0.0087608,146.5211,33.2679,33.4799,1.6152
45,9900,0.85,"[0.1,0.3)",3020,0.19214,1.0,0.00670355,0.00670355,207.6771,33.359,32.6988,6.3254
45,9900,0.85,"[0.3,0.5)",1547,0.38841,1.0,0.00534863,0.00534863,324.2915,33.3668,28.2644,10.7594
45,9900,0.85,"[0.5,0.7)",525,0.573688,1.0,0.00598367,0.00598367,217.5504,32.9915,17.6212,10.0283
45,9900,0.85,"[0.7,1.0)",70,0.74589,1.0,0.00580431,0.00580431,225.1028,32.8777,15.7782,11.7952
45,9900,0.85,boundary(r=t),7012,0.0,1.0,0.00881744,0.00881744,137.523,0.0,0.0,0.0
46,10120,0.846667,"[0.0,0.1)",1831,0.049063,1.0,0.00898589,0.00898589,144.7833,33.2287,32.8009,1.5629
46,10120,0.846667,"[0.1,0.3)",2957,0.193466,1.0,0.00666737,0.00666737,208.2309,33.3313,32.6301,6.3619
46,10120,0.846667,"[0.3,0.5)",1644,0.386217,1.0,0.0052838,0.0052838,327.173,33.4223,28.9167,10.9766
46,10120,0.846667,"[0.5,0.7)",535,0.574759,1.0,0.00595613,0.00595613,240.0135,33.2691,18.5241,10.5489
46,10120,0.846667,"[0.7,1.0)",46,0.742486,1.0,0.00581459,0.00581459,214.9772,32.43,15.4871,11.5544
46,10120,0.846667,boundary(r=t),7012,0.0,1.0,0.00881747,0.00881747,137.7025,0.0,0.0,0.0
47,10340,0.843333,"[0.0,0.1)",1879,0.049156,1.0,0.00886829,0.00886829,144.1054,33.3256,32.3797,1.5393
47,10340,0.843333,"[0.1,0.3)",2911,0.192256,1.0,0.00659904,0.00659904,206.4565,33.4477,32.5369,6.2698
47,10340,0.843333,"[0.3,0.5)",1631,0.386125,1.0,0.00530753,0.00530753,334.2195,33.3551,28.4239,10.8279
47,10340,0.843333,"[0.5,0.7)",542,0.574716,1.0,0.00584234,0.00584234,241.4836,33.2872,18.9376,10.7956
47,10340,0.843333,"[0.7,1.0)",50,0.75574,1.0,0.00516042,0.00516042,301.3113,32.8908,18.6853,14.1662
47,10340,0.843333,boundary(r=t),7012,0.0,1.0,0.00883093,0.00883093,137.1584,0.0,0.0,0.0
48,10560,0.84,"[0.0,0.1)",1855,0.049455,1.0,0.00897433,0.00897433,145.275,33.3932,33.183,1.5816
48,10560,0.84,"[0.1,0.3)",2897,0.194034,1.0,0.00669788,0.00669788,212.743,33.4872,32.7945,6.4546
48,10560,0.84,"[0.3,0.5)",1669,0.385929,1.0,0.00512461,0.00512461,327.0256,33.2728,29.1123,11.0332
48,10560,0.84,"[0.5,0.7)",529,0.57562,1.0,0.00620392,0.00620392,203.5317,33.0335,17.0595,9.7723
48,10560,0.84,"[0.7,1.0)",63,0.752104,1.0,0.00575288,0.00575288,265.4827,33.1833,16.9461,12.7642
48,10560,0.84,boundary(r=t),7012,0.0,1.0,0.00899973,0.00899973,135.2003,0.0,0.0,0.0
49,10780,0.836667,"[0.0,0.1)",1822,0.049229,1.0,0.00877956,0.00877956,145.3277,33.3536,33.7004,1.6167
49,10780,0.836667,"[0.1,0.3)",3023,0.192321,1.0,0.006809,0.006809,210.8222,33.5991,32.9993,6.4334
49,10780,0.836667,"[0.3,0.5)",1596,0.387066,1.0,0.00524638,0.00524638,341.4106,33.3949,29.4924,11.2245
49,10780,0.836667,"[0.5,0.7)",517,0.572849,1.0,0.00602537,0.00602537,214.5749,33.2862,18.018,10.2453
49,10780,0.836667,"[0.7,1.0)",55,0.752554,1.0,0.00503054,0.00503054,281.6778,32.7111,16.9971,12.7927
49,10780,0.836667,boundary(r=t),7012,0.0,1.0,0.00891327,0.00891327,136.762,0.0,0.0,0.0
50,11000,0.833333,"[0.0,0.1)",1829,0.050406,1.0,0.00911299,0.00911299,143.0211,33.2362,32.4515,1.5927
50,11000,0.833333,"[0.1,0.3)",2960,0.192553,1.0,0.00673249,0.00673249,215.4152,33.5414,33.2616,6.4903
50,11000,0.833333,"[0.3,0.5)",1643,0.384367,1.0,0.00519931,0.00519931,331.962,33.3847,29.6136,11.1222
50,11000,0.833333,"[0.5,0.7)",537,0.573225,1.0,0.00581873,0.00581873,222.4094,33.0036,18.2576,10.3943
50,11000,0.833333,"[0.7,1.0)",44,0.751004,1.0,0.00526871,0.00526871,254.8958,32.9161,15.6158,11.7563
50,11000,0.833333,boundary(r=t),7012,0.0,1.0,0.0089733,0.0089733,135.653,0.0,0.0,0.0
51,11220,0.83,"[0.0,0.1)",1889,0.048526,1.0,0.00900032,0.00900032,141.6461,33.39,32.8929,1.5626
51,11220,0.83,"[0.1,0.3)",2918,0.193496,1.0,0.00678614,0.00678614,212.674,33.4812,32.8437,6.4559
51,11220,0.83,"[0.3,0.5)",1621,0.38706,1.0,0.00515703,0.00515703,342.4596,33.4341,29.7819,11.2656
51,11220,0.83,"[0.5,0.7)",521,0.574231,1.0,0.00590378,0.00590378,230.8856,33.1943,18.4925,10.5269
51,11220,0.83,"[0.7,1.0)",64,0.744363,1.0,0.00539278,0.00539278,305.5565,32.099,17.3993,13.0233
51,11220,0.83,boundary(r=t),7012,0.0,1.0,0.00887341,0.00887341,136.3388,0.0,0.0,0.0
52,11440,0.826667,"[0.0,0.1)",1833,0.05051,1.0,0.00904047,0.00904047,142.4674,33.3122,32.3782,1.5985
52,11440,0.826667,"[0.1,0.3)",2963,0.193426,1.0,0.00667064,0.00667064,216.3347,33.4256,33.3783,6.5271
52,11440,0.826667,"[0.3,0.5)",1599,0.386536,1.0,0.00522062,0.00522062,321.5723,33.2916,28.8265,10.9496
52,11440,0.826667,"[0.5,0.7)",546,0.576499,1.0,0.00590902,0.00590902,234.602,33.1803,18.7335,10.7387
52,11440,0.826667,"[0.7,1.0)",72,0.743564,1.0,0.00560713,0.00560713,220.5691,32.7136,15.8796,11.811
52,11440,0.826667,boundary(r=t),7012,0.0,1.0,0.00889406,0.00889406,136.3693,0.0,0.0,0.0
53,11660,0.823333,"[0.0,0.1)",1910,0.049877,1.0,0.00899761,0.00899761,143.8054,33.3536,33.464,1.6156
53,11660,0.823333,"[0.1,0.3)",2878,0.19188,1.0,0.00682941,0.00682941,208.1875,33.5233,32.6352,6.3467
53,11660,0.823333,"[0.3,0.5)",1603,0.385356,1.0,0.00520694,0.00520694,336.3772,33.4643,29.4053,11.1442
53,11660,0.823333,"[0.5,0.7)",561,0.569952,1.0,0.00587626,0.00587626,232.5665,33.1393,18.5759,10.5099
53,11660,0.823333,"[0.7,1.0)",61,0.754699,1.0,0.00546066,0.00546066,285.7703,33.2358,16.9735,12.8159
53,11660,0.823333,boundary(r=t),7012,0.0,1.0,0.00902566,0.00902566,135.6271,0.0,0.0,0.0
54,11880,0.82,"[0.0,0.1)",1874,0.049704,1.0,0.00917267,0.00917267,141.5176,33.3912,33.21,1.5967
54,11880,0.82,"[0.1,0.3)",2878,0.192696,1.0,0.00689124,0.00689124,200.7005,33.4936,31.5652,6.154
54,11880,0.82,"[0.3,0.5)",1684,0.384838,1.0,0.00509192,0.00509192,335.371,33.4238,30.0533,11.4164
54,11880,0.82,"[0.5,0.7)",526,0.574876,1.0,0.0058826,0.0058826,240.5717,33.2323,18.8337,10.7701
54,11880,0.82,"[0.7,1.0)",51,0.742507,1.0,0.00545798,0.00545798,262.9078,32.8246,16.2972,12.0592
54,11880,0.82,boundary(r=t),7012,0.0,1.0,0.00892952,0.00892952,136.2166,0.0,0.0,0.0
55,12100,0.816667,"[0.0,0.1)",1873,0.051077,1.0,0.00917188,0.00917188,140.468,33.4666,33.2495,1.6205
55,12100,0.816667,"[0.1,0.3)",2992,0.191594,1.0,0.00683679,0.00683679,203.1957,33.4845,32.0677,6.2242
55,12100,0.816667,"[0.3,0.5)",1587,0.386685,1.0,0.0052048,0.0052048,340.3664,33.4761,30.32,11.4776
55,12100,0.816667,"[0.5,0.7)",517,0.57762,1.0,0.0059944,0.0059944,216.7858,33.1383,17.6324,10.1621
55,12100,0.816667,"[0.7,1.0)",44,0.754966,1.0,0.00546498,0.00546498,233.1678,32.9153,15.9099,12.0505
55,12100,0.816667,boundary(r=t),7012,0.0,1.0,0.00893144,0.00893144,135.9017,0.0,0.0,0.0
56,12320,0.813333,"[0.0,0.1)",1831,0.049856,1.0,0.00918407,0.00918407,141.9436,33.2942,33.0315,1.5959
56,12320,0.813333,"[0.1,0.3)",2999,0.192452,1.0,0.00686969,0.00686969,201.595,33.5241,32.3673,6.2593
56,12320,0.813333,"[0.3,0.5)",1626,0.385797,1.0,0.00530046,0.00530046,328.6719,33.2195,29.3775,11.1273
56,12320,0.813333,"[0.5,0.7)",498,0.570389,1.0,0.00581162,0.00581162,240.403,33.0489,18.7248,10.595
56,12320,0.813333,"[0.7,1.0)",59,0.746697,1.0,0.00571997,0.00571997,237.7526,32.6161,16.1947,12.0962
56,12320,0.813333,boundary(r=t),7012,0.0,1.0,0.00905886,0.00905886,134.6018,0.0,0.0,0.0
57,12540,0.81,"[0.0,0.1)",1841,0.049685,1.0,0.00929811,0.00929811,139.8859,33.4296,32.6918,1.5681
57,12540,0.81,"[0.1,0.3)",2972,0.191732,1.0,0.0070239,0.0070239,200.3269,33.6138,31.8776,6.1895
57,12540,0.81,"[0.3,0.5)",1613,0.387179,1.0,0.00516171,0.00516171,332.1005,33.4255,29.4056,11.1568
57,12540,0.81,"[0.5,0.7)",538,0.578393,1.0,0.00619651,0.00619651,211.8095,33.1424,17.3896,9.9819
57,12540,0.81,"[0.7,1.0)",49,0.75114,1.0,0.00545784,0.00545784,310.5747,32.1923,17.4074,13.1091
57,12540,0.81,boundary(r=t),7012,0.0,1.0,0.00905372,0.00905372,134.2115,0.0,0.0,0.0
58,12760,0.806667,"[0.0,0.1)",1859,0.047999,1.0,0.00939126,0.00939126,140.6895,33.5072,33.0486,1.5236
58,12760,0.806667,"[0.1,0.3)",2927,0.193276,1.0,0.00689968,0.00689968,206.705,33.6478,32.9912,6.4606
58,12760,0.806667,"[0.3,0.5)",1620,0.385442,1.0,0.00520308,0.00520308,334.2835,33.4696,29.7281,11.2876
58,12760,0.806667,"[0.5,0.7)",552,0.572961,1.0,0.00602886,0.00602886,215.659,33.1144,17.8557,10.1498
58,12760,0.806667,"[0.7,1.0)",55,0.761791,1.0,0.00536214,0.00536214,302.9959,33.3535,16.7897,12.8029
58,12760,0.806667,boundary(r=t),7012,0.0,1.0,0.00908332,0.00908332,134.2735,0.0,0.0,0.0
59,12980,0.803333,"[0.0,0.1)",1840,0.048493,1.0,0.00919197,0.00919197,140.7219,33.3966,33.6187,1.5862
59,12980,0.803333,"[0.1,0.3)",2988,0.192252,1.0,0.00692682,0.00692682,203.0565,33.5236,32.0975,6.2437
59,12980,0.803333,"[0.3,0.5)",1558,0.38549,1.0,0.00523328,0.00523328,332.9435,33.4121,29.465,11.1744
59,12980,0.803333,"[0.5,0.7)",560,0.571253,1.0,0.00566223,0.00566223,248.239,33.2251,19.1544,10.8775
59,12980,0.803333,"[0.7,1.0)",67,0.749518,1.0,0.00477148,0.00477148,308.4931,32.9925,17.3148,13.0269
59,12980,0.803333,boundary(r=t),7012,0.0,1.0,0.00914845,0.00914845,133.6622,0.0,0.0,0.0
60,13200,0.8,"[0.0,0.1)",1807,0.049294,1.0,0.00931255,0.00931255,138.4516,33.3824,32.5031,1.5362
60,13200,0.8,"[0.1,0.3)",3021,0.193002,1.0,0.00699844,0.00699844,201.6604,33.5138,31.9686,6.2254
60,13200,0.8,"[0.3,0.5)",1596,0.387407,1.0,0.00522628,0.00522628,335.1147,33.478,29.0411,11.0808
60,13200,0.8,"[0.5,0.7)",537,0.577166,1.0,0.00596521,0.00596521,222.9127,33.0371,17.9988,10.3276
60,13200,0.8,"[0.7,1.0)",52,0.740878,1.0,0.00529748,0.00529748,287.2,33.9394,17.682,13.1565
60,13200,0.8,boundary(r=t),7012,0.0,1.0,0.00920535,0.00920535,133.4476,0.0,0.0,0.0
61,13420,0.796667,"[0.0,0.1)",1840,0.04915,1.0,0.00910498,0.00910498,140.2278,33.4056,32.9621,1.5544
61,13420,0.796667,"[0.1,0.3)",3024,0.193944,1.0,0.00676148,0.00676148,212.3767,33.4797,32.8939,6.4776
61,13420,0.796667,"[0.3,0.5)",1557,0.387012,1.0,0.00527988,0.00527988,310.6296,33.4285,28.5344,10.8326
61,13420,0.796667,"[0.5,0.7)",532,0.572632,1.0,0.00594196,0.00594196,224.6098,33.1105,18.1535,10.3246
61,13420,0.796667,"[0.7,1.0)",60,0.751025,1.0,0.00600861,0.00600861,202.9856,33.1789,14.7287,11.0744
61,13420,0.796667,boundary(r=t),7012,0.0,1.0,0.0091835,0.0091835,133.1985,0.0,0.0,0.0
62,13640,0.793333,"[0.0,0.1)",1824,0.049978,1.0,0.00924461,0.00924461,139.5605,33.4113,32.5339,1.5782
62,13640,0.793333,"[0.1,0.3)",2964,0.191469,1.0,0.00699434,0.00699434,202.8241,33.5434,32.6164,6.3353
62,13640,0.793333,"[0.3,0.5)",1590,0.386864,1.0,0.00526196,0.00526196,333.4006,33.4895,29.2244,11.1038
62,13640,0.793333,"[0.5,0.7)",582,0.577532,1.0,0.00576673,0.00576673,226.9782,33.2468,18.3078,10.4782
62,13640,0.793333,"[0.7,1.0)",53,0.753028,1.0,0.00565562,0.00565562,428.44,33.3164,18.4725,13.9331
62,13640,0.793333,boundary(r=t),7012,0.0,1.0,0.00913997,0.00913997,133.5165,0.0,0.0,0.0
63,13860,0.79,"[0.0,0.1)",1870,0.049133,1.0,0.00908479,0.00908479,140.858,33.3519,33.7333,1.5732
63,13860,0.79,"[0.1,0.3)",2933,0.193633,1.0,0.00687557,0.00687557,204.3379,33.4856,31.8223,6.2619
63,13860,0.79,"[0.3,0.5)",1618,0.386177,1.0,0.00524237,0.00524237,331.2707,33.4142,29.6947,11.3061
63,13860,0.79,"[0.5,0.7)",528,0.574943,1.0,0.00578702,0.00578702,230.3846,33.3062,18.5791,10.6068
63,13860,0.79,"[0.7,1.0)",64,0.754098,1.0,0.00492676,0.00492676,301.9076,33.4096,18.15,13.7106
63,13860,0.79,boundary(r=t),7012,0.0,1.0,0.00922733,0.00922733,132.7502,0.0,0.0,0.0
64,14080,0.786667,"[0.0,0.1)",1805,0.048543,1.0,0.00948373,0.00948373,137.3279,33.4854,33.1707,1.5431
64,14080,0.786667,"[0.1,0.3)",2949,0.194067,1.0,0.00689631,0.00689631,208.0683,33.6159,33.1789,6.55
64,14080,0.786667,"[0.3,0.5)",1679,0.388329,1.0,0.0053795,0.0053795,334.8061,33.249,29.646,11.3041
64,14080,0.786667,"[0.5,0.7)",530,0.574743,1.0,0.0058815,0.0058815,226.7674,33.0804,18.5126,10.5736
64,14080,0.786667,"[0.7,1.0)",50,0.745855,1.0,0.00624909,0.00624909,250.5005,32.813,15.8263,11.8637
64,14080,0.786667,boundary(r=t),7012,0.0,1.0,0.00924605,0.00924605,132.274,0.0,0.0,0.0
65,14300,0.783333,"[0.0,0.1)",1806,0.049802,1.0,0.00913351,0.00913351,141.6213,33.3878,32.3857,1.5658
65,14300,0.783333,"[0.1,0.3)",2971,0.194081,1.0,0.0070604,0.0070604,205.1914,33.6038,32.255,6.3794
65,14300,0.783333,"[0.3,0.5)",1650,0.38658,1.0,0.00518021,0.00518021,344.7297,33.4378,29.9107,11.3921
65,14300,0.783333,"[0.5,0.7)",532,0.57269,1.0,0.00574147,0.00574147,244.9177,33.444,19.6068,11.1304
65,14300,0.783333,"[0.7,1.0)",54,0.744442,1.0,0.00537389,0.00537389,279.7458,33.0494,18.0577,13.4283
65,14300,0.783333,boundary(r=t),7012,0.0,1.0,0.00914093,0.00914093,133.9166,0.0,0.0,0.0
66,14520,0.78,"[0.0,0.1)",1890,0.049373,1.0,0.00934084,0.00934084,138.6738,33.4463,33.3779,1.5814
66,14520,0.78,"[0.1,0.3)",2910,0.192003,1.0,0.00689836,0.00689836,206.7039,33.6242,32.5972,6.4016
66,14520,0.78,"[0.3,0.5)",1633,0.387305,1.0,0.00501456,0.00501456,346.337,33.4298,30.439,11.5623
66,14520,0.78,"[0.5,0.7)",521,0.575922,1.0,0.00562073,0.00562073,264.6208,33.1993,19.5527,11.134
66,14520,0.78,"[0.7,1.0)",59,0.75078,1.0,0.00541904,0.00541904,274.3457,33.0363,16.9577,12.7469
66,14520,0.78,boundary(r=t),7012,0.0,1.0,0.00930698,0.00930698,132.0585,0.0,0.0,0.0
67,14740,0.776667,"[0.0,0.1)",1828,0.049324,1.0,0.0095287,0.0095287,137.109,33.3419,33.1252,1.5493
67,14740,0.776667,"[0.1,0.3)",2987,0.195046,1.0,0.00688841,0.00688841,209.9941,33.5629,32.5959,6.47
67,14740,0.776667,"[0.3,0.5)",1614,0.386973,1.0,0.00509321,0.00509321,346.5791,33.5107,30.2315,11.5304
67,14740,0.776667,"[0.5,0.7)",536,0.575769,1.0,0.00605398,0.00605398,219.2116,33.2179,18.1964,10.3885
67,14740,0.776667,"[0.7,1.0)",48,0.736932,1.0,0.00595598,0.00595598,223.4554,33.1862,15.9918,11.7841
67,14740,0.776667,boundary(r=t),7012,0.0,1.0,0.00919344,0.00919344,132.477,0.0,0.0,0.0
68,14960,0.773333,"[0.0,0.1)",1756,0.048462,1.0,0.00948476,0.00948476,136.6224,33.5509,32.5788,1.5359
68,14960,0.773333,"[0.1,0.3)",3014,0.193052,1.0,0.00695514,0.00695514,206.2732,33.5712,32.8858,6.4419
68,14960,0.773333,"[0.3,0.5)",1665,0.38593,1.0,0.00515997,0.00515997,341.66,33.457,29.947,11.4124
68,14960,0.773333,"[0.5,0.7)",526,0.575003,1.0,0.00564351,0.00564351,250.3477,33.1507,19.3209,10.9764
68,14960,0.773333,"[0.7,1.0)",52,0.750228,1.0,0.00560824,0.00560824,215.9276,32.3278,15.982,11.9666
68,14960,0.773333,boundary(r=t),7012,0.0,1.0,0.00929507,0.00929507,131.9673,0.0,0.0,0.0
69,15180,0.77,"[0.0,0.1)",1881,0.048339,1.0,0.00937117,0.00937117,138.6665,33.4141,33.1984,1.5328
69,15180,0.77,"[0.1,0.3)",2894,0.191086,1.0,0.00708463,0.00708463,199.9099,33.5015,31.7176,6.125
69,15180,0.77,"[0.3,0.5)",1639,0.388468,1.0,0.00524037,0.00524037,322.3302,33.5651,28.8913,11.0716
69,15180,0.77,"[0.5,0.7)",549,0.575425,1.0,0.00564071,0.00564071,247.6409,33.3582,19.1507,10.9265
69,15180,0.77,"[0.7,1.0)",50,0.742913,1.0,0.00563935,0.00563935,208.8437,33.0638,15.1834,11.27
69,15180,0.77,boundary(r=t),7012,0.0,1.0,0.00930189,0.00930189,131.7342,0.0,0.0,0.0
70,15400,0.766667,"[0.0,0.1)",1895,0.049265,1.0,0.00917182,0.00917182,139.2533,33.467,34.0445,1.6088
70,15400,0.766667,"[0.1,0.3)",2896,0.193533,1.0,0.00710281,0.00710281,207.5796,33.6443,32.4833,6.4396
70,15400,0.766667,"[0.3,0.5)",1627,0.386615,1.0,0.00512801,0.00512801,336.2709,33.5047,29.9431,11.3631
70,15400,0.766667,"[0.5,0.7)",530,0.573985,1.0,0.00594103,0.00594103,237.9699,33.2754,18.6158,10.5857
70,15400,0.766667,"[0.7,1.0)",65,0.748845,1.0,0.00562579,0.00562579,226.1088,32.4439,15.7532,11.7965
70,15400,0.766667,boundary(r=t),7012,0.0,1.0,0.00929524,0.00929524,131.3857,0.0,0.0,0.0
71,15620,0.763333,"[0.0,0.1)",1868,0.050411,1.0,0.0094826,0.0094826,136.208,33.389,33.3043,1.6278
71,15620,0.763333,"[0.1,0.3)",2901,0.19402,1.0,0.00692214,0.00692214,203.7543,33.5298,32.524,6.3848
71,15620,0.763333,"[0.3,0.5)",1666,0.385467,1.0,0.00516859,0.00516859,337.9376,33.4698,30.2169,11.4523
71,15620,0.763333,"[0.5,0.7)",534,0.574099,1.0,0.00586516,0.00586516,232.9019,33.2123,18.2224,10.43
71,15620,0.763333,"[0.7,1.0)",44,0.746,1.0,0.00531458,0.00531458,230.5463,32.8599,14.8886,11.1285
71,15620,0.763333,boundary(r=t),7012,0.0,1.0,0.009393,0.009393,131.8614,0.0,0.0,0.0
72,15840,0.76,"[0.0,0.1)",1848,0.048826,1.0,0.00953337,0.00953337,135.8751,33.4112,32.3435,1.5143
72,15840,0.76,"[0.1,0.3)",2906,0.192898,1.0,0.00698446,0.00698446,203.6837,33.6091,32.2352,6.3094
72,15840,0.76,"[0.3,0.5)",1648,0.383823,1.0,0.00510234,0.00510234,340.4918,33.4985,30.7368,11.5683
72,15840,0.76,"[0.5,0.7)",550,0.576457,1.0,0.00565717,0.00565717,264.1552,33.3257,19.4308,11.0848
72,15840,0.76,"[0.7,1.0)",61,0.745148,1.0,0.0054882,0.0054882,316.5062,32.5234,16.4985,12.4115
72,15840,0.76,boundary(r=t),7012,0.0,1.0,0.00931667,0.00931667,131.7124,0.0,0.0,0.0
73,16060,0.756667,"[0.0,0.1)",1826,0.049403,1.0,0.00950557,0.00950557,137.245,33.3712,33.8223,1.6179
73,16060,0.756667,"[0.1,0.3)",3004,0.192208,1.0,0.00710126,0.00710126,200.9226,33.5199,32.0715,6.2656
73,16060,0.756667,"[0.3,0.5)",1577,0.385605,1.0,0.00517004,0.00517004,338.7171,33.547,29.8174,11.2823
73,16060,0.756667,"[0.5,0.7)",555,0.575363,1.0,0.00604954,0.00604954,240.8501,33.0589,18.1751,10.3466
73,16060,0.756667,"[0.7,1.0)",51,0.756125,1.0,0.00588419,0.00588419,229.7474,32.9424,15.4376,11.6564
73,16060,0.756667,boundary(r=t),7012,0.0,1.0,0.00929353,0.00929353,131.6401,0.0,0.0,0.0
74,16280,0.753333,"[0.0,0.1)",1860,0.049017,1.0,0.00975774,0.00975774,136.4039,33.4356,34.1429,1.6211
74,16280,0.753333,"[0.1,0.3)",2976,0.194069,1.0,0.00706042,0.00706042,209.1759,33.6378,33.2761,6.5347
74,16280,0.753333,"[0.3,0.5)",1588,0.388039,1.0,0.0052336,0.0052336,332.0311,33.4861,30.239,11.4822
74,16280,0.753333,"[0.5,0.7)",533,0.575599,1.0,0.00565875,0.00565875,258.9503,33.15,19.5153,11.1203
