corpus,metric,k,orient,armC_nfe50,armI_nfek,diff_positive_means_I_better,ci_lo,ci_hi,within_subject_ci_lo,within_subject_ci_hi,armC_span_nfe1_to_50,n_subjects
u2_ucibp,DBP,1,lower_better,9.593212790807089,32.880780534505845,-23.287567743698755,-23.287567743698755,-23.287567743698755,-23.42406763902505,-23.14527894427975,0.6811519290606185,1
u2_ucibp,DBP,2,lower_better,9.593212790807089,20.672768917878468,-11.079556127071381,-11.079556127071381,-11.079556127071381,-11.216085914182663,-10.938440607635181,0.6811519290606185,1
u2_ucibp,DBP,4,lower_better,9.593212790807089,15.990105074246724,-6.3968922834396365,-6.3968922834396365,-6.3968922834396365,-6.5330270209948225,-6.255313803033034,0.6811519290606185,1
u2_ucibp,MAE,1,lower_better,15.549205499381758,33.997060744131375,-18.447855244749615,-18.447855244749615,-18.447855244749615,-18.584066888249275,-18.31022830777057,1.68053994832343,1
u2_ucibp,MAE,2,lower_better,15.549205499381758,30.641536503551837,-15.09233100417008,-15.09233100417008,-15.09233100417008,-15.209695054660202,-14.977283131128736,1.68053994832343,1
u2_ucibp,MAE,4,lower_better,15.549205499381758,29.575797510077244,-14.026592010695488,-14.026592010695488,-14.026592010695488,-14.131267755910173,-13.922949096595369,1.68053994832343,1
u2_ucibp,RMSE,1,lower_better,19.24329155290095,41.559240649400806,-22.315949096499853,-22.315949096499853,-22.315949096499853,-22.460031850332136,-22.17107681942029,2.5097351465722753,1
u2_ucibp,RMSE,2,lower_better,19.24329155290095,38.71660547716356,-19.473313924262616,-19.473313924262616,-19.473313924262616,-19.592159073887096,-19.35646177990227,2.5097351465722753,1
u2_ucibp,RMSE,4,lower_better,19.24329155290095,37.884327431990016,-18.641035879089074,-18.641035879089074,-18.641035879089074,-18.74923537362611,-18.53515392338182,2.5097351465722753,1
u2_ucibp,SBP,1,lower_better,26.470126231193543,30.705884919484458,-4.235758688290914,-4.235758688290914,-4.235758688290914,-4.501410854013761,-3.9594948009649915,8.60910049279531,1
u2_ucibp,SBP,2,lower_better,26.470126231193543,33.27448850949605,-6.80436227830251,-6.80436227830251,-6.80436227830251,-7.090368007874489,-6.517789509447415,8.60910049279531,1
u2_ucibp,SBP,4,lower_better,26.470126231193543,36.86571814409892,-10.395591912905376,-10.395591912905376,-10.395591912905376,-10.705644413431486,-10.08566214855512,8.60910049279531,1
