corpus,task,arm,nfe,metric,unit,value,ci_lo,ci_hi,draw_std,n_units,n_subjects,gen_seconds
u2_wildppg,ECG,C,1,HR,per-subject-macro,23.72296661806358,18.813919201111823,28.63201403501534,0.1664062216395724,12000,2,77.2
u2_wildppg,ECG,C,1,MAE,per-subject-macro,0.28096033934508474,0.2797647916188532,0.2821558870713163,0.00019854847757536968,12000,2,77.2
u2_wildppg,ECG,C,1,MAE_HR,per-subject-macro,23.72296661806358,18.813919201111823,28.63201403501534,0.1664062216395724,12000,2,77.2
u2_wildppg,ECG,C,1,RMSE,per-subject-macro,0.3429053200777228,0.33941437674190206,0.3463962634135435,0.00016487766115409972,12000,2,77.2
u2_wildppg,ECG,C,1,RR_MAE_ms,per-subject-macro,18.502619115639035,17.676400497468297,19.328837733809774,0.2869881177614279,12000,2,77.2
u2_wildppg,ECG,C,1,Rpeak_F1,per-subject-macro,0.2887405895030895,0.25069525913900914,0.32678591986716987,0.0005381352499554048,12000,2,77.2
u2_wildppg,ECG,C,2,HR,per-subject-macro,34.3860009535532,28.58731454517018,40.18468736193622,0.17311120938355248,12000,2,148.1
u2_wildppg,ECG,C,2,MAE,per-subject-macro,0.5683038129405478,0.5659678096161381,0.5706398162649575,0.00018104253539900006,12000,2,148.1
u2_wildppg,ECG,C,2,MAE_HR,per-subject-macro,34.3860009535532,28.58731454517018,40.18468736193622,0.17311120938355248,12000,2,148.1
u2_wildppg,ECG,C,2,RMSE,per-subject-macro,0.7310309569465729,0.7306577614358583,0.7314041524572875,0.00016308316809622567,12000,2,148.1
u2_wildppg,ECG,C,2,RR_MAE_ms,per-subject-macro,30.195877893362947,25.876623037742153,34.515132748983746,2.3271045270267194,12000,2,148.1
u2_wildppg,ECG,C,2,Rpeak_F1,per-subject-macro,0.07700170015170016,0.06645507339882341,0.08754832690457691,0.0010467271076580104,12000,2,148.1
u2_wildppg,ECG,C,4,HR,per-subject-macro,22.622533207884768,16.1020349448588,29.143031470910735,0.15265552434006902,12000,2,292.0
u2_wildppg,ECG,C,4,MAE,per-subject-macro,0.4163248387429955,0.40888567548138205,0.4237640020046089,0.0002803905761614334,12000,2,292.0
u2_wildppg,ECG,C,4,MAE_HR,per-subject-macro,22.622533207884768,16.1020349448588,29.143031470910735,0.15265552434006902,12000,2,292.0
u2_wildppg,ECG,C,4,RMSE,per-subject-macro,0.534653348330724,0.5303586232001672,0.5389480734612807,0.0002674722898232732,12000,2,292.0
u2_wildppg,ECG,C,4,RR_MAE_ms,per-subject-macro,27.16651542108719,26.459117104002825,27.873913738171552,0.15020075775478367,12000,2,292.0
u2_wildppg,ECG,C,4,Rpeak_F1,per-subject-macro,0.23370408191345693,0.20808566156066158,0.2593225022662523,0.001126687808430267,12000,2,292.0
u2_wildppg,ECG,C,50,HR,per-subject-macro,16.187089495033568,10.657985675173931,21.716193314893207,0.06104275441055149,12000,2,3589.3
u2_wildppg,ECG,C,50,MAE,per-subject-macro,0.3455129808103636,0.3268842478323532,0.36414171378837396,0.0009364917454105537,12000,2,3589.3
u2_wildppg,ECG,C,50,MAE_HR,per-subject-macro,16.187089495033568,10.657985675173931,21.716193314893207,0.06104275441055149,12000,2,3589.3
u2_wildppg,ECG,C,50,RMSE,per-subject-macro,0.448663468679271,0.43509489518801825,0.46223204217052366,0.0009026362860887658,12000,2,3589.3
u2_wildppg,ECG,C,50,RR_MAE_ms,per-subject-macro,28.567379796534595,28.11033913804071,29.024420455028476,0.19170779375265448,12000,2,3589.3
u2_wildppg,ECG,C,50,Rpeak_F1,per-subject-macro,0.2652258137695638,0.24093501174751175,0.2895166157916158,0.000854973739113248,12000,2,3589.3
u2_wildppg,ECG,I,1,HR,per-subject-macro,15.452429370805,11.39320029624111,19.51165844536889,0.062518861765079,12000,2,74.3
u2_wildppg,ECG,I,1,MAE,per-subject-macro,0.3933983492755696,0.3931236375903599,0.39367306096077936,0.0008713209720011829,12000,2,74.3
u2_wildppg,ECG,I,1,MAE_HR,per-subject-macro,15.452429370805,11.39320029624111,19.51165844536889,0.062518861765079,12000,2,74.3
u2_wildppg,ECG,I,1,RMSE,per-subject-macro,0.4929912471805836,0.4909543408597743,0.49502815350139295,0.0007358715825262964,12000,2,74.3
u2_wildppg,ECG,I,1,RR_MAE_ms,per-subject-macro,29.93890081675292,29.64546490234634,30.232336731159503,0.39817126696827,12000,2,74.3
u2_wildppg,ECG,I,1,Rpeak_F1,per-subject-macro,0.2710529550820911,0.2504338657733878,0.2916720443907944,0.0006919134359439084,12000,2,74.3
u2_wildppg,ECG,I,2,HR,per-subject-macro,16.453401189048673,11.874314916510901,21.032487461586445,0.04541652703837928,12000,2,146.5
u2_wildppg,ECG,I,2,MAE,per-subject-macro,0.41365752300180997,0.4050273170274621,0.42228772897615785,0.001017730771267533,12000,2,146.5
u2_wildppg,ECG,I,2,MAE_HR,per-subject-macro,16.453401189048673,11.874314916510901,21.032487461586445,0.04541652703837928,12000,2,146.5
u2_wildppg,ECG,I,2,RMSE,per-subject-macro,0.5092154673699861,0.5000997016609088,0.5183312330790635,0.0009488835123145473,12000,2,146.5
u2_wildppg,ECG,I,2,RR_MAE_ms,per-subject-macro,29.483588346262373,28.874158109705814,30.093018582818928,0.3564467884682219,12000,2,146.5
u2_wildppg,ECG,I,2,Rpeak_F1,per-subject-macro,0.2612851902148777,0.23677857408794908,0.28579180634180634,0.0005073309742625581,12000,2,146.5
u2_wildppg,ECG,I,4,HR,per-subject-macro,17.105803825311188,11.703858926104408,22.50774872451797,0.04510030520630701,12000,2,288.6
u2_wildppg,ECG,I,4,MAE,per-subject-macro,0.4156441068016463,0.4043514989713919,0.4269367146319008,0.0009477567593206792,12000,2,288.6
u2_wildppg,ECG,I,4,MAE_HR,per-subject-macro,17.105803825311188,11.703858926104408,22.50774872451797,0.04510030520630701,12000,2,288.6
u2_wildppg,ECG,I,4,RMSE,per-subject-macro,0.5101650903795428,0.49934064445045895,0.5209895363086267,0.0009338068767816068,12000,2,288.6
u2_wildppg,ECG,I,4,RR_MAE_ms,per-subject-macro,29.309377653056124,29.204728531982163,29.414026774130086,0.43331765766947317,12000,2,288.6
u2_wildppg,ECG,I,4,Rpeak_F1,per-subject-macro,0.2610446497946498,0.23634028587153588,0.28574901371776373,0.0009175498083645996,12000,2,288.6
u2_wildppg,ECG,C,1,FD_discrete,corpus-pooled,1.184588086727405,nan,nan,0.0006426156279941315,3000,2,77.2
u2_wildppg,ECG,C,1,FD_kanflow,corpus-pooled,35.57499546862817,nan,nan,0.11834026226339234,3000,2,77.2
u2_wildppg,ECG,C,1,Macro_F1,corpus-pooled,0.2887405895030895,nan,nan,0.0005381352499554071,3000,2,77.2
u2_wildppg,ECG,C,1,Micro_F1,corpus-pooled,0.319512337408513,nan,nan,0.0003082498596933389,3000,2,77.2
u2_wildppg,ECG,C,2,FD_discrete,corpus-pooled,1.867419261110432,nan,nan,0.003474617071545151,3000,2,148.1
u2_wildppg,ECG,C,2,FD_kanflow,corpus-pooled,166.92327164241152,nan,nan,0.2629410364111806,3000,2,148.1
u2_wildppg,ECG,C,2,Macro_F1,corpus-pooled,0.07700170015170014,nan,nan,0.0010467271076580107,3000,2,148.1
u2_wildppg,ECG,C,2,Micro_F1,corpus-pooled,0.08232064870685976,nan,nan,0.0010997680430736099,3000,2,148.1
u2_wildppg,ECG,C,4,FD_discrete,corpus-pooled,0.9842469269214017,nan,nan,0.0009276709640559819,3000,2,292.0
u2_wildppg,ECG,C,4,FD_kanflow,corpus-pooled,53.21101961528352,nan,nan,0.20033524465690783,3000,2,292.0
u2_wildppg,ECG,C,4,Macro_F1,corpus-pooled,0.23370408191345693,nan,nan,0.0011266878084302643,3000,2,292.0
u2_wildppg,ECG,C,4,Micro_F1,corpus-pooled,0.23796675699881137,nan,nan,0.0012093222759225314,3000,2,292.0
u2_wildppg,ECG,C,50,FD_discrete,corpus-pooled,0.7217878833861013,nan,nan,0.003010850715346267,3000,2,3589.3
u2_wildppg,ECG,C,50,FD_kanflow,corpus-pooled,4.884204568273436,nan,nan,0.12869951950115624,3000,2,3589.3
u2_wildppg,ECG,C,50,Macro_F1,corpus-pooled,0.2652258137695638,nan,nan,0.000854973739113248,3000,2,3589.3
u2_wildppg,ECG,C,50,Micro_F1,corpus-pooled,0.26441403035783606,nan,nan,0.0008423955270831946,3000,2,3589.3
u2_wildppg,ECG,I,1,FD_discrete,corpus-pooled,0.7298303105285252,nan,nan,0.002877155908232249,3000,2,74.3
u2_wildppg,ECG,I,1,FD_kanflow,corpus-pooled,16.439484489756396,nan,nan,0.23617006289242218,3000,2,74.3
u2_wildppg,ECG,I,1,Macro_F1,corpus-pooled,0.27105295508209115,nan,nan,0.0006919134359439084,3000,2,74.3
u2_wildppg,ECG,I,1,Micro_F1,corpus-pooled,0.2715028641352308,nan,nan,0.0006614027700254431,3000,2,74.3
u2_wildppg,ECG,I,2,FD_discrete,corpus-pooled,0.7351900079605027,nan,nan,0.0009314759774608068,3000,2,146.5
u2_wildppg,ECG,I,2,FD_kanflow,corpus-pooled,26.190946529077557,nan,nan,0.2590128485409742,3000,2,146.5
u2_wildppg,ECG,I,2,Macro_F1,corpus-pooled,0.2612851902148777,nan,nan,0.0005073309742625581,3000,2,146.5
u2_wildppg,ECG,I,2,Micro_F1,corpus-pooled,0.2665661950235668,nan,nan,0.00044920647681478797,3000,2,146.5
u2_wildppg,ECG,I,4,FD_discrete,corpus-pooled,0.7312819072641098,nan,nan,0.0021159874198671373,3000,2,288.6
u2_wildppg,ECG,I,4,FD_kanflow,corpus-pooled,28.78932048498278,nan,nan,0.2655249426553182,3000,2,288.6
u2_wildppg,ECG,I,4,Macro_F1,corpus-pooled,0.2610446497946498,nan,nan,0.0009175498083645885,3000,2,288.6
u2_wildppg,ECG,I,4,Micro_F1,corpus-pooled,0.26671327796592276,nan,nan,0.0006633637129242905,3000,2,288.6
