corpus,task,arm,nfe,metric,unit,value,ci_lo,ci_hi,draw_std,n_units,n_subjects,gen_seconds
u2_ucibp,ABP,C,1,DBP,per-subject-macro,8.91206086174647,8.91206086174647,8.91206086174647,0.012225768904107405,6000,1,25.2
u2_ucibp,ABP,C,1,MAE,per-subject-macro,13.868665551058328,13.868665551058328,13.868665551058328,0.0020151728474756348,12000,1,25.2
u2_ucibp,ABP,C,1,RMSE,per-subject-macro,16.733556406328674,16.733556406328674,16.733556406328674,0.0027124929489296045,12000,1,25.2
u2_ucibp,ABP,C,1,SBP,per-subject-macro,17.861025738398233,17.861025738398233,17.861025738398233,0.03796914165504728,6000,1,25.2
u2_ucibp,ABP,C,2,DBP,per-subject-macro,8.839093557834625,8.839093557834625,8.839093557834625,0.01102644480147221,6000,1,49.8
u2_ucibp,ABP,C,2,MAE,per-subject-macro,13.878295944507233,13.878295944507233,13.878295944507233,0.0018929502465982457,12000,1,49.8
u2_ucibp,ABP,C,2,RMSE,per-subject-macro,16.747961132727248,16.747961132727248,16.747961132727248,0.002666531861657675,12000,1,49.8
u2_ucibp,ABP,C,2,SBP,per-subject-macro,17.996360740661622,17.996360740661622,17.996360740661622,0.03535720164661809,6000,1,49.8
u2_ucibp,ABP,C,4,DBP,per-subject-macro,8.825865142822266,8.825865142822266,8.825865142822266,0.012304825954503676,6000,1,99.5
u2_ucibp,ABP,C,4,MAE,per-subject-macro,13.957397268759086,13.957397268759086,13.957397268759086,0.0020798200433024923,12000,1,99.5
u2_ucibp,ABP,C,4,RMSE,per-subject-macro,16.871510938251717,16.871510938251717,16.871510938251717,0.0026981726477324627,12000,1,99.5
u2_ucibp,ABP,C,4,SBP,per-subject-macro,18.458155200004576,18.458155200004576,18.458155200004576,0.03282511269711971,6000,1,99.5
u2_ucibp,ABP,C,50,DBP,per-subject-macro,9.593212790807089,9.593212790807089,9.593212790807089,0.008890189327519478,6000,1,1242.9
u2_ucibp,ABP,C,50,MAE,per-subject-macro,15.549205499381758,15.549205499381758,15.549205499381758,0.009673059107029463,12000,1,1242.9
u2_ucibp,ABP,C,50,RMSE,per-subject-macro,19.24329155290095,19.24329155290095,19.24329155290095,0.012076714845204848,12000,1,1242.9
u2_ucibp,ABP,C,50,SBP,per-subject-macro,26.470126231193543,26.470126231193543,26.470126231193543,0.04123726631468236,6000,1,1242.9
u2_ucibp,ABP,I,1,DBP,per-subject-macro,15.864465587377548,15.864465587377548,15.864465587377548,0.03146142699617891,6000,1,25.0
u2_ucibp,ABP,I,1,MAE,per-subject-macro,25.82995465126913,25.82995465126913,25.82995465126913,0.010927532593849236,12000,1,25.0
u2_ucibp,ABP,I,1,RMSE,per-subject-macro,32.519627002431605,32.519627002431605,32.519627002431605,0.009319673910305519,12000,1,25.0
u2_ucibp,ABP,I,1,SBP,per-subject-macro,19.76227151552836,19.76227151552836,19.76227151552836,0.0059273628865607365,6000,1,25.0
u2_ucibp,ABP,I,2,DBP,per-subject-macro,9.255406220912933,9.255406220912933,9.255406220912933,0.03736400810511707,6000,1,49.8
u2_ucibp,ABP,I,2,MAE,per-subject-macro,22.406777413260812,22.406777413260812,22.406777413260812,0.009947368530584927,12000,1,49.8
u2_ucibp,ABP,I,2,RMSE,per-subject-macro,28.56447197333509,28.56447197333509,28.56447197333509,0.011640139377090401,12000,1,49.8
u2_ucibp,ABP,I,2,SBP,per-subject-macro,23.33252082983653,23.33252082983653,23.33252082983653,0.03340389212666288,6000,1,49.8
u2_ucibp,ABP,I,4,DBP,per-subject-macro,9.134575035095216,9.134575035095216,9.134575035095216,0.014013936254130338,6000,1,99.4
u2_ucibp,ABP,I,4,MAE,per-subject-macro,23.47920875031237,23.47920875031237,23.47920875031237,0.012991240648218468,12000,1,99.4
u2_ucibp,ABP,I,4,RMSE,per-subject-macro,29.260897168006874,29.260897168006874,29.260897168006874,0.016208089494628874,12000,1,99.4
u2_ucibp,ABP,I,4,SBP,per-subject-macro,26.367969107627868,26.367969107627868,26.367969107627868,0.0485609795658286,6000,1,99.4
u2_ucibp,ABP,C,1,FD_discrete,corpus-pooled,31.67817366218567,nan,nan,0.0613469426749043,3000,1,25.2
u2_ucibp,ABP,C,1,FD_kanflow,corpus-pooled,68904.0078986755,nan,nan,96.44621075801153,3000,1,25.2
u2_ucibp,ABP,C,2,FD_discrete,corpus-pooled,31.426153719902036,nan,nan,0.0561189110954604,3000,1,49.8
u2_ucibp,ABP,C,2,FD_kanflow,corpus-pooled,68228.74838812264,nan,nan,98.56368518189763,3000,1,49.8
u2_ucibp,ABP,C,4,FD_discrete,corpus-pooled,31.583645332336424,nan,nan,0.05508099562699212,3000,1,99.5
u2_ucibp,ABP,C,4,FD_kanflow,corpus-pooled,67634.1506235905,nan,nan,108.15458849269736,3000,1,99.5
u2_ucibp,ABP,C,50,FD_discrete,corpus-pooled,37.23214525604248,nan,nan,0.11026462566197269,3000,1,1242.9
u2_ucibp,ABP,C,50,FD_kanflow,corpus-pooled,70606.16938793912,nan,nan,259.56365396954914,3000,1,1242.9
u2_ucibp,ABP,I,1,FD_discrete,corpus-pooled,49.270757469813034,nan,nan,0.15414810355182224,3000,1,25.0
u2_ucibp,ABP,I,1,FD_kanflow,corpus-pooled,393996.1605684144,nan,nan,930.2506933070716,3000,1,25.0
u2_ucibp,ABP,I,2,FD_discrete,corpus-pooled,45.460634964625044,nan,nan,0.20020364427284248,3000,1,49.8
