patient,n_windows,n_omega_hr,ham_K1_S5,ham_K1_S10,ham_K2_S5,ham_K1_S15,ham_K3_S5,ham_K1_S20,ham_K2_S10,ham_K4_S5,ham_K1_S25,ham_K5_S5,ham_K16_S5,ham_K16_S10,ham_K16_S15,ham_K16_S20,ham_K16_S25,proj_K1_S5,proj_K1_S10,proj_K2_S5,proj_K1_S15,proj_K3_S5,proj_K1_S20,proj_K2_S10,proj_K4_S5,proj_K1_S25,proj_K5_S5,proj_K16_S5,proj_K16_S10,proj_K16_S15,proj_K16_S20,proj_K16_S25,ppg_findpeaks,ppg_official,mech_I_S5,mech_C_S5,mech_G_S5,mech_SD_S5,mech_MAD_S5,mech_wRMS_S5,mech_I_S10,mech_C_S10,mech_G_S10,mech_SD_S10,mech_MAD_S10,mech_wRMS_S10,mech_I_S15,mech_C_S15,mech_G_S15,mech_SD_S15,mech_MAD_S15,mech_wRMS_S15,mech_I_S20,mech_C_S20,mech_G_S20,mech_SD_S20,mech_MAD_S20,mech_wRMS_S20,mech_I_S25,mech_C_S25,mech_G_S25,mech_SD_S25,mech_MAD_S25,mech_wRMS_S25
1529,15.0,15.0,5.374839,4.368288,5.221109,4.824422,5.304208,4.755696,4.153821,4.80216,4.479973,5.029556,5.272067,3.7897,4.191251,4.058494,4.111779,13.622338,13.642697,12.380553,13.077669,13.267185,13.473586,12.119419,12.699914,13.849592,12.412918,11.975642,13.407453,11.622324,12.378203,12.544653,4.323816,,0.212146,0.146417,0.065729,0.174975,0.097786,0.940827,0.32213,0.145448,0.176682,0.530841,0.121254,1.016334,0.398537,0.157631,0.240906,0.777949,0.131407,1.037891,0.402168,0.142057,0.260111,0.785052,0.134385,1.046035,0.412194,0.158731,0.253463,0.786506,0.147585,1.050011
1539,15.0,15.0,5.471238,6.017771,5.239981,5.804038,3.995419,5.337068,5.494537,4.289463,5.462193,3.595344,4.162844,4.613331,4.785334,4.902085,5.232033,6.739538,6.319561,5.403633,5.554554,6.33882,6.097027,6.102581,5.460777,5.913911,5.393241,4.808936,3.01432,2.433999,1.921865,2.375922,12.270668,,0.64493,0.469699,0.175231,0.621241,0.150378,1.030576,0.633156,0.480338,0.152818,0.515276,0.17844,1.089709,0.618655,0.492845,0.125809,0.433245,0.182452,1.106401,0.6212,0.49073,0.13047,0.440568,0.193357,1.113656,0.712476,0.48902,0.223456,0.764161,0.19427,1.117308
1548,15.0,15.0,3.86137,3.882636,3.82699,3.890976,3.828074,3.897939,3.838261,3.801197,3.821715,3.814222,3.791841,3.801406,3.79924,3.80436,3.802741,15.816189,16.227179,15.620013,16.300929,14.54968,16.404755,16.088596,14.596299,16.310169,14.488261,14.419959,14.406536,14.403516,14.421513,14.41974,3.590651,,3.86137,3.791841,0.069528,0.183373,0.115121,1.00504,3.882636,3.801406,0.081229,0.212552,0.138743,1.073076,3.890976,3.79924,0.091736,0.222026,0.145305,1.092903,3.897939,3.80436,0.093579,0.233825,0.156779,1.10143,3.821715,3.802741,0.018973,0.53614,0.155727,1.105977
1549,15.0,15.0,6.754964,6.891639,6.747724,7.057954,6.944792,7.016108,6.866116,6.91355,7.104807,6.96365,6.941619,6.901184,6.941005,6.930402,6.937093,2.531627,2.059371,2.220507,2.163497,2.077863,2.148249,1.895533,1.964557,2.209834,1.957015,1.85963,1.840223,1.858072,1.865037,1.863104,7.008083,,3.610753,3.550913,0.05984,0.314782,0.154743,1.012146,3.687388,3.543893,0.143495,0.715532,0.180942,1.07572,3.814458,3.54611,0.268348,1.502999,0.194101,1.09508,3.834532,3.549275,0.285256,1.255318,0.197209,1.102636,3.87464,3.542738,0.331902,1.781032,0.192634,1.106535
1554,15.0,15.0,3.208497,2.937544,2.973384,3.332212,2.268667,3.467456,2.852089,2.754478,3.754939,2.532755,2.712008,3.175573,3.163724,3.191043,3.460339,25.465467,25.679125,25.086578,24.787679,25.249381,24.681852,25.655067,25.520997,24.564729,25.288489,25.915263,25.702193,24.383635,24.235363,24.513853,6.01535,,0.698816,0.632993,0.065823,0.220177,0.127562,0.979504,0.705092,0.605016,0.100076,0.350538,0.164597,1.043515,0.700413,0.59973,0.100683,0.352406,0.169871,1.060938,0.796803,0.595175,0.201628,0.700004,0.185015,1.067576,0.871543,0.593673,0.27787,0.99336,0.187106,1.070753
1556,16.0,16.0,0.20591,0.256534,0.166145,0.311884,0.161417,0.299047,0.207318,0.146634,0.262687,0.156585,0.136916,0.135219,0.134669,0.136883,0.133318,0.357086,0.383581,0.31913,0.410315,0.313469,0.411772,0.329637,0.29838,0.415858,0.294482,0.262219,0.267648,0.284121,0.287861,0.284293,0.104316,,0.20591,0.136916,0.068995,0.203513,0.132598,1.049705,0.256534,0.135219,0.121315,0.32589,0.150499,1.113248,0.311884,0.134669,0.177215,0.521458,0.17649,1.132208,0.299047,0.136883,0.162165,0.445112,0.177827,1.139711,0.262687,0.133318,0.129369,0.309084,0.180523,1.143267
1559,15.0,15.0,11.065059,13.547622,10.895011,14.471577,9.844721,14.742662,13.527593,10.24254,15.325409,9.610427,10.104232,12.143804,13.441271,13.608423,14.369481,15.531563,14.405832,14.972177,13.933312,11.621006,13.487763,12.762434,11.204026,13.619125,11.073621,10.923019,6.314561,7.198094,7.011948,7.165526,0.567788,,0.507897,0.135883,0.372014,1.015834,0.172175,0.999364,1.017855,0.183164,0.83469,2.402317,0.201959,1.042104,1.151928,0.19779,0.954138,2.836394,0.201072,1.052819,1.173412,0.187305,0.986107,2.671692,0.20549,1.058379,1.314134,0.186697,1.127438,3.178644,0.20845,1.061965
1560,15.0,15.0,4.824392,4.697819,4.105362,4.640022,4.040911,4.558693,4.08128,4.364387,4.321778,4.213224,4.021583,3.412356,3.175268,3.290912,3.147613,7.994136,5.061847,7.134814,4.827007,7.284151,3.969735,5.051565,7.127543,3.991463,7.256077,7.620648,4.882058,2.605893,1.542081,1.73241,13.608344,,2.203753,2.136168,0.067584,0.232847,0.144908,1.037291,2.479909,2.134689,0.345219,1.289507,0.157405,1.097984,2.417442,2.126141,0.291301,0.872415,0.166962,1.112689,2.577362,2.128064,0.449298,1.555187,0.185602,1.118594,2.521389,2.121834,0.399555,1.327377,0.206623,1.122639
1574,15.0,15.0,8.970968,8.619203,8.906994,8.655821,8.869686,8.593597,8.616933,8.560835,8.618594,8.509024,8.2654,8.127906,8.847824,8.662684,8.478101,5.287825,5.720286,4.680512,5.833474,4.409851,5.727436,5.319338,4.188119,5.78396,3.9815,5.061692,4.225096,3.661101,4.239433,3.815567,6.24107,,4.447036,4.401085,0.045951,0.207857,0.122884,0.98358,4.359595,4.403374,-0.043779,0.630687,0.14583,1.044078,4.237399,4.403973,-0.166574,1.154653,0.142275,1.058538,4.380713,4.411366,-0.030653,1.711992,0.152228,1.063616,4.497581,4.409986,0.087595,0.375151,0.147287,1.066403
1581,15.0,15.0,6.511584,7.404031,6.594415,8.13759,6.788594,8.232756,7.243387,6.436675,8.816271,7.221661,6.580382,7.406663,8.016487,8.129782,8.859495,7.784116,8.983895,7.548581,9.423854,5.204247,9.18622,7.88767,5.552447,9.211587,4.942553,4.412506,4.477312,5.188335,5.75178,4.871278,8.346749,,1.488752,1.271294,0.217458,0.806804,0.138402,0.957908,1.677662,1.304669,0.372993,1.339771,0.163897,1.032195,1.879227,1.303688,0.575539,1.750967,0.197025,1.05348,1.784571,1.30769,0.47688,1.333938,0.208357,1.062726,1.861862,1.325381,0.536481,1.344546,0.226563,1.067839
1583,15.0,15.0,2.781156,2.56183,2.712014,2.583967,2.119969,3.034008,2.618715,2.313473,3.034502,2.519813,2.043741,1.885291,1.842191,2.310704,2.239143,2.64843,1.934811,2.781163,1.806795,2.363672,1.822259,1.862593,2.558522,1.79094,2.600328,2.512426,1.341772,0.82985,0.63538,0.634524,4.556771,,0.706158,0.152798,0.55336,1.383963,0.17659,1.072283,0.775004,0.181337,0.593667,1.90964,0.204638,1.126342,0.695892,0.180493,0.5154,1.59227,0.231423,1.142311,0.820124,0.178666,0.641458,2.110979,0.225775,1.147857,0.790193,0.188642,0.60155,1.995928,0.221315,1.150345
1584,31.0,31.0,1.962342,1.954662,1.737146,2.04088,1.487627,1.809158,1.917434,1.585469,2.030747,1.379793,1.288086,1.317069,1.555701,1.244327,1.554557,4.372902,4.828003,4.010937,5.321539,2.552991,5.201344,4.581651,2.394627,5.24557,2.219826,1.322574,1.659241,2.274753,2.097158,2.174331,4.544596,,0.218171,0.137695,0.080476,0.231792,0.127665,1.00279,0.293126,0.131709,0.161417,0.479333,0.147545,1.061866,0.409902,0.134356,0.275546,0.928124,0.162557,1.079276,0.376188,0.13486,0.241328,0.780665,0.161976,1.086517,0.307725,0.138427,0.169298,0.506464,0.16266,1.090114
1586,15.0,15.0,11.426797,11.194627,10.558855,10.33022,10.819187,10.585867,9.850185,11.722061,10.396009,10.605439,11.554363,10.508449,10.276529,9.943041,10.021786,11.952399,10.601656,11.468224,9.607361,11.481139,9.628342,9.284447,10.928901,9.547962,10.00614,9.775123,7.355971,6.35896,6.437839,6.622525,17.269016,,0.266624,0.13394,0.132683,0.435856,0.146546,1.063321,0.489407,0.141635,0.347772,1.280172,0.157658,1.1173,0.547519,0.142052,0.405467,1.456596,0.178527,1.133899,0.592181,0.137583,0.454599,1.627354,0.180926,1.140263,0.461583,0.133646,0.327937,1.094549,0.183943,1.142646
1587,15.0,15.0,0.257236,0.449548,0.205172,0.456132,0.210822,0.783242,0.389326,0.175456,0.693993,0.173804,0.137193,0.139561,0.135916,0.13433,0.131073,0.267125,0.303878,0.215903,0.317479,0.214882,0.380089,0.236926,0.180176,0.500352,0.16565,0.121771,0.110311,0.099902,0.108196,0.1082,1.415016,,0.257236,0.137193,0.120043,0.275372,0.18764,1.068802,0.449548,0.139561,0.309988,0.978036,0.211914,1.124064,0.456132,0.135916,0.320216,0.882764,0.218714,1.138731,0.783242,0.13433,0.648911,2.005339,0.231927,1.143693,0.693993,0.131073,0.562919,1.755125,0.239643,1.145606
1588,15.0,15.0,2.073263,2.538628,1.980193,2.788673,1.837176,3.084333,2.594861,1.53015,2.962566,1.589326,1.343386,1.380494,1.532758,1.578536,1.552571,2.986432,3.8386,2.812035,4.108468,1.901795,4.344824,3.538069,1.837929,4.38859,1.562759,1.386222,1.806521,1.975532,1.96816,1.902494,24.379303,,0.666328,0.167308,0.49902,1.294244,0.124936,1.000041,1.190388,0.197855,0.992532,2.316697,0.16708,1.054277,1.480394,0.371318,1.109076,2.741676,0.329943,1.071343,1.629195,0.37409,1.255106,3.217973,0.330497,1.07802,1.388913,0.369484,1.019429,2.466872,0.332733,1.081642
1595,15.0,15.0,1.823923,1.818451,1.778815,2.077167,1.649459,1.984004,1.480876,1.87902,2.208905,1.58793,1.676928,1.108812,1.693259,1.472954,1.822839,4.356932,3.009765,4.318943,3.348697,2.980389,3.047112,3.000881,2.969943,3.615272,2.156778,3.825312,1.308546,1.415339,0.520997,1.472501,0.679653,,0.17346,0.105783,0.067678,0.182278,0.110328,1.027355,0.194253,0.100487,0.093766,0.21488,0.11851,1.083919,0.222996,0.100907,0.122089,0.280035,0.129276,1.099857,0.211563,0.105299,0.106263,0.237935,0.134965,1.10671,0.263259,0.107171,0.156088,0.418059,0.140112,1.110366
1602,15.0,15.0,4.726201,5.4838,4.806908,5.913895,4.207397,5.761499,5.179186,4.540736,5.477812,4.135366,4.145173,4.881288,5.377996,5.001138,4.642682,5.86365,5.443575,5.310853,5.401489,5.495716,5.417414,4.551301,5.304174,5.697021,5.537823,3.077535,2.603575,2.429531,1.928352,1.908939,20.692183,,0.289913,0.185469,0.104445,0.296742,0.172733,0.991181,0.33288,0.17379,0.15909,0.418414,0.188697,1.055591,0.340496,0.156489,0.184007,0.424692,0.208771,1.075271,0.365188,0.151087,0.214101,0.497396,0.216362,1.081519,0.520373,0.130905,0.389467,1.068192,0.224863,1.085297
1606,15.0,15.0,6.674279,6.504901,6.376552,6.405961,6.486709,6.708896,6.462214,6.343868,6.484972,6.421481,6.528186,6.375499,6.329173,6.421407,6.229613,4.926067,5.009538,4.86486,4.993921,4.842795,5.037063,5.018032,4.742665,5.267707,4.930588,4.276158,3.742229,3.664139,3.629802,3.459462,6.438013,,4.340282,4.307502,0.032781,0.191164,0.133455,1.022897,4.357291,4.296462,0.060829,0.23306,0.150853,1.085537,4.306243,4.299053,0.007191,0.501269,0.148297,1.106467,4.370282,4.300738,0.069544,0.269665,0.15309,1.11492,4.37275,4.300578,0.072172,0.276487,0.156322,1.119282
1608,15.0,15.0,9.668331,10.021833,9.497406,10.162552,9.115338,9.385988,9.839686,9.338827,10.012352,9.299898,9.374917,8.9183,9.15207,8.679473,9.247145,7.137615,8.214494,6.967201,8.51445,6.127212,8.449543,7.227835,5.346923,8.542785,4.865568,4.895097,4.031724,4.237451,4.687307,4.948528,14.677606,,0.376022,0.152755,0.223266,0.788433,0.139903,1.00046,0.314712,0.148312,0.1664,0.564268,0.156772,1.064743,0.553794,0.143093,0.410701,1.46038,0.16403,1.081736,0.513859,0.140615,0.373244,1.199413,0.170102,1.087786,0.650359,0.135448,0.514912,1.640801,0.182748,1.090756
1609,150.0,150.0,5.22204,5.386935,5.032856,5.634266,4.885365,5.321218,5.115848,4.831749,5.500193,4.872041,4.658917,4.899278,5.02985,4.827285,4.849074,7.681748,7.60255,7.518879,7.710659,7.118927,7.681327,7.151365,6.923052,7.636191,7.00686,6.389742,6.600858,6.839457,6.641144,6.641954,6.848632,,2.656294,2.532376,0.123918,0.566386,0.162448,1.034836,2.711229,2.518601,0.192628,0.756896,0.203852,1.092692,2.744404,2.525838,0.218566,0.874379,0.228094,1.109497,2.766908,2.526957,0.239951,0.907157,0.228728,1.116294,2.768316,2.533423,0.234893,0.831874,0.244149,1.119611
1619,15.0,15.0,8.90873,8.283889,8.570216,7.927532,8.232961,7.691265,7.979749,8.158229,7.904989,7.943692,7.261467,8.066899,7.515474,7.068908,7.23313,15.756959,15.019197,15.490954,14.859156,15.796902,14.817498,14.840784,14.941135,14.904848,15.018522,13.899922,13.456877,13.376327,12.669614,12.647569,15.932933,,3.8001,3.750997,0.049103,0.196099,0.114811,1.023511,3.815356,3.75173,0.063626,0.231053,0.131871,1.074222,3.823647,3.755002,0.068645,0.255763,0.151842,1.08756,3.825382,3.758038,0.067343,0.263357,0.151931,1.094156,3.830596,3.751588,0.079008,0.288451,0.159724,1.097716
1621,15.0,15.0,0.685188,0.709523,0.644204,0.799039,0.637343,0.759219,0.662673,0.618868,0.761065,0.623243,0.611459,0.606389,0.60839,0.609076,0.613539,6.367855,6.450911,6.330998,6.491909,6.109336,6.57713,6.407198,6.105025,6.583374,6.081277,6.08265,6.06418,6.05933,6.071946,6.07118,1.097111,,0.695475,0.611313,0.084163,0.257766,0.14706,1.023551,0.719376,0.605878,0.113498,0.300042,0.170933,1.08229,0.761826,0.608022,0.153804,0.393788,0.180402,1.097324,0.771172,0.609077,0.162095,0.40625,0.198205,1.102811,0.772717,0.613539,0.159178,0.411861,0.189552,1.10594
1624,15.0,15.0,5.688564,5.133213,5.6248,5.272323,4.668113,5.53131,5.029466,5.154337,6.053367,4.916729,4.87595,4.868042,4.665192,5.044271,5.170897,5.371542,4.871373,5.075315,3.965545,4.626731,4.010321,4.451952,4.420994,4.004631,4.410439,3.890409,2.769514,2.217653,2.42498,2.427817,8.212024,,2.247705,2.029802,0.217904,1.555195,0.281034,1.073512,2.592679,2.065252,0.527426,2.555559,0.328368,1.121448,2.826074,2.077788,0.748285,3.009878,0.376428,1.133119,2.817584,2.072391,0.745193,3.120134,0.395313,1.136762,2.844625,2.092025,0.752599,2.985853,0.373911,1.137696
1640,15.0,15.0,18.042263,18.172524,18.01302,18.692739,17.957561,18.359901,18.072264,17.907177,18.607431,17.974924,18.41094,17.810495,17.721495,17.694946,17.709405,32.568817,33.22979,31.842172,33.176768,32.811736,33.052605,32.24854,32.870418,33.000851,33.514437,34.059183,33.326357,33.068224,33.287671,33.269565,19.800512,,16.799438,16.681079,0.118358,0.581763,0.166997,0.988194,17.286854,16.72495,0.561904,1.571237,0.195761,1.04218,17.280305,16.737336,0.542968,1.330861,0.262119,1.063141,17.241666,16.720374,0.521292,1.491192,0.223693,1.068674,17.240997,16.732525,0.508471,1.313275,0.276068,1.07099
1646,30.0,30.0,3.506281,3.442356,3.497749,3.481607,3.530449,3.583542,3.323262,3.434406,3.448588,3.605839,3.453515,3.422685,3.366195,3.371087,3.313575,3.120341,3.857921,2.797106,3.900782,2.921536,3.98434,3.48971,2.562563,4.017611,2.706228,1.856065,2.333968,2.499119,2.177315,2.030427,0.92327,,2.181343,2.111043,0.0703,0.770901,0.336905,1.010571,2.001885,1.987023,0.014862,1.200267,0.413221,1.073843,2.259733,2.039181,0.220552,0.986793,0.443165,1.091395,2.219195,2.041798,0.177397,1.068575,0.537238,1.098509,2.16759,1.916367,0.251223,1.110508,0.412548,1.102158
1650,15.0,15.0,0.546061,0.615534,0.51867,0.601157,0.510311,0.579795,0.534855,0.502228,0.59924,0.501775,0.481836,0.482007,0.477337,0.478138,0.480671,1.463612,1.895702,1.433591,2.02298,0.625077,2.147307,1.860949,0.606993,2.175674,0.60677,0.57965,0.581056,0.573803,0.576867,0.56983,1.99434,,0.546061,0.481836,0.064225,0.167353,0.110869,0.997623,0.615534,0.482007,0.133527,0.591513,0.129451,1.061212,0.601157,0.477337,0.123819,0.520075,0.127275,1.080168,0.579795,0.478138,0.101656,0.415369,0.136266,1.087634,0.59924,0.480671,0.11857,0.481983,0.140005,1.091406
1659,15.0,15.0,0.172461,0.230833,0.142244,0.253658,0.119461,0.221848,0.199062,0.107132,0.24532,0.101819,0.078065,0.071505,0.071276,0.073361,0.074636,10.771441,11.040021,10.755038,10.958504,10.732387,10.75204,11.015901,10.733702,10.736762,10.712813,10.679625,10.688491,10.685987,10.682272,10.680679,0.050959,,0.172461,0.078065,0.094396,0.198185,0.119608,1.02832,0.230833,0.071505,0.159328,0.387283,0.145349,1.086786,0.253658,0.071276,0.182382,0.44946,0.149289,1.105463,0.221848,0.073361,0.148487,0.3038,0.159697,1.113344,0.24532,0.074636,0.170684,0.382875,0.168816,1.117215
1669,15.0,15.0,1.950364,2.259934,1.756532,2.509829,1.66683,2.002053,1.943289,1.806263,1.97732,1.732,1.753571,1.937547,1.941712,1.533514,1.349105,4.483378,4.383366,4.561954,4.283066,4.163107,4.545012,4.079357,3.923042,4.535298,3.828337,2.602253,3.439111,3.509768,3.510178,3.484143,3.989986,,2.065972,1.857587,0.208384,1.93848,1.084,1.011315,2.370608,2.055373,0.315235,2.230467,0.762733,1.076266,2.659029,2.05954,0.599489,3.187521,0.993367,1.094782,2.119349,1.617393,0.501955,2.302864,1.126216,1.102079,2.09235,1.419812,0.672539,2.414658,1.298432,1.105819
1679,15.0,15.0,7.294586,7.526934,7.06305,6.95114,6.913215,6.836898,6.916448,6.894428,6.341369,6.356444,6.778254,6.429936,6.518253,5.77366,5.522968,9.614619,9.820042,9.171914,9.490421,8.629099,9.101187,9.401836,8.335749,9.233227,8.848265,8.151382,8.596085,7.948415,7.773965,7.737304,7.686408,,1.96011,1.500947,0.459162,2.218935,0.14882,1.047408,2.47663,1.499353,0.977277,4.133311,0.179945,1.10715,2.362943,1.507665,0.855278,3.655891,0.195538,1.121876,2.510091,1.506078,1.004012,4.274707,0.204875,1.126694,2.628357,1.511149,1.117208,4.838539,0.205526,1.129116
1682,15.0,15.0,5.649491,5.879207,4.624102,5.764712,4.607745,5.834313,5.245838,4.113141,5.528841,4.227118,3.792571,4.118715,4.775022,4.153617,3.848042,6.847102,7.157769,6.802808,7.32487,5.49349,7.106574,6.362032,5.977701,7.188239,5.453609,4.585789,4.447008,4.441047,3.660759,3.609461,10.396738,,2.266555,2.218283,0.048272,0.181277,0.118223,0.997389,2.284877,2.219845,0.065032,0.208019,0.149971,1.057207,2.442573,2.227856,0.214718,1.841336,0.159164,1.077059,2.45856,2.229267,0.229294,1.402906,0.152662,1.086154,2.399836,2.230368,0.169468,1.61546,0.157867,1.090349
1693,15.0,15.0,6.613042,6.497174,6.176697,6.539189,6.480658,6.327793,6.438509,6.167539,6.542958,5.833814,5.354308,5.486774,6.091651,5.761778,5.921444,4.074902,4.499498,3.882451,3.96833,3.434886,3.942287,4.350066,3.720828,4.054886,3.844014,3.612288,4.624293,4.135642,4.287565,4.283486,6.036111,,5.536084,5.460237,0.075847,0.25217,0.125624,0.989937,5.601439,5.466822,0.134617,0.37647,0.165553,1.060394,5.723923,5.458908,0.265015,0.636681,0.173142,1.079824,5.712083,5.464213,0.24787,0.783468,0.179098,1.087143,5.600756,5.465561,0.135195,0.38767,0.185787,1.090556
1706,16.0,16.0,6.068454,6.717425,5.894553,7.448066,5.627751,6.60907,6.588411,5.762991,7.017047,5.461234,5.727051,6.107678,6.718161,5.640635,6.132845,7.1325,6.287742,6.233257,7.094211,4.364243,6.945106,5.802903,4.654798,7.081347,3.050736,2.640716,3.041207,3.470465,3.505916,3.652778,4.988027,,0.720521,0.162414,0.558107,1.208568,0.194118,0.976094,1.070475,0.185022,0.885453,1.967138,0.239672,1.032514,1.103695,0.18549,0.918205,1.782194,0.269728,1.050674,1.166619,0.257859,0.90876,1.827204,0.351662,1.059785,1.365559,0.614738,0.750821,1.992241,0.679402,1.064954
1709,15.0,15.0,3.051748,3.315158,2.943641,2.995983,2.521945,2.971157,3.223011,2.561827,3.44345,2.541035,2.096661,2.895416,2.240003,2.753064,2.65421,3.543638,3.607333,2.80438,4.094227,1.963275,4.203252,2.626392,1.83212,4.039529,1.318113,1.723188,0.414746,1.328639,1.328283,1.472838,7.671337,,0.890402,0.81482,0.075581,0.205581,0.143873,0.996805,0.907863,0.819291,0.088572,0.243181,0.162892,1.049797,0.945508,0.814486,0.131021,0.365366,0.175534,1.065387,0.897336,0.810809,0.086527,0.303792,0.181175,1.071782,0.902536,0.809897,0.092638,0.309857,0.17422,1.074883
1710,14.0,14.0,0.619359,0.902674,0.526404,0.967832,0.521602,1.018865,0.810645,0.556422,1.094089,0.485873,0.555208,0.366588,0.329237,0.333058,0.333809,4.492431,5.265067,4.117205,5.462992,3.052418,5.703461,4.752873,2.359781,5.678279,2.310841,2.223852,2.215089,2.220005,2.231669,2.231678,4.109365,,0.619359,0.555208,0.064151,0.477196,0.316941,0.97895,0.902674,0.366588,0.536086,1.689502,0.364991,1.027616,0.967832,0.329237,0.638595,1.709818,0.534976,1.041511,1.018865,0.333058,0.685808,1.913627,0.551424,1.046692,1.094089,0.333809,0.76028,2.157477,0.532964,1.049382
1714,16.0,16.0,8.122663,6.067808,7.558843,5.801601,7.404236,6.283483,5.523935,6.876472,5.971852,6.037835,5.851787,4.336675,4.387136,4.534447,4.094756,13.3778,12.541028,13.269859,12.139791,13.398528,11.616039,11.871676,12.710808,12.615577,10.407971,9.316731,8.909466,6.97138,6.224673,7.928759,4.772484,,1.400958,0.433779,0.967179,2.111728,0.390197,1.018313,1.162395,0.402162,0.760233,1.590414,0.375279,1.076211,1.145859,0.412596,0.733263,1.56759,0.476857,1.088981,1.399615,0.545478,0.854137,1.89409,0.571124,1.093736,1.228107,0.56874,0.659367,1.646211,0.586713,1.095862
1725,30.0,30.0,10.548311,10.587712,9.977858,10.28644,9.730263,10.460114,10.197412,9.494503,10.807161,9.491719,9.180492,10.154418,9.209097,9.452373,9.965367,17.441516,14.276912,16.405521,15.531108,14.659327,15.49047,13.537859,16.551277,15.151877,15.269577,15.386527,12.381919,13.416582,13.709383,12.10085,10.070297,,7.105394,6.508705,0.596689,3.592269,1.946782,1.000979,6.983371,6.78876,0.194611,3.723751,1.392019,1.049323,6.751723,6.192185,0.559538,3.376389,1.197684,1.063944,6.874488,6.377222,0.497267,3.239862,1.263127,1.069337,7.336378,6.452183,0.884195,4.366788,1.426031,1.071699
1729,16.0,16.0,5.316337,4.87289,5.1324,5.25018,4.516274,4.962967,4.445159,4.509017,4.920564,3.516188,4.118755,4.027789,4.659787,4.813179,4.398451,3.812649,4.144523,4.01227,3.944656,3.533902,3.948013,3.850458,2.970028,3.485342,3.330111,2.629516,2.742497,2.75627,1.604134,1.208715,14.524624,,2.22932,2.140877,0.088443,0.24826,0.160072,1.05049,2.2505,2.1451,0.1054,0.288385,0.194762,1.106718,2.332422,2.141489,0.190934,0.583506,0.191809,1.124106,2.31845,2.13521,0.18324,0.518386,0.200502,1.13154,2.342364,2.135056,0.207308,0.683106,0.203331,1.135334
1731,15.0,15.0,4.869009,5.155038,4.852136,5.12746,4.743154,5.220534,5.111525,4.768467,5.142235,5.069096,5.081331,5.144609,5.010653,5.024041,5.021775,6.058956,6.547035,5.644157,6.967386,5.872928,6.702404,6.054626,5.426565,6.806679,5.376766,5.573252,5.328492,5.335323,5.335953,5.666824,6.074798,,3.230145,3.061899,0.168246,0.600448,0.140337,1.037741,3.317405,3.066448,0.250957,0.935793,0.157088,1.08832,3.400305,3.070875,0.32943,1.250024,0.171852,1.104846,3.553959,3.072007,0.481952,1.850378,0.175788,1.111038,3.428088,3.069969,0.35812,1.347731,0.184109,1.113872
