model,B,n_cal,subset,UCB_K,UCB_S,UCB_cal_mean,UCB_cal_ucb,UCB_heldout_risk,UCB_regret,UCB_near_optimal,UCB_heldout_micro_risk,ERM_K,ERM_S,ERM_cal_mean,ERM_cal_ucb,ERM_heldout_risk,ERM_regret,ERM_near_optimal,ERM_heldout_micro_risk,oracle_K,oracle_S,oracle_risk,fullval_heldout_risk,regret_pure_width,regret_pure_depth,regret_balanced,regret_historical,regret_fullval
iMF,32,5,0,8,4,5.662238,7.561466,6.493873,0.36908,False,6.500662,8,4,5.662238,7.561466,6.493873,0.36908,False,6.500662,16,2,6.124794,6.124794,0.351641,2.247941,0.36908,0.0,0.0
iMF,32,5,1,8,4,2.928956,4.097822,6.541995,0.374875,False,6.546774,8,4,2.928956,4.097822,6.541995,0.374875,False,6.546774,16,2,6.16712,6.16712,0.359331,2.251469,0.374875,0.0,0.0
iMF,32,5,2,32,1,4.175637,7.087603,6.505678,0.361072,False,6.456423,32,1,4.175637,7.087603,6.505678,0.361072,False,6.456423,16,2,6.144606,6.144606,0.361072,2.24991,0.356693,0.0,0.0
iMF,32,5,3,16,2,2.508194,3.658808,6.180636,0.0,True,6.169918,16,2,2.508194,3.658808,6.180636,0.0,True,6.169918,16,2,6.180636,6.180636,0.348872,2.253046,0.351662,0.0,0.0
iMF,32,5,4,32,1,7.270117,9.646116,6.451198,0.354542,False,6.392689,32,1,7.270117,9.646116,6.451198,0.354542,False,6.392689,16,2,6.096655,6.096655,0.354542,2.25242,0.35273,0.0,0.0
iMF,32,5,5,16,2,4.459881,6.084234,6.146275,0.0,True,6.136992,8,4,4.45555,6.163532,6.515118,0.368843,False,6.52102,16,2,6.146275,6.146275,0.350672,2.23044,0.368843,0.0,0.0
iMF,32,5,6,4,8,3.708831,4.592294,7.224987,1.070278,False,7.231142,4,8,3.708831,4.592294,7.224987,1.070278,False,7.231142,16,2,6.154709,6.154709,0.341918,2.248007,0.359068,0.0,0.0
iMF,32,5,7,16,2,3.679919,5.509699,6.160007,0.0,True,6.15015,16,2,3.679919,5.509699,6.160007,0.0,True,6.15015,16,2,6.160007,6.160007,0.348252,2.235134,0.358261,0.0,0.0
iMF,32,5,8,32,1,4.744744,6.275451,6.495658,0.357077,False,6.446821,32,1,4.744744,6.275451,6.495658,0.357077,False,6.446821,16,2,6.138582,6.138582,0.357077,2.248116,0.363451,0.0,0.0
iMF,32,5,9,16,2,7.674169,14.587354,6.089686,0.0,True,6.088291,8,4,7.520634,15.065044,6.461155,0.371469,False,6.47321,16,2,6.089686,6.089686,0.341972,2.255599,0.371469,0.0,0.0
iMF,32,5,10,32,1,6.297425,11.036304,6.468322,0.353694,False,6.420627,8,4,6.2057,11.341569,6.484305,0.369677,False,6.491494,16,2,6.114628,6.114628,0.353694,2.274522,0.369677,0.0,0.0
iMF,32,5,11,32,1,5.21135,8.08348,6.487444,0.359779,False,6.438949,32,1,5.21135,8.08348,6.487444,0.359779,False,6.438949,16,2,6.127665,6.127665,0.359779,2.239278,0.366161,0.0,0.0
iMF,32,5,12,4,8,4.732744,6.063517,7.20696,1.070127,False,7.228892,8,4,4.650647,6.123024,6.511683,0.37485,False,6.531901,16,2,6.136834,6.136834,0.351229,2.263877,0.37485,0.0,0.0
iMF,32,5,13,16,2,8.534,14.458753,6.074548,0.0,True,6.078457,16,2,8.534,14.458753,6.074548,0.0,True,6.078457,16,2,6.074548,6.074548,0.345671,2.227656,0.354781,0.0,0.0
iMF,32,5,14,4,8,5.007506,8.200055,7.202123,1.069379,False,7.209233,4,8,5.007506,8.200055,7.202123,1.069379,False,7.209233,16,2,6.132744,6.132744,0.347477,2.280911,0.363193,0.0,0.0
iMF,32,5,15,16,2,3.941956,6.026814,6.155394,0.0,True,6.14573,16,2,3.941956,6.026814,6.155394,0.0,True,6.14573,16,2,6.155394,6.155394,0.34416,2.246011,0.350971,0.0,0.0
iMF,32,5,16,1,32,5.718975,9.256637,8.411196,2.286807,False,8.487662,8,4,5.60645,9.983005,6.494856,0.370467,False,6.515921,16,2,6.124389,6.124389,0.349278,2.286807,0.370467,0.0,0.0
iMF,32,5,17,16,2,3.583319,5.631565,6.161708,0.0,True,6.15178,16,2,3.583319,5.631565,6.161708,0.0,True,6.15178,16,2,6.161708,6.161708,0.349964,2.22003,0.358849,0.0,0.0
iMF,32,5,18,8,4,5.46035,8.873415,6.497428,0.363868,False,6.504068,16,2,5.182131,9.297052,6.13356,0.0,True,6.124807,16,2,6.13356,6.13356,0.331334,2.253438,0.363868,0.0,0.0
iMF,32,5,19,16,2,4.532219,7.583447,6.145002,0.0,True,6.135772,16,2,4.532219,7.583447,6.145002,0.0,True,6.135772,16,2,6.145002,6.145002,0.332163,2.240537,0.360377,0.0,0.0
iMF,32,5,20,32,1,6.360144,12.354522,6.467218,0.360862,False,6.419569,32,1,6.360144,12.354522,6.467218,0.360862,False,6.419569,16,2,6.106357,6.106357,0.360862,2.249488,0.362566,0.0,0.0
iMF,32,5,21,16,2,2.6576,3.687717,6.178006,0.0,True,6.173209,16,2,2.6576,3.687717,6.178006,0.0,True,6.173209,16,2,6.178006,6.178006,0.350926,2.229682,0.367146,0.0,0.0
iMF,32,5,22,32,1,5.536081,7.272331,6.481726,0.35506,False,6.433471,8,4,5.459631,7.745069,6.49744,0.370774,False,6.50408,16,2,6.126666,6.126666,0.35506,2.233405,0.370774,0.0,0.0
iMF,32,5,23,16,2,3.301831,4.369113,6.166664,0.0,True,6.156529,16,2,3.301831,4.369113,6.166664,0.0,True,6.156529,16,2,6.166664,6.166664,0.350531,2.229083,0.358953,0.0,0.0
iMF,32,5,24,16,2,3.494669,4.474919,6.163269,0.0,True,6.153276,16,2,3.494669,4.474919,6.163269,0.0,True,6.153276,16,2,6.163269,6.163269,0.346593,2.253563,0.357912,0.0,0.0
iMF,32,5,25,8,4,9.117531,15.156526,6.433041,0.371102,False,6.44237,8,4,9.117531,15.156526,6.433041,0.371102,False,6.44237,16,2,6.061939,6.061939,0.338512,2.234421,0.371102,0.0,0.0
iMF,32,5,26,8,4,4.297038,5.383565,6.517909,0.365754,False,6.523694,16,2,4.125962,5.610538,6.152154,0.0,True,6.142625,16,2,6.152154,6.152154,0.346215,2.227635,0.365754,0.0,0.0
iMF,32,5,27,32,1,3.909319,6.128261,6.510367,0.360834,False,6.460915,32,1,3.909319,6.128261,6.510367,0.360834,False,6.460915,16,2,6.149532,6.149532,0.360834,2.224723,0.355778,0.0,0.0
iMF,32,5,28,4,8,6.382619,8.18684,7.177913,1.079148,False,7.186034,4,8,6.382619,8.18684,7.177913,1.079148,False,7.186034,16,2,6.098765,6.098765,0.340851,2.276957,0.37082,0.0,0.0
iMF,32,5,29,16,2,5.529719,6.917073,6.12744,0.0,True,6.118943,16,2,5.529719,6.917073,6.12744,0.0,True,6.118943,16,2,6.12744,6.12744,0.328797,2.186846,0.324946,0.0,0.0
iMF,32,5,30,8,4,3.616619,6.376489,6.529888,0.37952,False,6.546996,8,4,3.616619,6.376489,6.529888,0.37952,False,6.546996,16,2,6.150368,6.150368,0.338887,2.27829,0.37952,0.0,0.0
iMF,32,5,31,16,2,3.127172,4.23934,6.169739,0.0,True,6.173215,16,2,3.127172,4.23934,6.169739,0.0,True,6.173215,16,2,6.169739,6.169739,0.338952,2.211745,0.354146,0.0,0.0
iMF,32,5,32,32,1,9.836034,18.155981,6.406023,0.360461,False,6.368449,32,1,9.836034,18.155981,6.406023,0.360461,False,6.368449,16,2,6.045562,6.045562,0.360461,2.250108,0.352517,0.0,0.0
iMF,32,5,33,16,2,6.407406,9.823589,6.111988,0.0,True,6.104136,16,2,6.407406,9.823589,6.111988,0.0,True,6.104136,16,2,6.111988,6.111988,0.353603,2.243999,0.353357,0.0,0.0
iMF,32,5,34,8,4,6.370969,9.617966,6.481396,0.37442,False,6.488706,8,4,6.370969,9.617966,6.481396,0.37442,False,6.488706,16,2,6.106976,6.106976,0.331729,2.255205,0.37442,0.0,0.0
iMF,32,5,35,16,2,8.196731,13.577593,6.080486,0.0,True,6.073949,16,2,8.196731,13.577593,6.080486,0.0,True,6.073949,16,2,6.080486,6.080486,0.333621,2.253454,0.352001,0.0,0.0
iMF,32,5,36,32,1,5.970181,9.596337,6.474084,0.358361,False,6.426148,32,1,5.970181,9.596337,6.474084,0.358361,False,6.426148,16,2,6.115723,6.115723,0.358361,2.239939,0.348528,0.0,0.0
iMF,32,5,37,16,2,7.021038,12.912168,6.101185,0.0,True,6.093784,32,1,6.898162,12.976649,6.457746,0.356562,False,6.410492,16,2,6.101185,6.101185,0.356562,2.239557,0.355457,0.0,0.0
iMF,32,5,38,16,2,4.843394,7.113289,6.139523,0.0,True,6.130522,16,2,4.843394,7.113289,6.139523,0.0,True,6.130522,16,2,6.139523,6.139523,0.329,2.277438,0.367506,0.0,0.0
iMF,32,5,39,8,4,8.526302,14.026733,6.44345,0.364946,False,6.444885,16,2,8.309304,14.145406,6.078504,0.0,True,6.066243,16,2,6.078504,6.078504,0.350341,2.236543,0.364946,0.0,0.0
iMF,32,5,40,32,1,2.975825,3.677519,6.526801,0.354439,False,6.491085,32,1,2.975825,3.677519,6.526801,0.354439,False,6.491085,16,2,6.172362,6.172362,0.354439,2.25165,0.365726,0.0,0.0
iMF,32,5,41,16,2,5.807756,8.529886,6.122545,0.0,True,6.114253,16,2,5.807756,8.529886,6.122545,0.0,True,6.114253,16,2,6.122545,6.122545,0.33698,2.232301,0.354755,0.0,0.0
iMF,32,5,42,8,4,9.862281,14.575408,6.419929,0.373972,False,6.429805,8,4,9.862281,14.575408,6.419929,0.373972,False,6.429805,16,2,6.045957,6.045957,0.350198,2.24698,0.373972,0.0,0.0
iMF,32,5,43,8,4,5.88875,7.797993,6.489886,0.365075,False,6.496841,16,2,5.679056,9.008539,6.124811,0.0,True,6.116424,16,2,6.124811,6.124811,0.320887,2.263206,0.365075,0.0,0.0
iMF,32,5,44,16,2,7.4249,12.861783,6.094074,0.0,True,6.086971,32,1,7.202669,12.889209,6.452385,0.358311,False,6.405355,16,2,6.094074,6.094074,0.358311,2.250375,0.369891,0.0,0.0
iMF,32,5,45,8,4,5.040375,6.605069,6.504822,0.375593,False,6.511153,8,4,5.040375,6.605069,6.504822,0.375593,False,6.511153,16,2,6.129228,6.129228,0.342458,2.224137,0.375593,0.0,0.0
iMF,32,5,46,32,1,5.588423,7.726629,6.480805,0.36668,False,6.436393,32,1,5.588423,7.726629,6.480805,0.36668,False,6.436393,16,2,6.114125,6.114125,0.36668,2.246979,0.371148,0.0,0.0
iMF,32,5,47,8,4,8.837819,15.636805,6.437965,0.370515,False,6.447089,8,4,8.837819,15.636805,6.437965,0.370515,False,6.447089,16,2,6.067451,6.067451,0.345772,2.256629,0.370515,0.0,0.0
iMF,32,5,48,4,8,5.89915,6.917438,7.186425,1.078502,False,7.194191,4,8,5.89915,6.917438,7.186425,1.078502,False,7.194191,16,2,6.107923,6.107923,0.337425,2.289414,0.367296,0.0,0.0
iMF,32,5,49,16,2,6.080294,9.80268,6.117747,0.0,True,6.109655,16,2,6.080294,9.80268,6.117747,0.0,True,6.109655,16,2,6.117747,6.117747,0.331268,2.223722,0.361672,0.0,0.0
iMF,32,5,50,32,1,4.097931,6.858231,6.507046,0.360178,False,6.457733,32,1,4.097931,6.858231,6.507046,0.360178,False,6.457733,16,2,6.146868,6.146868,0.360178,2.214218,0.363085,0.0,0.0
iMF,32,5,51,16,2,6.509544,12.052535,6.11019,0.0,True,6.102413,16,2,6.509544,12.052535,6.11019,0.0,True,6.102413,16,2,6.11019,6.11019,0.347934,2.231199,0.35015,0.0,0.0
iMF,32,5,52,16,2,7.541406,11.910396,6.092023,0.0,True,6.085005,16,2,7.541406,11.910396,6.092023,0.0,True,6.085005,16,2,6.092023,6.092023,0.33981,2.244798,0.359836,0.0,0.0
iMF,32,5,53,16,2,4.423006,6.502493,6.146925,0.0,True,6.137614,16,2,4.423006,6.502493,6.146925,0.0,True,6.137614,16,2,6.146925,6.146925,0.34931,2.253178,0.358973,0.0,0.0
iMF,32,5,54,16,2,2.846206,4.197757,6.174685,0.0,True,6.164216,16,2,2.846206,4.197757,6.174685,0.0,True,6.164216,16,2,6.174685,6.174685,0.346186,2.252692,0.364203,0.0,0.0
iMF,32,5,55,16,2,3.554219,4.187095,6.16222,0.0,True,6.152271,8,4,3.414612,4.18817,6.533444,0.371224,False,6.538581,16,2,6.16222,6.16222,0.35136,2.271488,0.371224,0.0,0.0
iMF,32,5,56,16,2,4.654713,6.247639,6.142845,0.0,True,6.133705,8,4,4.538738,6.397191,6.513653,0.370808,False,6.519616,16,2,6.142845,6.142845,0.345561,2.245043,0.370808,0.0,0.0
iMF,32,5,57,16,2,4.162,5.499709,6.15152,0.0,True,6.142017,16,2,4.162,5.499709,6.15152,0.0,True,6.142017,16,2,6.15152,6.15152,0.340279,2.198271,0.339073,0.0,0.0
iMF,32,5,58,1,32,13.046475,22.994978,8.28219,2.278209,False,8.350791,8,4,12.345313,24.748144,6.376214,0.372232,False,6.387915,16,2,6.003982,6.003982,0.345177,2.278209,0.372232,0.0,0.0
iMF,32,5,59,16,2,8.731119,13.808453,6.071077,0.0,True,6.064934,16,2,8.731119,13.808453,6.071077,0.0,True,6.064934,16,2,6.071077,6.071077,0.342567,2.237767,0.340353,0.0,0.0
iMF,32,5,60,16,2,5.053838,8.190876,6.135818,0.0,True,6.126972,16,2,5.053838,8.190876,6.135818,0.0,True,6.126972,16,2,6.135818,6.135818,0.350088,2.231893,0.367377,0.0,0.0
iMF,32,5,61,8,4,8.201875,13.7722,6.449162,0.372931,False,6.457817,32,1,8.140594,13.909454,6.435872,0.359642,False,6.389532,16,2,6.07623,6.07623,0.359642,2.264936,0.372931,0.0,0.0
iMF,32,5,62,16,2,8.002966,13.088202,6.083897,0.0,True,6.09068,16,2,8.002966,13.088202,6.083897,0.0,True,6.09068,16,2,6.083897,6.083897,0.348266,2.239238,0.361385,0.0,0.0
iMF,32,5,63,2,16,9.476038,14.382847,8.243729,2.186619,False,8.294118,2,16,9.476038,14.382847,8.243729,2.186619,False,8.294118,16,2,6.05711,6.05711,0.33345,2.273697,0.369203,0.0,0.0
iMF,32,5,64,8,4,5.751075,8.916048,6.492309,0.376035,False,6.499164,8,4,5.751075,8.916048,6.492309,0.376035,False,6.499164,16,2,6.116275,6.116275,0.348808,2.248817,0.376035,0.0,0.0
iMF,32,5,65,16,2,7.6244,12.63922,6.090562,0.0,True,6.083605,16,2,7.6244,12.63922,6.090562,0.0,True,6.083605,16,2,6.090562,6.090562,0.350665,2.196295,0.364503,0.0,0.0
iMF,32,5,66,32,1,11.670519,23.218623,6.373726,0.359331,False,6.32998,32,1,11.670519,23.218623,6.373726,0.359331,False,6.32998,16,2,6.014395,6.014395,0.359331,2.234924,0.366732,0.0,0.0
iMF,32,5,67,16,2,3.638313,5.621619,6.16074,0.0,True,6.150852,16,2,3.638313,5.621619,6.16074,0.0,True,6.150852,16,2,6.16074,6.16074,0.333345,2.24812,0.360323,0.0,0.0
iMF,32,5,68,16,2,5.821919,8.99578,6.122296,0.0,True,6.114014,16,2,5.821919,8.99578,6.122296,0.0,True,6.114014,16,2,6.122296,6.122296,0.346715,2.2487,0.354853,0.0,0.0
iMF,32,5,69,32,1,15.324731,26.807921,6.309391,0.363698,False,6.268332,32,1,15.324731,26.807921,6.309391,0.363698,False,6.268332,16,2,5.945693,5.945693,0.363698,2.240567,0.34822,0.0,0.0
iMF,32,5,70,32,1,8.6965,17.497548,6.426085,0.368622,False,6.380153,32,1,8.6965,17.497548,6.426085,0.368622,False,6.380153,16,2,6.057463,6.057463,0.368622,2.266818,0.359224,0.0,0.0
iMF,32,5,71,1,32,11.388043,18.196433,8.311388,2.282884,False,8.383831,16,2,11.149256,18.934841,6.028505,0.0,True,6.030341,16,2,6.028505,6.028505,0.344092,2.282884,0.362615,0.0,0.0
iMF,32,5,72,16,2,6.721537,12.349995,6.106457,0.0,True,6.098837,16,2,6.721537,12.349995,6.106457,0.0,True,6.098837,16,2,6.106457,6.106457,0.353502,2.246082,0.356771,0.0,0.0
iMF,32,5,73,32,1,3.754931,5.910968,6.513085,0.358928,False,6.46352,32,1,3.754931,5.910968,6.513085,0.358928,False,6.46352,16,2,6.154156,6.154156,0.358928,2.269746,0.368366,0.0,0.0
iMF,32,5,74,16,2,3.222722,4.17832,6.168056,0.0,True,6.171181,16,2,3.222722,4.17832,6.168056,0.0,True,6.171181,16,2,6.168056,6.168056,0.346595,2.258346,0.351047,0.0,0.0
iMF,32,5,75,32,1,5.894419,8.266246,6.475418,0.353364,False,6.427426,16,2,5.83565,8.399894,6.122054,0.0,True,6.113782,16,2,6.122054,6.122054,0.353364,2.249814,0.367929,0.0,0.0
iMF,32,5,76,16,2,5.451394,8.948374,6.128819,0.0,True,6.120265,16,2,5.451394,8.948374,6.128819,0.0,True,6.120265,16,2,6.128819,6.128819,0.343976,2.244824,0.360411,0.0,0.0
iMF,32,5,77,32,1,6.016431,11.336166,6.47327,0.356146,False,6.425367,32,1,6.016431,11.336166,6.47327,0.356146,False,6.425367,16,2,6.117123,6.117123,0.356146,2.231878,0.360635,0.0,0.0
iMF,32,5,78,16,2,3.502994,4.698336,6.163122,0.0,True,6.153135,8,4,3.452644,4.863147,6.532775,0.369653,False,6.537939,16,2,6.163122,6.163122,0.339846,2.250563,0.369653,0.0,0.0
iMF,32,5,79,1,32,15.75365,27.365563,8.234529,2.270555,False,8.305119,16,2,14.814581,27.942939,5.963974,0.0,True,5.962303,16,2,5.963974,5.963974,0.346863,2.270555,0.337814,0.0,0.0
iMF,32,5,80,16,2,7.929675,11.093296,6.085187,0.0,True,6.078455,16,2,7.929675,11.093296,6.085187,0.0,True,6.078455,16,2,6.085187,6.085187,0.348187,2.191648,0.362014,0.0,0.0
iMF,32,5,81,32,1,2.157925,3.142694,6.541201,0.354941,False,6.490462,8,4,2.090663,3.291695,6.556753,0.370494,False,6.560917,16,2,6.18626,6.18626,0.354941,2.246786,0.370494,0.0,0.0
iMF,32,5,82,16,2,6.365019,12.23736,6.112734,0.0,True,6.104851,16,2,6.365019,12.23736,6.112734,0.0,True,6.104851,16,2,6.112734,6.112734,0.348249,2.233438,0.356569,0.0,0.0
iMF,32,5,83,8,4,6.411172,11.935416,6.480688,0.373607,False,6.5021,8,4,6.411172,11.935416,6.480688,0.373607,False,6.5021,16,2,6.107081,6.107081,0.348013,2.250546,0.373607,0.0,0.0
iMF,32,5,84,16,2,8.532119,15.219203,6.074581,0.0,True,6.068291,16,2,8.532119,15.219203,6.074581,0.0,True,6.068291,16,2,6.074581,6.074581,0.346549,2.254056,0.359255,0.0,0.0
iMF,32,5,85,8,4,3.307631,5.350485,6.535328,0.383538,False,6.540386,8,4,3.307631,5.350485,6.535328,0.383538,False,6.540386,16,2,6.15179,6.15179,0.358962,2.271532,0.383538,0.0,0.0
iMF,32,5,86,32,1,11.15319,19.014547,6.382834,0.355253,False,6.333576,32,1,11.15319,19.014547,6.382834,0.355253,False,6.333576,16,2,6.027581,6.027581,0.355253,2.221922,0.352455,0.0,0.0
iMF,32,5,87,32,1,9.327269,14.687281,6.41498,0.35965,False,6.369512,32,1,9.327269,14.687281,6.41498,0.35965,False,6.369512,16,2,6.05533,6.05533,0.35965,2.266159,0.371729,0.0,0.0
iMF,32,5,88,4,8,4.580762,6.808612,7.209636,1.067606,False,7.216433,4,8,4.580762,6.808612,7.209636,1.067606,False,7.216433,16,2,6.14203,6.14203,0.342427,2.264347,0.363265,0.0,0.0
iMF,32,5,89,16,2,4.822275,7.22462,6.139895,0.0,True,6.130878,16,2,4.822275,7.22462,6.139895,0.0,True,6.130878,16,2,6.139895,6.139895,0.34707,2.21972,0.333002,0.0,0.0
iMF,32,5,90,32,1,14.24935,24.981341,6.328324,0.367616,False,6.286474,32,1,14.24935,24.981341,6.328324,0.367616,False,6.286474,16,2,5.960707,5.960707,0.367616,2.268668,0.340233,0.0,0.0
iMF,32,5,91,16,2,6.809283,12.196806,6.104913,0.0,True,6.097413,16,2,6.809283,12.196806,6.104913,0.0,True,6.097413,16,2,6.104913,6.104913,0.344153,2.230745,0.349774,0.0,0.0
iMF,32,5,92,16,2,3.050269,4.76185,6.171092,0.0,True,6.160773,16,2,3.050269,4.76185,6.171092,0.0,True,6.160773,16,2,6.171092,6.171092,0.349026,2.226111,0.350355,0.0,0.0
iMF,32,5,93,32,1,4.42934,6.451475,6.501211,0.356934,False,6.447202,32,1,4.42934,6.451475,6.501211,0.356934,False,6.447202,16,2,6.144277,6.144277,0.356934,2.26207,0.348233,0.0,0.0
iMF,32,5,94,16,2,5.769731,8.837889,6.123215,0.0,True,6.114894,16,2,5.769731,8.837889,6.123215,0.0,True,6.114894,16,2,6.123215,6.123215,0.346728,2.266925,0.35828,0.0,0.0
iMF,32,5,95,8,4,4.2824,6.909166,6.518166,0.373683,False,6.523941,8,4,4.2824,6.909166,6.518166,0.373683,False,6.523941,16,2,6.144483,6.144483,0.345074,2.252334,0.373683,0.0,0.0
iMF,32,5,96,32,1,4.964867,6.84023,6.491783,0.361565,False,6.431977,32,1,4.964867,6.84023,6.491783,0.361565,False,6.431977,16,2,6.130218,6.130218,0.361565,2.20079,0.353279,0.0,0.0
iMF,32,5,97,8,4,7.279131,12.754372,6.465407,0.367584,False,6.473384,16,2,7.212,13.156114,6.097823,0.0,True,6.090562,16,2,6.097823,6.097823,0.339346,2.251667,0.367584,0.0,0.0
iMF,32,5,98,32,1,5.691769,8.315695,6.478985,0.354937,False,6.430845,32,1,5.691769,8.315695,6.478985,0.354937,False,6.430845,16,2,6.124048,6.124048,0.354937,2.271961,0.362137,0.0,0.0
iMF,32,5,99,8,4,4.545756,7.237984,6.51353,0.382771,False,6.519498,8,4,4.545756,7.237984,6.51353,0.382771,False,6.519498,16,2,6.130759,6.130759,0.339452,2.262135,0.382771,0.0,0.0
iMF,32,5,100,8,4,3.642563,4.169768,6.529431,0.371717,False,6.534735,8,4,3.642563,4.169768,6.529431,0.371717,False,6.534735,16,2,6.157714,6.157714,0.344499,2.255859,0.371717,0.0,0.0
iMF,32,5,101,16,2,7.092425,12.425062,6.099928,0.0,True,6.09742,16,2,7.092425,12.425062,6.099928,0.0,True,6.09742,16,2,6.099928,6.099928,0.342039,2.260023,0.360716,0.0,0.0
iMF,32,5,102,16,2,3.13675,5.47528,6.16957,0.0,True,6.159314,16,2,3.13675,5.47528,6.16957,0.0,True,6.159314,16,2,6.16957,6.16957,0.346472,2.254436,0.351709,0.0,0.0
iMF,32,5,103,32,1,6.277825,11.134121,6.468668,0.352213,False,6.420958,16,2,6.1537,11.156689,6.116455,0.0,True,6.108416,16,2,6.116455,6.116455,0.352213,2.253088,0.357155,0.0,0.0
iMF,32,5,104,8,4,4.832425,8.443961,6.508483,0.37889,False,6.514662,8,4,4.832425,8.443961,6.508483,0.37889,False,6.514662,16,2,6.129593,6.129593,0.348124,2.252087,0.37889,0.0,0.0
iMF,32,5,105,16,2,11.948725,19.494649,6.014429,0.0,True,6.010651,16,2,11.948725,19.494649,6.014429,0.0,True,6.010651,16,2,6.014429,6.014429,0.344118,2.248333,0.350709,0.0,0.0
iMF,32,5,106,8,4,3.752138,5.979268,6.527502,0.380626,False,6.532887,8,4,3.752138,5.979268,6.527502,0.380626,False,6.532887,16,2,6.146876,6.146876,0.339356,2.262413,0.380626,0.0,0.0
iMF,32,5,107,4,8,9.207362,14.471316,7.128182,1.06183,False,7.138379,16,2,8.999506,14.632269,6.066352,0.0,True,6.060406,16,2,6.066352,6.066352,0.34708,2.260064,0.366167,0.0,0.0
iMF,32,5,108,2,16,11.192431,15.311905,8.21351,2.172566,False,8.265161,16,2,10.442681,15.743735,6.040944,0.0,True,6.036059,16,2,6.040944,6.040944,0.340433,2.260547,0.333927,0.0,0.0
iMF,32,5,109,16,2,6.609506,12.381079,6.10843,0.0,True,6.100727,8,4,6.476469,12.591634,6.479538,0.371109,False,6.486926,16,2,6.10843,6.10843,0.354558,2.257192,0.371109,0.0,0.0
iMF,32,5,110,4,8,12.516652,15.601586,7.06992,1.065491,False,7.041281,32,1,12.287609,16.031811,6.362862,0.358432,False,6.313595,16,2,6.004429,6.004429,0.358432,2.25594,0.366051,0.0,0.0
iMF,32,5,111,32,1,7.125869,10.110762,6.453737,0.355039,False,6.406651,32,1,7.125869,10.110762,6.453737,0.355039,False,6.406651,16,2,6.098699,6.098699,0.355039,2.263116,0.343571,0.0,0.0
iMF,32,5,112,32,1,11.82615,17.653598,6.370986,0.348701,False,6.327354,8,4,11.463781,17.78055,6.391734,0.369448,False,6.402787,16,2,6.022285,6.022285,0.348701,2.240564,0.369448,0.0,0.0
iMF,32,5,113,16,2,4.89319,6.178765,6.138647,0.0,True,6.125085,8,4,4.329652,6.247585,6.517334,0.378688,False,6.514884,16,2,6.138647,6.138647,0.350224,2.255657,0.378688,0.0,0.0
iMF,32,5,114,32,1,5.278013,7.73586,6.48627,0.354209,False,6.437825,16,2,5.267281,7.944907,6.132061,0.0,True,6.123371,16,2,6.132061,6.132061,0.354209,2.253658,0.359637,0.0,0.0
iMF,32,5,115,32,1,11.000056,22.829238,6.38553,0.360229,False,6.341291,32,1,11.000056,22.829238,6.38553,0.360229,False,6.341291,16,2,6.025301,6.025301,0.360229,2.243149,0.355571,0.0,0.0
iMF,32,5,116,1,32,9.23388,14.042415,8.349314,2.284567,False,8.420158,16,2,9.090706,14.364439,6.064747,0.0,True,6.065056,16,2,6.064747,6.064747,0.352258,2.284567,0.36609,0.0,0.0
iMF,32,5,117,8,4,5.895825,7.284662,6.489761,0.367588,False,6.496722,16,2,5.828919,7.359031,6.122173,0.0,True,6.113896,16,2,6.122173,6.122173,0.353624,2.261115,0.367588,0.0,0.0
iMF,32,5,118,4,8,6.375812,9.456179,7.178033,1.068488,False,7.186149,4,8,6.375812,9.456179,7.178033,1.068488,False,7.186149,16,2,6.109545,6.109545,0.353144,2.260357,0.371519,0.0,0.0
iMF,32,5,119,1,32,7.286588,13.571612,8.383597,2.285057,False,8.447963,16,2,7.17125,14.289047,6.09854,0.0,True,6.09125,16,2,6.09854,6.09854,0.336439,2.285057,0.365102,0.0,0.0
iMF,32,5,120,8,4,3.2426,4.490668,6.536473,0.36844,False,6.541483,16,2,3.224044,4.494131,6.168033,0.0,True,6.157841,16,2,6.168033,6.168033,0.34009,2.229868,0.36844,0.0,0.0
iMF,32,5,121,32,1,4.505697,6.702989,6.499867,0.357948,False,6.439294,8,4,4.476987,7.066722,6.514741,0.372821,False,6.506756,16,2,6.141919,6.141919,0.357948,2.245489,0.372821,0.0,0.0
iMF,32,5,122,32,1,5.763688,11.103681,6.477719,0.356095,False,6.429631,8,4,5.610075,11.632451,6.494792,0.373168,False,6.501542,16,2,6.121624,6.121624,0.356095,2.256667,0.373168,0.0,0.0
iMF,32,5,123,8,4,4.751516,7.248703,6.509907,0.376997,False,6.52339,8,4,4.751516,7.248703,6.509907,0.376997,False,6.52339,16,2,6.13291,6.13291,0.335301,2.262802,0.376997,0.0,0.0
iMF,32,5,124,4,8,12.036894,17.867447,7.078366,1.059493,False,7.090644,16,2,11.6963,18.027429,6.018874,0.0,True,6.01491,16,2,6.018874,6.018874,0.335428,2.276097,0.36696,0.0,0.0
iMF,32,5,125,16,2,3.7543,5.212946,6.158698,0.0,True,6.148896,16,2,3.7543,5.212946,6.158698,0.0,True,6.148896,16,2,6.158698,6.158698,0.34107,2.240534,0.353246,0.0,0.0
iMF,32,5,126,16,2,6.405437,10.317707,6.112023,0.0,True,6.104169,16,2,6.405437,10.317707,6.112023,0.0,True,6.104169,16,2,6.112023,6.112023,0.342549,2.226016,0.354045,0.0,0.0
