model,B,n_cal,subset,UCB_K,UCB_S,UCB_cal_mean,UCB_cal_ucb,UCB_heldout_risk,UCB_regret,UCB_near_optimal,UCB_heldout_micro_risk,ERM_K,ERM_S,ERM_cal_mean,ERM_cal_ucb,ERM_heldout_risk,ERM_regret,ERM_near_optimal,ERM_heldout_micro_risk,oracle_K,oracle_S,oracle_risk,fullval_heldout_risk,regret_pure_width,regret_pure_depth,regret_balanced,regret_historical,regret_fullval
iMF,16,25,156,8,2,7.982132,9.746566,6.272208,0.0,True,6.2815,8,2,7.982132,9.746566,6.272208,0.0,True,6.2815,8,2,6.272208,6.272208,0.266819,1.989135,0.618391,0.0,0.0
iMF,16,25,157,16,1,9.743452,12.069172,6.378854,0.290116,False,6.338289,16,1,9.743452,12.069172,6.378854,0.290116,False,6.338289,8,2,6.088738,6.088738,0.290116,1.938853,0.571031,0.0,0.0
iMF,16,25,158,16,1,6.266369,8.219078,6.708123,0.275891,False,6.661824,16,1,6.266369,8.219078,6.708123,0.275891,False,6.661824,8,2,6.432232,6.432232,0.275891,2.039018,0.62005,0.0,0.0
iMF,16,25,159,8,2,7.486749,9.812326,6.319119,0.0,True,6.350592,8,2,7.486749,9.812326,6.319119,0.0,True,6.350592,8,2,6.319119,6.319119,0.269186,2.011478,0.640174,0.0,0.0
iMF,16,25,160,8,2,7.595931,9.65127,6.30878,0.0,True,6.332329,8,2,7.595931,9.65127,6.30878,0.0,True,6.332329,8,2,6.30878,6.30878,0.249967,1.949568,0.588759,0.0,0.0
iMF,16,25,161,8,2,6.594597,8.489388,6.403603,0.0,True,6.397396,8,2,6.594597,8.489388,6.403603,0.0,True,6.397396,8,2,6.403603,6.403603,0.244209,1.946825,0.562518,0.0,0.0
iMF,16,25,162,8,2,7.275791,9.597344,6.339096,0.0,True,6.335777,8,2,7.275791,9.597344,6.339096,0.0,True,6.335777,8,2,6.339096,6.339096,0.262789,1.962251,0.602975,0.0,0.0
iMF,16,25,163,8,2,5.191661,6.745353,6.536457,0.0,True,6.53369,8,2,5.191661,6.745353,6.536457,0.0,True,6.53369,8,2,6.536457,6.536457,0.230021,1.954237,0.600658,0.0,0.0
iMF,16,25,164,8,2,5.78382,7.167664,6.480381,0.0,True,6.470736,8,2,5.78382,7.167664,6.480381,0.0,True,6.470736,8,2,6.480381,6.480381,0.212832,1.945109,0.594004,0.0,0.0
iMF,16,25,165,8,2,6.877817,8.454739,6.376783,0.0,True,6.37813,8,2,6.877817,8.454739,6.376783,0.0,True,6.37813,8,2,6.376783,6.376783,0.205899,1.999193,0.61339,0.0,0.0
iMF,16,25,166,8,2,4.186935,4.915502,6.631602,0.0,True,6.615186,8,2,4.186935,4.915502,6.631602,0.0,True,6.615186,8,2,6.631602,6.631602,0.257137,1.922376,0.600738,0.0,0.0
iMF,16,25,167,8,2,5.927557,8.043518,6.46677,0.0,True,6.498964,8,2,5.927557,8.043518,6.46677,0.0,True,6.498964,8,2,6.46677,6.46677,0.248872,1.963352,0.624504,0.0,0.0
iMF,16,25,168,8,2,6.976395,8.333565,6.367448,0.0,True,6.36286,8,2,6.976395,8.333565,6.367448,0.0,True,6.36286,8,2,6.367448,6.367448,0.229132,1.978096,0.616993,0.0,0.0
iMF,16,25,169,16,1,8.488609,11.016625,6.497684,0.281078,False,6.460808,16,1,8.488609,11.016625,6.497684,0.281078,False,6.460808,8,2,6.216606,6.216606,0.281078,1.963606,0.606822,0.0,0.0
iMF,16,25,170,16,1,8.448078,10.52109,6.501522,0.27016,False,6.478426,8,2,8.413465,10.625886,6.231362,0.0,True,6.243537,8,2,6.231362,6.231362,0.27016,1.944958,0.648481,0.0,0.0
iMF,16,25,171,8,2,7.787654,10.106898,6.290624,0.0,True,6.289476,8,2,7.787654,10.106898,6.290624,0.0,True,6.289476,8,2,6.290624,6.290624,0.197477,1.922031,0.579136,0.0,0.0
iMF,16,25,172,8,2,7.826196,9.558693,6.286975,0.0,True,6.28599,8,2,7.826196,9.558693,6.286975,0.0,True,6.28599,8,2,6.286975,6.286975,0.245695,1.944944,0.598427,0.0,0.0
iMF,16,25,173,8,2,6.710125,8.475714,6.392663,0.0,True,6.398175,8,2,6.710125,8.475714,6.392663,0.0,True,6.398175,8,2,6.392663,6.392663,0.269398,2.039105,0.615214,0.0,0.0
iMF,16,25,174,8,2,5.552516,6.771891,6.502285,0.0,True,6.491659,8,2,5.552516,6.771891,6.502285,0.0,True,6.491659,8,2,6.502285,6.502285,0.232663,1.96961,0.601386,0.0,0.0
iMF,16,25,175,8,2,7.737917,9.831255,6.295334,0.0,True,6.289312,8,2,7.737917,9.831255,6.295334,0.0,True,6.289312,8,2,6.295334,6.295334,0.236299,1.953663,0.614761,0.0,0.0
iMF,16,25,176,4,4,5.723652,6.959418,7.142894,0.645046,False,7.161003,8,2,5.599364,6.978895,6.497849,0.0,True,6.487422,8,2,6.497849,6.497849,0.270364,2.059331,0.645046,0.0,0.0
iMF,16,25,177,16,1,5.657539,6.754038,6.765778,0.277077,False,6.704973,16,1,5.657539,6.754038,6.765778,0.277077,False,6.704973,8,2,6.4887,6.4887,0.277077,1.979328,0.625464,0.0,0.0
iMF,16,25,178,8,2,5.017193,6.24508,6.552979,0.0,True,6.540083,8,2,5.017193,6.24508,6.552979,0.0,True,6.540083,8,2,6.552979,6.552979,0.239518,1.930358,0.578737,0.0,0.0
iMF,16,25,179,16,1,6.174743,8.027794,6.7168,0.277912,False,6.674148,16,1,6.174743,8.027794,6.7168,0.277912,False,6.674148,8,2,6.438888,6.438888,0.277912,1.943261,0.595179,0.0,0.0
iMF,16,25,180,8,2,4.789197,6.091265,6.574569,0.0,True,6.533844,8,2,4.789197,6.091265,6.574569,0.0,True,6.533844,8,2,6.574569,6.574569,0.253165,1.941226,0.606398,0.0,0.0
iMF,16,25,181,8,2,7.636648,9.35293,6.304924,0.0,True,6.297989,8,2,7.636648,9.35293,6.304924,0.0,True,6.297989,8,2,6.304924,6.304924,0.251904,1.911855,0.585574,0.0,0.0
iMF,16,25,182,8,2,4.225002,5.355023,6.627997,0.0,True,6.629014,8,2,4.225002,5.355023,6.627997,0.0,True,6.629014,8,2,6.627997,6.627997,0.258897,1.892624,0.595321,0.0,0.0
iMF,16,25,183,16,1,6.754376,9.326857,6.66191,0.295685,False,6.620485,16,1,6.754376,9.326857,6.66191,0.295685,False,6.620485,8,2,6.366226,6.366226,0.295685,1.96349,0.623814,0.0,0.0
iMF,16,25,184,8,2,5.425136,6.495749,6.514348,0.0,True,6.500044,8,2,5.425136,6.495749,6.514348,0.0,True,6.500044,8,2,6.514348,6.514348,0.223719,1.943567,0.623661,0.0,0.0
iMF,16,25,185,8,2,7.395163,8.825572,6.327792,0.0,True,6.286037,8,2,7.395163,8.825572,6.327792,0.0,True,6.286037,8,2,6.327792,6.327792,0.260439,1.987074,0.637041,0.0,0.0
iMF,16,25,186,16,1,6.282925,7.890137,6.706555,0.28194,False,6.660327,16,1,6.282925,7.890137,6.706555,0.28194,False,6.660327,8,2,6.424616,6.424616,0.28194,1.937487,0.617741,0.0,0.0
iMF,16,25,187,8,2,6.806313,8.049582,6.383554,0.0,True,6.384595,8,2,6.806313,8.049582,6.383554,0.0,True,6.384595,8,2,6.383554,6.383554,0.242095,2.034808,0.645144,0.0,0.0
iMF,16,25,188,8,2,4.770219,5.527103,6.576366,0.0,True,6.569748,8,2,4.770219,5.527103,6.576366,0.0,True,6.569748,8,2,6.576366,6.576366,0.199061,1.915052,0.581735,0.0,0.0
iMF,16,25,189,16,1,6.510358,8.196261,6.685018,0.254266,False,6.63252,8,2,6.3079,8.206259,6.430753,0.0,True,6.415916,8,2,6.430753,6.430753,0.254266,1.971303,0.642294,0.0,0.0
iMF,16,25,190,8,2,5.312779,6.34625,6.524988,0.0,True,6.513345,8,2,5.312779,6.34625,6.524988,0.0,True,6.513345,8,2,6.524988,6.524988,0.257663,1.928627,0.616502,0.0,0.0
iMF,16,25,191,8,2,6.5426,8.064905,6.408527,0.0,True,6.370681,8,2,6.5426,8.064905,6.408527,0.0,True,6.370681,8,2,6.408527,6.408527,0.265514,1.976001,0.586918,0.0,0.0
iMF,16,25,192,4,4,8.116453,9.786298,6.916303,0.662933,False,6.944558,4,4,8.116453,9.786298,6.916303,0.662933,False,6.944558,8,2,6.253371,6.253371,0.266156,2.068884,0.662933,0.0,0.0
iMF,16,25,193,16,1,4.995033,5.955901,6.828515,0.267406,False,6.791911,8,2,4.931335,5.982291,6.561109,0.0,True,6.559663,8,2,6.561109,6.561109,0.267406,1.944606,0.630119,0.0,0.0
iMF,16,25,194,8,2,5.254938,6.313268,6.530465,0.0,True,6.524864,8,2,5.254938,6.313268,6.530465,0.0,True,6.524864,8,2,6.530465,6.530465,0.225154,2.016296,0.606155,0.0,0.0
iMF,16,25,195,16,1,6.026506,7.999099,6.730838,0.293517,False,6.705319,16,1,6.026506,7.999099,6.730838,0.293517,False,6.705319,8,2,6.43732,6.43732,0.293517,2.035556,0.601502,0.0,0.0
iMF,16,25,196,8,2,5.313655,6.424467,6.524905,0.0,True,6.513266,8,2,5.313655,6.424467,6.524905,0.0,True,6.513266,8,2,6.524905,6.524905,0.265955,1.969085,0.625682,0.0,0.0
iMF,16,25,197,16,1,8.030505,10.209226,6.541065,0.301651,False,6.517975,16,1,8.030505,10.209226,6.541065,0.301651,False,6.517975,8,2,6.239414,6.239414,0.301651,2.029697,0.605294,0.0,0.0
iMF,16,25,198,16,1,7.954204,10.209622,6.54829,0.263758,False,6.509148,8,2,7.851983,10.392902,6.284533,0.0,True,6.283657,8,2,6.284533,6.284533,0.263758,1.995861,0.572402,0.0,0.0
iMF,16,25,199,16,1,6.797229,8.684619,6.657852,0.296579,False,6.621724,16,1,6.797229,8.684619,6.657852,0.296579,False,6.621724,8,2,6.361274,6.361274,0.296579,1.93479,0.54168,0.0,0.0
iMF,16,50,0,8,2,5.735648,6.70907,6.563321,0.0,True,6.58055,8,2,5.735648,6.70907,6.563321,0.0,True,6.58055,8,2,6.563321,6.563321,0.219411,1.977496,0.653711,0.0,0.0
iMF,16,50,1,16,1,7.419236,8.941523,6.513146,0.338673,False,6.471841,16,1,7.419236,8.941523,6.513146,0.338673,False,6.471841,8,2,6.174473,6.174473,0.338673,2.034874,0.640771,0.0,0.0
iMF,16,50,2,8,2,5.373333,6.249501,6.639119,0.0,True,6.648702,8,2,5.373333,6.249501,6.639119,0.0,True,6.648702,8,2,6.639119,6.639119,0.222102,1.911827,0.575473,0.0,0.0
iMF,16,50,3,8,2,5.428238,6.243023,6.627633,0.0,True,6.616599,8,2,5.428238,6.243023,6.627633,0.0,True,6.616599,8,2,6.627633,6.627633,0.235262,1.985025,0.653065,0.0,0.0
iMF,16,50,4,8,2,5.590767,6.327492,6.593631,0.0,True,6.577452,8,2,5.590767,6.327492,6.593631,0.0,True,6.577452,8,2,6.593631,6.593631,0.282125,1.885326,0.51005,0.0,0.0
iMF,16,50,5,8,2,6.971525,8.19177,6.30477,0.0,True,6.295236,8,2,6.971525,8.19177,6.30477,0.0,True,6.295236,8,2,6.30477,6.30477,0.228571,1.966222,0.605133,0.0,0.0
iMF,16,50,6,8,2,5.598737,6.693381,6.591964,0.0,True,6.574919,8,2,5.598737,6.693381,6.591964,0.0,True,6.574919,8,2,6.591964,6.591964,0.2864,1.957536,0.67008,0.0,0.0
iMF,16,50,7,8,2,7.257911,8.641175,6.244856,0.0,True,6.208726,8,2,7.257911,8.641175,6.244856,0.0,True,6.208726,8,2,6.244856,6.244856,0.218462,1.92362,0.537325,0.0,0.0
iMF,16,50,8,8,2,6.410267,7.744965,6.422188,0.0,True,6.383192,8,2,6.410267,7.744965,6.422188,0.0,True,6.383192,8,2,6.422188,6.422188,0.193788,2.011382,0.632597,0.0,0.0
iMF,16,50,9,8,2,6.157902,7.071353,6.474984,0.0,True,6.456575,8,2,6.157902,7.071353,6.474984,0.0,True,6.456575,8,2,6.474984,6.474984,0.204156,2.109304,0.661143,0.0,0.0
iMF,16,50,10,16,1,6.876002,8.021165,6.626794,0.309244,False,6.57957,16,1,6.876002,8.021165,6.626794,0.309244,False,6.57957,8,2,6.317549,6.317549,0.309244,2.016675,0.639492,0.0,0.0
iMF,16,50,11,8,2,7.483472,8.976647,6.197668,0.0,True,6.184231,8,2,7.483472,8.976647,6.197668,0.0,True,6.184231,8,2,6.197668,6.197668,0.167697,1.928677,0.538597,0.0,0.0
iMF,16,50,12,8,2,6.306873,7.60927,6.443818,0.0,True,6.479087,8,2,6.306873,7.60927,6.443818,0.0,True,6.479087,8,2,6.443818,6.443818,0.22348,1.924171,0.601929,0.0,0.0
iMF,16,50,13,8,2,7.54049,9.060553,6.185739,0.0,True,6.214094,8,2,7.54049,9.060553,6.185739,0.0,True,6.214094,8,2,6.185739,6.185739,0.209305,1.979174,0.595381,0.0,0.0
iMF,16,50,14,8,2,7.656046,9.160214,6.161564,0.0,True,6.081564,8,2,7.656046,9.160214,6.161564,0.0,True,6.081564,8,2,6.161564,6.161564,0.201949,1.874766,0.519283,0.0,0.0
iMF,16,50,15,8,2,7.167185,8.712436,6.263837,0.0,True,6.281548,8,2,7.167185,8.712436,6.263837,0.0,True,6.281548,8,2,6.263837,6.263837,0.253016,1.879148,0.60343,0.0,0.0
iMF,16,50,16,8,2,6.794956,8.112179,6.341709,0.0,True,6.350086,8,2,6.794956,8.112179,6.341709,0.0,True,6.350086,8,2,6.341709,6.341709,0.259546,1.964144,0.549024,0.0,0.0
iMF,16,50,17,16,1,6.663598,7.925862,6.67123,0.318057,False,6.639413,16,1,6.663598,7.925862,6.67123,0.318057,False,6.639413,8,2,6.353172,6.353172,0.318057,1.964814,0.725286,0.0,0.0
iMF,16,50,18,8,2,5.172202,5.999039,6.681197,0.0,True,6.660707,8,2,5.172202,5.999039,6.681197,0.0,True,6.660707,8,2,6.681197,6.681197,0.28133,1.940726,0.625981,0.0,0.0
iMF,16,50,19,8,2,6.674739,7.705715,6.366859,0.0,True,6.392261,8,2,6.674739,7.705715,6.366859,0.0,True,6.392261,8,2,6.366859,6.366859,0.220703,2.061101,0.581412,0.0,0.0
iMF,16,50,20,8,2,5.636988,6.58399,6.583961,0.0,True,6.578958,8,2,5.636988,6.58399,6.583961,0.0,True,6.578958,8,2,6.583961,6.583961,0.20394,1.860864,0.497923,0.0,0.0
iMF,16,50,21,8,2,7.217217,8.642476,6.25337,0.0,True,6.245451,8,2,7.217217,8.642476,6.25337,0.0,True,6.245451,8,2,6.25337,6.25337,0.175376,1.89498,0.632406,0.0,0.0
iMF,16,50,22,16,1,7.642309,9.330845,6.466478,0.287806,False,6.411088,8,2,7.574272,9.350415,6.178672,0.0,True,6.158989,8,2,6.178672,6.178672,0.287806,1.938734,0.530846,0.0,0.0
iMF,16,50,23,8,2,6.98878,8.464382,6.30116,0.0,True,6.324216,8,2,6.98878,8.464382,6.30116,0.0,True,6.324216,8,2,6.30116,6.30116,0.245279,1.997217,0.625488,0.0,0.0
iMF,16,50,24,8,2,7.706278,9.256547,6.151056,0.0,True,6.168095,8,2,7.706278,9.256547,6.151056,0.0,True,6.168095,8,2,6.151056,6.151056,0.265171,2.015464,0.680358,0.0,0.0
iMF,16,50,25,8,2,5.983373,7.103885,6.511496,0.0,True,6.512692,8,2,5.983373,7.103885,6.511496,0.0,True,6.512692,8,2,6.511496,6.511496,0.240417,1.89776,0.563197,0.0,0.0
iMF,16,50,26,8,2,7.407715,8.643112,6.213516,0.0,True,6.20778,8,2,7.407715,8.643112,6.213516,0.0,True,6.20778,8,2,6.213516,6.213516,0.194152,2.146122,0.649176,0.0,0.0
iMF,16,50,27,8,2,5.568543,6.456844,6.59828,0.0,True,6.549531,8,2,5.568543,6.456844,6.59828,0.0,True,6.549531,8,2,6.59828,6.59828,0.270138,2.029505,0.566977,0.0,0.0
iMF,16,50,28,8,2,6.369031,7.255762,6.430814,0.0,True,6.43257,8,2,6.369031,7.255762,6.430814,0.0,True,6.43257,8,2,6.430814,6.430814,0.188511,1.883795,0.605385,0.0,0.0
iMF,16,50,29,16,1,6.364769,7.368985,6.733746,0.304836,False,6.681581,16,1,6.364769,7.368985,6.733746,0.304836,False,6.681581,8,2,6.42891,6.42891,0.304836,1.968454,0.596787,0.0,0.0
iMF,16,50,30,8,2,6.234791,7.287205,6.458898,0.0,True,6.445468,8,2,6.234791,7.287205,6.458898,0.0,True,6.445468,8,2,6.458898,6.458898,0.178027,2.040271,0.629491,0.0,0.0
iMF,16,50,31,8,2,7.110121,8.347497,6.275775,0.0,True,6.269963,8,2,7.110121,8.347497,6.275775,0.0,True,6.269963,8,2,6.275775,6.275775,0.25245,1.955543,0.551466,0.0,0.0
iMF,16,50,32,8,2,5.951717,6.948935,6.518119,0.0,True,6.512575,8,2,5.951717,6.948935,6.518119,0.0,True,6.512575,8,2,6.518119,6.518119,0.173341,1.933344,0.62586,0.0,0.0
iMF,16,50,33,8,2,5.774573,6.851399,6.555178,0.0,True,6.554154,8,2,5.774573,6.851399,6.555178,0.0,True,6.554154,8,2,6.555178,6.555178,0.249608,1.894981,0.563673,0.0,0.0
iMF,16,50,34,8,2,7.240308,8.743505,6.248539,0.0,True,6.27211,8,2,7.240308,8.743505,6.248539,0.0,True,6.27211,8,2,6.248539,6.248539,0.223505,2.034113,0.563678,0.0,0.0
iMF,16,50,35,8,2,5.355195,6.221224,6.642914,0.0,True,6.651311,8,2,5.355195,6.221224,6.642914,0.0,True,6.651311,8,2,6.642914,6.642914,0.235678,2.009344,0.585184,0.0,0.0
iMF,16,50,36,16,1,7.442191,8.848637,6.508344,0.283338,False,6.458363,8,2,7.352796,8.890147,6.225006,0.0,True,6.190092,8,2,6.225006,6.225006,0.283338,1.939137,0.6001,0.0,0.0
iMF,16,50,37,8,2,7.770622,9.249067,6.137594,0.0,True,6.155542,8,2,7.770622,9.249067,6.137594,0.0,True,6.155542,8,2,6.137594,6.137594,0.253521,2.152426,0.651324,0.0,0.0
iMF,16,50,38,8,2,7.862298,9.341684,6.118415,0.0,True,6.134364,8,2,7.862298,9.341684,6.118415,0.0,True,6.134364,8,2,6.118415,6.118415,0.281687,1.915235,0.512109,0.0,0.0
iMF,16,50,39,8,2,7.231945,8.875763,6.250288,0.0,True,6.257824,8,2,7.231945,8.875763,6.250288,0.0,True,6.257824,8,2,6.250288,6.250288,0.237785,1.962414,0.546963,0.0,0.0
iMF,16,50,40,8,2,7.965658,9.489518,6.096792,0.0,True,6.059554,8,2,7.965658,9.489518,6.096792,0.0,True,6.059554,8,2,6.096792,6.096792,0.216146,1.893366,0.577855,0.0,0.0
iMF,16,50,41,8,2,6.285571,7.516003,6.448275,0.0,True,6.480482,8,2,6.285571,7.516003,6.448275,0.0,True,6.480482,8,2,6.448275,6.448275,0.244412,1.959377,0.569503,0.0,0.0
iMF,16,50,42,8,2,5.780081,6.683836,6.554026,0.0,True,6.539796,8,2,5.780081,6.683836,6.554026,0.0,True,6.539796,8,2,6.554026,6.554026,0.246543,1.961955,0.569513,0.0,0.0
iMF,16,50,43,8,2,5.36176,6.284563,6.64154,0.0,True,6.642092,8,2,5.36176,6.284563,6.64154,0.0,True,6.642092,8,2,6.64154,6.64154,0.201676,1.856764,0.5286,0.0,0.0
iMF,16,50,44,8,2,6.341936,7.366701,6.436483,0.0,True,6.363023,8,2,6.341936,7.366701,6.436483,0.0,True,6.363023,8,2,6.436483,6.436483,0.214442,1.969415,0.592626,0.0,0.0
iMF,16,50,45,8,2,5.837227,7.09944,6.54207,0.0,True,6.528429,8,2,5.837227,7.09944,6.54207,0.0,True,6.528429,8,2,6.54207,6.54207,0.261011,2.044968,0.631484,0.0,0.0
iMF,16,50,46,16,1,6.595477,8.001853,6.685481,0.304029,False,6.62773,16,1,6.595477,8.001853,6.685481,0.304029,False,6.62773,8,2,6.381452,6.381452,0.304029,2.036916,0.63019,0.0,0.0
iMF,16,50,47,8,2,4.392107,5.156038,6.844397,0.0,True,6.833831,8,2,4.392107,5.156038,6.844397,0.0,True,6.833831,8,2,6.844397,6.844397,0.206195,2.078954,0.581451,0.0,0.0
iMF,16,50,48,8,2,6.078086,7.101384,6.491682,0.0,True,6.496912,8,2,6.078086,7.101384,6.491682,0.0,True,6.496912,8,2,6.491682,6.491682,0.169753,1.897976,0.553675,0.0,0.0
iMF,16,50,49,8,2,7.134615,8.444912,6.27065,0.0,True,6.270371,8,2,7.134615,8.444912,6.27065,0.0,True,6.270371,8,2,6.27065,6.27065,0.242759,2.041995,0.588414,0.0,0.0
iMF,16,50,50,8,2,6.019605,7.174123,6.503916,0.0,True,6.504332,8,2,6.019605,7.174123,6.503916,0.0,True,6.504332,8,2,6.503916,6.503916,0.227429,1.933254,0.630164,0.0,0.0
iMF,16,50,51,8,2,5.9885,6.796729,6.510423,0.0,True,6.489138,8,2,5.9885,6.796729,6.510423,0.0,True,6.489138,8,2,6.510423,6.510423,0.248081,1.875047,0.532045,0.0,0.0
iMF,16,50,52,8,2,5.339583,6.047704,6.64618,0.0,True,6.651857,8,2,5.339583,6.047704,6.64618,0.0,True,6.651857,8,2,6.64618,6.64618,0.269821,1.968654,0.560674,0.0,0.0
iMF,16,50,53,8,2,6.829042,7.977457,6.334578,0.0,True,6.338157,8,2,6.829042,7.977457,6.334578,0.0,True,6.338157,8,2,6.334578,6.334578,0.254751,1.921327,0.578105,0.0,0.0
iMF,16,50,54,4,4,6.939138,7.935528,7.037065,0.721555,False,7.079854,8,2,6.920184,7.953053,6.31551,0.0,True,6.328973,8,2,6.31551,6.31551,0.250397,2.056873,0.721555,0.0,0.0
iMF,16,50,55,8,2,6.366351,7.575674,6.431375,0.0,True,6.391979,8,2,6.366351,7.575674,6.431375,0.0,True,6.391979,8,2,6.431375,6.431375,0.269567,1.991222,0.598228,0.0,0.0
iMF,16,50,56,8,2,7.964094,9.470605,6.097119,0.0,True,6.096596,8,2,7.964094,9.470605,6.097119,0.0,True,6.096596,8,2,6.097119,6.097119,0.291799,2.111466,0.635225,0.0,0.0
iMF,16,50,57,8,2,6.172415,7.485103,6.471947,0.0,True,6.490125,8,2,6.172415,7.485103,6.471947,0.0,True,6.490125,8,2,6.471947,6.471947,0.2703,2.007483,0.621275,0.0,0.0
iMF,16,50,58,8,2,6.027492,6.949497,6.502266,0.0,True,6.422446,8,2,6.027492,6.949497,6.502266,0.0,True,6.422446,8,2,6.502266,6.502266,0.224021,1.941731,0.561229,0.0,0.0
iMF,16,50,59,8,2,6.741331,7.722156,6.352927,0.0,True,6.363421,8,2,6.741331,7.722156,6.352927,0.0,True,6.363421,8,2,6.352927,6.352927,0.219916,2.112289,0.633915,0.0,0.0
iMF,16,50,60,8,2,6.413343,7.326821,6.421544,0.0,True,6.384488,8,2,6.413343,7.326821,6.421544,0.0,True,6.384488,8,2,6.421544,6.421544,0.227151,2.073744,0.617106,0.0,0.0
iMF,16,50,61,8,2,6.112869,7.207943,6.484405,0.0,True,6.497992,8,2,6.112869,7.207943,6.484405,0.0,True,6.497992,8,2,6.484405,6.484405,0.229204,1.857311,0.650933,0.0,0.0
iMF,16,50,62,8,2,6.920202,8.233121,6.315507,0.0,True,6.341137,8,2,6.920202,8.233121,6.315507,0.0,True,6.341137,8,2,6.315507,6.315507,0.233777,1.954923,0.60746,0.0,0.0
iMF,16,50,63,8,2,6.542107,7.910801,6.394606,0.0,True,6.380002,8,2,6.542107,7.910801,6.394606,0.0,True,6.380002,8,2,6.394606,6.394606,0.270314,2.082,0.640583,0.0,0.0
iMF,16,50,64,8,2,8.13257,9.767432,6.061873,0.0,True,6.029686,8,2,8.13257,9.767432,6.061873,0.0,True,6.029686,8,2,6.061873,6.061873,0.257861,2.002213,0.5479,0.0,0.0
iMF,16,50,65,8,2,6.054137,6.936408,6.496692,0.0,True,6.52997,8,2,6.054137,6.936408,6.496692,0.0,True,6.52997,8,2,6.496692,6.496692,0.232982,2.011955,0.624624,0.0,0.0
iMF,16,50,66,8,2,6.276159,7.24999,6.450244,0.0,True,6.441123,8,2,6.276159,7.24999,6.450244,0.0,True,6.441123,8,2,6.450244,6.450244,0.245013,2.119779,0.617289,0.0,0.0
iMF,16,50,67,16,1,6.247546,7.493945,6.75827,0.299441,False,6.722498,8,2,6.235124,7.579648,6.458828,0.0,True,6.465779,8,2,6.458828,6.458828,0.299441,1.995515,0.646313,0.0,0.0
iMF,16,50,68,8,2,6.483789,7.766381,6.406806,0.0,True,6.425532,8,2,6.483789,7.766381,6.406806,0.0,True,6.425532,8,2,6.406806,6.406806,0.224556,2.044614,0.627207,0.0,0.0
iMF,16,50,69,8,2,5.903759,6.911921,6.528152,0.0,True,6.502831,8,2,5.903759,6.911921,6.528152,0.0,True,6.502831,8,2,6.528152,6.528152,0.276763,1.940174,0.654876,0.0,0.0
iMF,16,50,70,8,2,6.445248,7.703791,6.414869,0.0,True,6.414458,8,2,6.445248,7.703791,6.414869,0.0,True,6.414458,8,2,6.414869,6.414869,0.21314,1.956831,0.637904,0.0,0.0
iMF,16,50,71,8,2,7.851227,9.490964,6.120731,0.0,True,6.082298,8,2,7.851227,9.490964,6.120731,0.0,True,6.082298,8,2,6.120731,6.120731,0.203246,1.994811,0.57814,0.0,0.0
iMF,16,50,72,16,1,7.021272,8.092932,6.596402,0.341466,False,6.527954,16,1,7.021272,8.092932,6.596402,0.341466,False,6.527954,8,2,6.254936,6.254936,0.341466,2.032234,0.580147,0.0,0.0
iMF,16,50,73,8,2,5.823352,6.702351,6.544973,0.0,True,6.50768,8,2,5.823352,6.702351,6.544973,0.0,True,6.50768,8,2,6.544973,6.544973,0.233252,1.983588,0.524227,0.0,0.0
iMF,16,50,74,8,2,7.038824,8.404567,6.29069,0.0,True,6.289424,8,2,7.038824,8.404567,6.29069,0.0,True,6.289424,8,2,6.29069,6.29069,0.219836,1.892652,0.642975,0.0,0.0
iMF,16,50,75,8,2,8.073628,9.686376,6.074204,0.0,True,6.098629,8,2,8.073628,9.686376,6.074204,0.0,True,6.098629,8,2,6.074204,6.074204,0.212561,1.883402,0.540262,0.0,0.0
iMF,16,50,76,8,2,6.309033,7.692845,6.443366,0.0,True,6.459197,8,2,6.309033,7.692845,6.443366,0.0,True,6.459197,8,2,6.443366,6.443366,0.277953,2.100607,0.711542,0.0,0.0
iMF,16,50,77,8,2,5.995817,7.000803,6.508892,0.0,True,6.496885,8,2,5.995817,7.000803,6.508892,0.0,True,6.496885,8,2,6.508892,6.508892,0.249093,1.963363,0.630015,0.0,0.0
iMF,16,50,78,8,2,6.779686,7.705893,6.344903,0.0,True,6.347969,8,2,6.779686,7.705893,6.344903,0.0,True,6.347969,8,2,6.344903,6.344903,0.243387,1.920639,0.568628,0.0,0.0
iMF,16,50,79,8,2,6.861966,8.000074,6.32769,0.0,True,6.316253,8,2,6.861966,8.000074,6.32769,0.0,True,6.316253,8,2,6.32769,6.32769,0.2569,1.989331,0.64299,0.0,0.0
iMF,16,50,80,8,2,5.39005,6.319497,6.635622,0.0,True,6.628073,8,2,5.39005,6.319497,6.635622,0.0,True,6.628073,8,2,6.635622,6.635622,0.246218,1.901949,0.614371,0.0,0.0
iMF,16,50,81,8,2,7.016812,8.32926,6.295295,0.0,True,6.285392,8,2,7.016812,8.32926,6.295295,0.0,True,6.285392,8,2,6.295295,6.295295,0.241459,1.964794,0.669719,0.0,0.0
iMF,16,50,82,8,2,8.055744,9.604898,6.077945,0.0,True,6.087153,8,2,8.055744,9.604898,6.077945,0.0,True,6.087153,8,2,6.077945,6.077945,0.189852,1.981218,0.608635,0.0,0.0
iMF,16,50,83,8,2,5.978463,7.01509,6.512523,0.0,True,6.509037,8,2,5.978463,7.01509,6.512523,0.0,True,6.509037,8,2,6.512523,6.512523,0.231419,1.850097,0.569358,0.0,0.0
