epoch,train_mse,val_mse,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
31,0.9510922780768438,0.5154129862785339,0.5154129862785339,nan,nan,nan,nan,0.001,72.35199760994874,2302.2277963981032,20721.177734375,0,29,2,
32,0.9880265784534541,0.5207904577255249,0.5207904577255249,nan,nan,nan,nan,0.001,72.35205611214042,2374.5798525102437,20721.177734375,0,29,3,
33,0.9593434168533845,0.5214764475822449,0.5214764475822449,nan,nan,nan,nan,0.001,72.31798168900423,2446.897834199248,20721.177734375,0,29,4,
34,0.9632457303729924,0.5208744406700134,0.5208744406700134,nan,nan,nan,nan,0.001,72.29923784197308,2519.197072041221,20721.177734375,0,29,5,
35,0.9343747257509015,0.5202779769897461,0.5202779769897461,nan,nan,nan,nan,0.001,72.30480231810361,2591.5018743593246,20721.177734375,0,29,6,
36,1.0103777753358538,0.5157280564308167,0.5157280564308167,nan,nan,nan,nan,0.001,72.41720503615215,2663.9190793954767,20721.177734375,0,29,7,
37,0.9626388924365694,0.511017382144928,0.511017382144928,nan,nan,nan,nan,0.001,72.2876539779827,2736.2067333734594,20721.177734375,1,37,0,best
38,0.9833846394988623,0.5174716711044312,0.5174716711044312,nan,nan,nan,nan,0.001,72.29454863001592,2808.5012820034754,20721.177734375,0,37,1,
39,0.9256557401608337,0.5228603482246399,0.5228603482246399,nan,nan,nan,nan,0.001,72.33568649482913,2880.8369684983045,20721.177734375,0,37,2,
40,0.9867605599490079,0.5263638496398926,0.5263638496398926,nan,nan,nan,nan,0.001,72.30101092485711,2953.1379794231616,20721.177734375,0,37,3,
41,0.9876480343563309,0.519987165927887,0.519987165927887,nan,nan,nan,nan,0.001,60.87490923400037,3014.012888657162,20702.357421875,0,37,4,
42,0.9488371840932153,0.5186305642127991,0.5186305642127991,nan,nan,nan,nan,0.001,72.35395296383649,3086.3668416209985,20721.177734375,0,37,5,
43,0.9356176007877697,0.5164480209350586,0.5164480209350586,nan,nan,nan,nan,0.001,72.37604264798574,3158.742884268984,20721.177734375,0,37,6,
44,0.9610913427038626,0.5176395177841187,0.5176395177841187,nan,nan,nan,nan,0.001,72.33491900889203,3231.0778032778762,20721.177734375,0,37,7,
45,0.9787007211961529,0.5202135443687439,0.5202135443687439,nan,nan,nan,nan,0.001,72.3114663369488,3303.389269614825,20721.177734375,0,37,8,
46,0.9360018759288571,0.5124780535697937,0.5124780535697937,nan,nan,nan,nan,0.001,72.36159460782073,3375.7508642226458,20721.177734375,0,37,9,
47,1.03539601103826,0.5222135782241821,0.5222135782241821,nan,nan,nan,nan,0.001,72.30792377796024,3448.058788000606,20721.177734375,0,37,10,
48,0.9912222073836761,0.5080568790435791,0.5080568790435791,nan,nan,nan,nan,0.001,72.32072812505066,3520.3795161256567,20721.177734375,1,48,0,best
49,0.9776761207390915,0.5134710669517517,0.5134710669517517,nan,nan,nan,nan,0.001,72.33159271092154,3592.711108836578,20721.177734375,0,48,1,
50,0.9137720076875253,0.5108523964881897,0.5108523964881897,nan,nan,nan,nan,0.001,72.31240003090352,3665.0235088674817,20721.177734375,0,48,2,
51,0.9811922997913577,0.5138291716575623,0.5138291716575623,nan,nan,nan,nan,0.001,72.38445566222072,3737.4079645297024,20721.177734375,0,48,3,
52,0.9907493241808631,0.5176556706428528,0.5176556706428528,nan,nan,nan,nan,0.001,72.35757379303686,3809.7655383227393,20721.177734375,0,48,4,
53,1.0128279508514837,0.511750340461731,0.511750340461731,nan,nan,nan,nan,0.001,72.29917029011995,3882.0647086128592,20721.177734375,0,48,5,
54,0.9868785793131049,0.5147922039031982,0.5147922039031982,nan,nan,nan,nan,0.001,72.36105335108005,3954.4257619639393,20721.177734375,0,48,6,
55,1.0245244922963055,0.515815794467926,0.515815794467926,nan,nan,nan,nan,0.001,72.351373068057,4026.7771350319963,20721.177734375,0,48,7,
56,0.9896586320616982,0.5117421746253967,0.5117421746253967,nan,nan,nan,nan,0.001,72.25001099403016,4099.0271460260265,20721.177734375,0,48,8,
57,0.9938740402460098,0.5140866637229919,0.5140866637229919,nan,nan,nan,nan,0.001,72.3483482929878,4171.375494319014,20721.177734375,0,48,9,
58,0.9944597165692937,0.5123963356018066,0.5123963356018066,nan,nan,nan,nan,0.001,72.4420030200854,4243.8174973391,20721.177734375,0,48,10,
59,1.0333224670453505,0.5143048167228699,0.5143048167228699,nan,nan,nan,nan,0.001,72.40647576586343,4316.223973104963,20721.177734375,0,48,11,
60,0.9673155158758163,0.5221421122550964,0.5221421122550964,nan,nan,nan,nan,0.001,72.35214022314176,4388.576113328105,20721.177734375,0,48,12,
61,0.9424378269098022,0.5128992795944214,0.5128992795944214,nan,nan,nan,nan,0.001,72.36537220096216,4460.941485529067,20721.177734375,0,48,13,
62,0.9367804756907167,0.5140768885612488,0.5140768885612488,nan,nan,nan,nan,0.001,60.753762010950595,4521.695247540018,20702.357421875,0,48,14,
63,0.9673856885595755,0.5171010494232178,0.5171010494232178,nan,nan,nan,nan,0.001,72.32679887209088,4594.0220464121085,20721.177734375,0,48,15,
64,0.960760623961687,0.5144619941711426,0.5144619941711426,nan,nan,nan,nan,0.001,72.34700832003728,4666.369054732146,20721.177734375,0,48,16,
65,0.9778803347186609,0.5176078677177429,0.5176078677177429,nan,nan,nan,nan,0.001,72.31285768002272,4738.6819124121685,20721.177734375,0,48,17,
66,0.9755517761815679,0.5139756202697754,0.5139756202697754,nan,nan,nan,nan,0.001,72.38529486511834,4811.067207277287,20721.177734375,0,48,18,
67,0.9704040557146072,0.5087306499481201,0.5087306499481201,nan,nan,nan,nan,0.001,72.35937476507388,4883.426582042361,20721.177734375,0,48,19,
68,0.9867136256261305,0.5189430117607117,0.5189430117607117,nan,nan,nan,nan,0.001,72.26669010403566,4955.693272146396,20721.177734375,0,48,20,early_stop(patience=20)
