corpus,task,arm,nfe,metric,subject_macro_mean,ci_lo,ci_hi,pooled_mean,n_units,n_subjects,gen_seconds
wesad_resp,Resp,iMF,1,RR,4.992614911969751,4.813186813186813,5.172043010752688,4.994565217391305,184,2,1.8048003599978983
wesad_resp,Resp,iMF,2,RR,5.095710740872031,4.9010989010989015,5.290322580645161,5.0978260869565215,184,2,3.1767525407485664
wesad_resp,Resp,iMF,4,RR,5.122356138485171,4.8791208791208796,5.365591397849462,5.125,184,2,6.367749582976103
wesad_resp,Resp,iMF,50,RR,4.8959588798298475,4.824175824175824,4.967741935483871,4.896739130434782,184,2,80.89727890258655
