epoch,train_mse,val_mse,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
45,215.05927047729492,218.9570770263672,218.9570770263672,nan,nan,nan,nan,0.001,71.96311099291779,2984.4848491696175,19201.044921875,1,45,0,best
46,213.8780731201172,221.09561157226562,221.09561157226562,nan,nan,nan,nan,0.001,71.92433940409683,3056.4091885737143,19201.044921875,0,45,1,
47,195.09920610700334,221.68360900878906,221.68360900878906,nan,nan,nan,nan,0.001,6.66082995897159,3063.070018532686,19094.482421875,0,45,2,
48,210.5862788807262,226.05979919433594,226.05979919433594,nan,nan,nan,nan,0.001,71.99700549594127,3135.067024028627,19201.044921875,0,45,3,
49,208.47743474786932,230.97096252441406,230.97096252441406,nan,nan,nan,nan,0.001,71.98069751891308,3207.0477215475403,19201.044921875,0,45,4,
50,209.3080808466131,221.82948303222656,221.82948303222656,nan,nan,nan,nan,0.001,72.00473271287046,3279.0524542604107,19201.044921875,0,45,5,
51,212.2520846973766,223.1584014892578,223.1584014892578,nan,nan,nan,nan,0.001,71.95005413889885,3351.0025083993096,19201.044921875,0,45,6,
52,206.5642994967374,224.36050415039062,224.36050415039062,nan,nan,nan,nan,0.001,71.92705979198217,3422.9295681912918,19201.044921875,0,45,7,
53,205.75137571855024,227.53981018066406,227.53981018066406,nan,nan,nan,nan,0.001,72.03666398883797,3494.9662321801297,19201.044921875,0,45,8,
54,206.34681902798738,226.3715362548828,226.3715362548828,nan,nan,nan,nan,0.001,71.97794407093897,3566.9441762510687,19201.044921875,0,45,9,
55,193.30999319893974,227.10177612304688,227.10177612304688,nan,nan,nan,nan,0.001,6.683500438928604,3573.6276766899973,19094.482421875,0,45,10,
56,205.66152447787198,225.48361206054688,225.48361206054688,nan,nan,nan,nan,0.001,71.94223658693954,3645.569913276937,19201.044921875,0,45,11,
57,205.5684066772461,223.12437438964844,223.12437438964844,nan,nan,nan,nan,0.001,71.93117627385072,3717.5010895507876,19201.044921875,0,45,12,
58,204.55582559758966,224.1702117919922,224.1702117919922,nan,nan,nan,nan,0.001,71.9437984789256,3789.444888029713,19201.044921875,0,45,13,
59,204.0010432850231,225.90037536621094,225.90037536621094,nan,nan,nan,nan,0.001,71.90829167584889,3861.353179705562,19201.044921875,0,45,14,
60,200.76140795621004,223.840087890625,223.840087890625,nan,nan,nan,nan,0.001,71.96224500914104,3933.315424714703,19201.044921875,0,45,15,
61,199.20757113370027,227.76596069335938,227.76596069335938,nan,nan,nan,nan,0.001,71.93040331010707,4005.24582802481,19201.044921875,0,45,16,
62,203.12467124245384,231.58697509765625,231.58697509765625,nan,nan,nan,nan,0.001,71.90969373309053,4077.1555217579007,19201.044921875,0,45,17,
63,201.91329302106584,221.49087524414062,221.49087524414062,nan,nan,nan,nan,0.001,6.69518079305999,4083.8507025509607,19094.482421875,0,45,18,
64,201.9543716430664,231.34571838378906,231.34571838378906,nan,nan,nan,nan,0.001,71.95759327406995,4155.808295825031,19201.044921875,0,45,19,
65,199.90274138017134,228.1416778564453,228.1416778564453,nan,nan,nan,nan,0.001,72.00204549590126,4227.810341320932,19201.044921875,0,45,20,early_stop(patience=20)
