epoch,train_loss_weighted,train_mse,train_u_abs,train_dudt_abs,w_mean,w_median,w_p01,w_p10,w_p25,w_p75,w_p90,w_p99,w_min,w_max,w_std,w_saturation_frac,w_near_lower_frac,delta2_mean,val_imf_mse_fixed,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
10,0.9999273305589502,0.42533537952060047,0.9074012018062851,0.66579954915426,0.007266823929438198,0.005804605146510188,0.0006094213945289084,0.0015548584988044406,0.0030668324849102645,0.009806353875054893,0.014343456957827915,0.0229813719147139,0.0004993304068379571,0.024804900810969147,0.005786932003155182,0.0,0.0024857954545454545,435.5434261668812,0.45494466002051237,0.45494466002051237,nan,nan,nan,nan,0.001,197.27647806098685,2168.6880384786054,19216.23681640625,0,7,3,
11,0.9999273520979014,0.40437058200213044,0.9004354680126364,0.6410128921947696,0.00726461537626826,0.005794068529609252,0.0006089520948741914,0.0014966067465800072,0.0030668078339658677,0.009839105707677927,0.014352464481172236,0.022833542997779493,0.0004982023862381042,0.024597095099108464,0.005780511582799425,0.0,0.0017755681818181818,414.0754747564142,0.41326395939823973,0.41326395939823973,nan,nan,nan,nan,0.001,197.12536246189848,2365.813400940504,19216.23681640625,0,7,4,
12,0.9999260929497805,0.39274927232075824,0.9032616799527948,0.6302182551134716,0.007390633327039806,0.005912712821207772,0.000634057758708712,0.0015706024863571986,0.0031261557395654647,0.010053049303083258,0.014428240956145932,0.023286145301112397,0.0005128102136340699,0.025136473643678155,0.005878528435608711,0.0,0.001846590909090909,402.17525444030764,0.49732225772529803,0.49732225772529803,nan,nan,nan,nan,0.001,197.27759954798967,2563.0910004884936,19216.23681640625,0,7,5,
13,0.9999266318299553,0.40354089604860005,0.9016072788021782,0.6409325172278014,0.007336756860075349,0.005926541356496852,0.0006107501685950079,0.001517010496040298,0.003062448860675266,0.010006635066714476,0.014391183957923204,0.02309969285164367,0.0005031314445111755,0.02493053367996419,0.005855029984906485,0.0,0.0019176136363636364,413.22587883689187,0.42267867418072497,0.42267867418072497,nan,nan,nan,nan,0.001,197.17256967606954,2760.263570164563,19216.23681640625,0,7,6,
14,0.9999251154336062,0.3992156048389998,0.9001087650656701,0.6179818334904584,0.007488329637668688,0.005949044952020896,0.0006417712752987758,0.001555303469649516,0.003065589348923161,0.01024839639854194,0.014882230707867579,0.023400002929636024,0.0005329292491079617,0.025049896843054077,0.005975742663510821,0.0,0.002556818181818182,408.7967779332941,0.43524568346741177,0.43524568346741177,nan,nan,nan,nan,0.001,197.2472680308856,2957.5108381954487,19216.23681640625,0,7,7,
15,0.9999248824336312,0.4131174523383379,0.9063920951702378,0.6278542906723239,0.007511792580639436,0.005975922423584217,0.0006063634817440867,0.0015392803667716429,0.0030638431828596034,0.010254332633816044,0.014833931116895242,0.023930677043443375,0.000483747119219722,0.0258919753303582,0.006055252810686149,0.0,0.0019886363636363634,423.03226831609555,0.4462338119371249,0.4462338119371249,nan,nan,nan,nan,0.001,197.39189691492356,3154.9027351103723,19216.23681640625,0,7,8,
16,0.9999237801540982,0.3857812124897133,0.8997435419396921,0.6190016045489094,0.007622036256361753,0.006043449669166214,0.0006416129189181612,0.0015532057444612622,0.003171478845020333,0.010346594217910685,0.014996351576833562,0.02447687711736018,0.000529854616541508,0.02654706222132187,0.006171972650124437,0.0,0.0022727272727272726,395.0399611386386,0.3962528708490544,0.3962528708490544,nan,nan,nan,nan,0.001,197.65705423406325,3352.5597893444356,19216.23681640625,0,7,9,
17,0.9999225403774868,0.38880602331324055,0.8976802098480138,0.618528309261257,0.007745807489845902,0.006155544334747405,0.0006247189973940046,0.0015857893676597583,0.003191576699662784,0.010602289571596141,0.015262828801165928,0.024455339353616264,0.0005044458684251781,0.02630818064790219,0.006212407590779053,0.0,0.0020596590909090907,398.1373665202748,0.39876718783512455,0.39876718783512455,nan,nan,nan,nan,0.001,197.52434220607392,3550.0841315505095,19216.23681640625,0,7,10,
18,0.9999216589060697,0.4284556147049774,0.9102421474727718,0.6162094479257411,0.007833912502974272,0.006251661862056194,0.0006060560745688484,0.0015547775937937497,0.0031647816496181555,0.010703186288645321,0.01550750330259854,0.02497855475892059,0.0004926579826722197,0.026873788330703974,0.0063510358137798244,0.0,0.00234375,438.7385501167991,0.37996906964120647,0.37996906964120647,nan,nan,nan,nan,0.001,197.21703628380783,3747.3011678343173,19216.23681640625,0,7,11,
19,0.9999216441403735,0.37744878290051764,0.9051645204424859,0.6153430856764317,0.00783569803884761,0.006228492765115913,0.0006523459904201445,0.0016066307526753833,0.0032101029919100587,0.0106957834510302,0.015582121639851142,0.02482579980807548,0.0005307167480830024,0.02670615759720518,0.0063230351767164066,0.0,0.0022017045454545453,386.5075516787442,0.36693095592105246,0.36693095592105246,nan,nan,nan,nan,0.001,197.15719025814906,3944.4583580924664,19216.23681640625,0,7,12,
20,0.9999221641509259,0.3943433127686626,0.9012890130770012,0.6102608468363194,0.007783452945868256,0.006109589144658765,0.000645810839910279,0.0015867262659785262,0.0031263791479531657,0.010540744939900405,0.015498612656212244,0.02520516929038561,0.000527366192832009,0.02720475437302814,0.006394191874735709,0.0,0.00305520908021536,403.8075541511911,0.4084212765186198,0.4084212765186198,nan,nan,nan,nan,0.001,176.90382049884647,4121.362178591313,19197.41650390625,0,7,13,
21,0.9999214612624862,0.4298928225920959,0.9141942457719283,0.6414510208774696,0.007853640320668504,0.006164904691765762,0.0005931954403174379,0.001515123516913842,0.0031431351865070277,0.010798358467449858,0.01571313121610067,0.02521648035300049,0.0004905659381527337,0.02719378825912083,0.006444502628239041,0.0,0.0029119318181818183,440.21025057705964,0.4204910328771668,0.4204910328771668,nan,nan,nan,nan,0.001,197.36242825491354,4318.724606846226,19216.23681640625,0,7,14,
22,0.9999199310486967,0.38941186795180494,0.9060439298098738,0.6060100892050699,0.008006707461423833,0.006305604414294728,0.0006254050987990923,0.0016287210738730872,0.0032295244454871863,0.010890363927253267,0.01598704319701276,0.025711703711104664,0.0005012929450127889,0.027816192429004745,0.006529743089446459,0.0,0.002414772727272727,398.75775410045276,0.4040648560670833,0.4040648560670833,nan,nan,nan,nan,0.001,197.47024923888966,4516.194856085116,19216.23681640625,0,7,15,
23,0.9999208458445289,0.4206727967343547,0.9111759303645655,0.6337365968660875,0.007915484534830533,0.006215406423540447,0.0006379072483882323,0.001535845541167708,0.0031521454969399864,0.010891230455176397,0.01576663749504157,0.02537766237192872,0.000532132341540794,0.0274375883100385,0.006473625215320763,0.0,0.002556818181818182,430.76894146312367,0.409622567810384,0.409622567810384,nan,nan,nan,nan,0.001,197.49904696200974,4713.693903047126,19216.23681640625,0,7,16,
24,0.9999204485253854,0.38914732211692765,0.9076457489620555,0.6078325575725598,0.007955031160434538,0.006239305514397777,0.0006425769377694286,0.0015874654569911814,0.0031787860442736102,0.010894958809314464,0.01598102680238133,0.02550125658639114,0.0005316846310754706,0.027437939609146932,0.00650221112512306,0.0,0.0019176136363636364,398.4868569460782,0.49485477943322775,0.49485477943322775,nan,nan,nan,nan,0.001,197.21325216791593,4910.907155215042,19216.23681640625,0,7,17,
25,0.9999197336760435,0.415109994770451,0.9152650303461335,0.6228150770745494,0.008026567211543972,0.006291800788709555,0.0006373209030822513,0.001574880731211372,0.0031726342215816577,0.010993484274314886,0.01593865809792822,0.026056828256696463,0.0005242301926211274,0.028117911380038343,0.006601484360131012,0.0,0.002840909090909091,425.0726362748579,0.36830395587093767,0.36830395587093767,nan,nan,nan,nan,0.001,197.46294215810485,5108.370097373147,19216.23681640625,0,7,18,
26,0.9999192642894659,0.3907326473092491,0.9122949478301134,0.6257239154116674,0.008073274565818297,0.006280422924001786,0.0006193368420843564,0.0015465192403512032,0.0031316344417229463,0.01104662375926802,0.016340186419388787,0.026142676509070126,0.000505156529336339,0.02812221334739165,0.006694165257398378,0.0,0.002556818181818182,400.110232890736,0.4349356761007832,0.4349356761007832,nan,nan,nan,nan,0.001,197.45364534808323,5305.82374272123,19216.23681640625,0,7,19,
27,0.9999177542599764,0.3816816664554856,0.914079915935343,0.6136652292175726,0.008224654408298771,0.006379577056610618,0.0006384592110407538,0.0015733808127565267,0.003259842997067608,0.011247323455543003,0.01640422269913622,0.0270153802967715,0.0005281592474251408,0.029236194485036487,0.006878787485501644,0.0,0.002556818181818182,390.8420283577659,0.408158276406273,0.408158276406273,nan,nan,nan,nan,0.001,196.98860272020102,5502.812345441431,19216.23681640625,0,7,20,early_stop(patience=20)
