epoch,train_loss,train_mae_monitor,val_mae_batchmean,val_mae_window,val_cfm_loss,val_cfm_fixed,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
60,0.15557534701444886,0.1193678609349511,nan,nan,nan,0.16856398664671798,0.16856398664671798,nan,nan,nan,0.001,73.04175297287293,4569.902107089991,18409.638671875,0,47,13,
61,0.15699971494349566,0.12046981558881023,nan,nan,nan,0.16684682584251587,0.16684682584251587,nan,nan,nan,0.001,73.11387911904603,4643.015986209037,18409.638671875,0,47,14,
62,0.15377235564995895,0.11976471116597003,nan,nan,nan,0.1674798030330479,0.1674798030330479,nan,nan,nan,0.001,73.02491013798863,4716.040896347025,18409.638671875,0,47,15,
63,0.15397319654849442,0.12103659910234538,nan,nan,nan,0.1661057835864768,0.1661057835864768,nan,nan,nan,0.001,73.0636448781006,4789.104541225126,18409.638671875,0,47,16,
64,0.15451834916391155,0.11936170645058156,nan,nan,nan,0.16445091611826768,0.16445091611826768,15.727247525495894,0.6562353295415623,0.9837371110916138,0.001,81.64453257713467,4870.749073802261,18409.638671875,1,64,0,best
65,0.15431224192407997,0.11928871290927584,nan,nan,nan,0.19078863299493765,0.19078863299493765,nan,nan,nan,0.001,72.93939499300905,4943.68846879527,18409.638671875,0,64,1,
66,0.15752978998829018,0.12092822177166289,nan,nan,nan,0.16833953547540964,0.16833953547540964,nan,nan,nan,0.001,72.982418613974,5016.670887409244,18409.638671875,0,64,2,
67,0.15678986040028658,0.1199450624937361,nan,nan,nan,0.1703736579702767,0.1703736579702767,nan,nan,nan,0.001,72.99629278597422,5089.667180195218,18409.638671875,0,64,3,
68,0.15434832799841058,0.11918578320606188,nan,nan,nan,0.16758942951890454,0.16758942951890454,nan,nan,nan,0.001,73.01283688889816,5162.680017084116,18409.638671875,0,64,4,
69,0.1526684623211622,0.1192289627072486,nan,nan,nan,0.16615930971690346,0.16615930971690346,14.10437983277404,0.6546700087982709,0.9066563248634338,0.001,81.68376820301637,5244.3637852871325,18409.638671875,0,64,5,
70,0.15296231399882923,0.11942611600865018,nan,nan,nan,0.16783256282013775,0.16783256282013775,nan,nan,nan,0.001,72.98696442111395,5317.350749708246,18409.638671875,0,64,6,
71,0.15509155751629308,0.11800039241259748,nan,nan,nan,0.171531648998446,0.171531648998446,nan,nan,nan,0.001,72.95410583214834,5390.304855540395,18409.638671875,0,64,7,
72,0.15299585326151413,0.11978692195632241,nan,nan,nan,0.16662440734242678,0.16662440734242678,nan,nan,nan,0.001,73.10414017201401,5463.408995712409,18409.638671875,0,64,8,
73,0.1531863240355795,0.11944164237515494,nan,nan,nan,0.16497107083348445,0.16497107083348445,nan,nan,nan,0.001,72.97584027610719,5536.384835988516,18409.638671875,0,64,9,
74,0.15386604724282568,0.11788237308236686,nan,nan,nan,0.16729266215593386,0.16729266215593386,12.274670626535755,0.6695303079827284,0.9149402379989624,0.001,81.66404374595731,5618.048879734473,18409.638671875,0,64,10,
75,0.1537507034160874,0.11938012018799782,nan,nan,nan,0.16680557710949453,0.16680557710949453,nan,nan,nan,0.001,72.9740872818511,5691.022967016324,18409.638671875,0,64,11,
76,0.15370229963551868,0.1184396099976518,nan,nan,nan,0.16725281832178118,0.16725281832178118,nan,nan,nan,0.001,73.07374016009271,5764.096707176417,18409.638671875,0,64,12,
77,0.15433616550131277,0.11970425874672153,nan,nan,nan,0.18109553246030125,0.18109553246030125,nan,nan,nan,0.001,73.0378842940554,5837.1345914704725,18409.638671875,0,64,13,
78,0.15497714233669369,0.11882348385724155,nan,nan,nan,0.16597998100081762,0.16597998100081762,nan,nan,nan,0.001,73.01127341599204,5910.145864886465,18409.638671875,0,64,14,
79,0.15152290663258597,0.11723906512964856,nan,nan,nan,0.16662254900557083,0.16662254900557083,12.426084105366455,0.6908233698223251,1.0440971851348877,0.001,81.62288905587047,5991.768753942335,18409.638671875,0,64,15,
80,0.15141797807406296,0.11852704520252617,nan,nan,nan,0.16436034172220004,0.16436034172220004,nan,nan,nan,0.001,73.04426499409601,6064.813018936431,18409.638671875,0,64,16,
81,0.1534847338429906,0.11980549703267487,nan,nan,nan,0.16541464470004108,0.16541464470004108,nan,nan,nan,0.001,72.99313600407913,6137.80615494051,18409.638671875,0,64,17,
82,0.1532651563937014,0.11892714710398154,nan,nan,nan,0.16642374796323497,0.16642374796323497,nan,nan,nan,0.001,72.92296938295476,6210.729124323465,18409.638671875,0,64,18,
83,0.15307761816815896,0.11747045615179973,nan,nan,nan,0.18523946322770798,0.18523946322770798,nan,nan,nan,0.001,72.97136639500968,6283.700490718475,18409.638671875,0,64,19,
84,0.15470894178883596,0.1185874803499742,nan,nan,nan,0.1692478465991775,0.1692478465991775,15.04560491731842,0.5880100160461018,0.8978896141052246,0.001,81.65041183400899,6365.350902552484,18409.638671875,0,64,20,early_stop(patience=20)
