d90,d90_sd,d95,d95_sd,d_PR,d_PR_sd,n_folds,pca_k,pca_k_sd,representation
245.0,11.157956802210698,311.25,7.39509972887452,4.163067467831509,0.24899674938944327,4,128.0,0.0,FULL
310.75,3.112474899497183,361.0,2.5495097567963922,143.91595257868386,17.69042436581886,4,128.0,0.0,QRS
164.75,1.920286436967152,193.5,2.179449471770337,176.92501804764555,2.6797358687864814,4,128.0,0.0,HF
231.0,12.30853362509117,300.25,8.042853971072706,3.8619363573314742,0.22648702988397404,4,-1.0,0.0,GT
