round,global_step,s,bin,n,h_mean,beta_mean,w_mean,effective_w_mean,delta2_mean,u_norm_mean,dudt_norm_mean,hdudt_norm_mean
36,7848,0.88,"[0.7,1.0)",57,0.747521,1.0,0.0052929,0.0052929,313.5064,33.172,18.0859,13.5518
36,7848,0.88,boundary(r=t),6949,0.0,1.0,0.00843605,0.00843605,142.1958,0.0,0.0,0.0
37,8066,0.876667,"[0.0,0.1)",1809,0.049959,1.0,0.0084383,0.0084383,150.2733,32.9492,32.3394,1.564
37,8066,0.876667,"[0.1,0.3)",2951,0.193861,1.0,0.0066331,0.0066331,205.2277,33.0819,31.3565,6.1196
37,8066,0.876667,"[0.3,0.5)",1613,0.387494,1.0,0.0053869,0.0053869,289.2634,32.9249,26.4401,10.0397
37,8066,0.876667,"[0.5,0.7)",520,0.574532,1.0,0.00608244,0.00608244,204.6764,32.6298,16.9294,9.6413
37,8066,0.876667,"[0.7,1.0)",57,0.74703,1.0,0.00665041,0.00665041,203.6846,32.1602,13.6132,10.126
37,8066,0.876667,boundary(r=t),6949,0.0,1.0,0.00849598,0.00849598,140.5336,0.0,0.0,0.0
38,8284,0.873333,"[0.0,0.1)",1792,0.049721,1.0,0.00827188,0.00827188,153.9647,32.9773,33.143,1.6124
38,8284,0.873333,"[0.1,0.3)",2968,0.193202,1.0,0.00659879,0.00659879,204.3584,32.9943,31.8912,6.2066
38,8284,0.873333,"[0.3,0.5)",1593,0.38654,1.0,0.00532724,0.00532724,300.3276,33.0376,27.4322,10.3796
38,8284,0.873333,"[0.5,0.7)",537,0.574133,1.0,0.00632516,0.00632516,218.5069,32.7789,17.5875,10.0609
38,8284,0.873333,"[0.7,1.0)",60,0.760625,1.0,0.0053792,0.0053792,343.1583,32.5981,18.7327,14.3403
38,8284,0.873333,boundary(r=t),6949,0.0,1.0,0.008536,0.008536,141.6888,0.0,0.0,0.0
39,8502,0.87,"[0.0,0.1)",1787,0.049135,1.0,0.00856938,0.00856938,148.7595,33.0417,32.3086,1.5658
39,8502,0.87,"[0.1,0.3)",2861,0.192172,1.0,0.00671253,0.00671253,204.3844,33.1724,31.7096,6.1272
39,8502,0.87,"[0.3,0.5)",1691,0.385344,1.0,0.00536586,0.00536586,302.055,33.0733,27.2591,10.299
39,8502,0.87,"[0.5,0.7)",552,0.57637,1.0,0.00619009,0.00619009,217.5741,32.7076,17.5111,10.0583
39,8502,0.87,"[0.7,1.0)",59,0.755812,1.0,0.00588728,0.00588728,249.1369,32.651,15.9362,12.0408
39,8502,0.87,boundary(r=t),6949,0.0,1.0,0.00853992,0.00853992,141.6648,0.0,0.0,0.0
40,8720,0.866667,"[0.0,0.1)",1799,0.049784,1.0,0.00860409,0.00860409,148.9919,32.9942,32.665,1.5929
40,8720,0.866667,"[0.1,0.3)",2941,0.191074,1.0,0.0067204,0.0067204,203.42,33.1782,32.2882,6.1653
40,8720,0.866667,"[0.3,0.5)",1587,0.38636,1.0,0.00542595,0.00542595,309.3727,33.0148,28.0086,10.5492
40,8720,0.866667,"[0.5,0.7)",569,0.574588,1.0,0.00617569,0.00617569,208.6739,32.6208,17.3604,9.9005
40,8720,0.866667,"[0.7,1.0)",54,0.753713,1.0,0.00656422,0.00656422,245.3068,32.3859,15.3632,11.5951
40,8720,0.866667,boundary(r=t),6949,0.0,1.0,0.00859617,0.00859617,140.4169,0.0,0.0,0.0
41,8938,0.863333,"[0.0,0.1)",1843,0.049071,1.0,0.0084484,0.0084484,151.6299,33.0224,33.2696,1.5813
41,8938,0.863333,"[0.1,0.3)",2950,0.194131,1.0,0.00649095,0.00649095,212.6911,33.1462,33.2093,6.4674
41,8938,0.863333,"[0.3,0.5)",1568,0.387865,1.0,0.00535347,0.00535347,314.8646,33.0379,28.0385,10.6639
41,8938,0.863333,"[0.5,0.7)",524,0.576423,1.0,0.00633171,0.00633171,215.9227,32.8079,17.4632,9.9966
41,8938,0.863333,"[0.7,1.0)",65,0.747426,1.0,0.00574039,0.00574039,251.8852,32.8253,15.3268,11.478
41,8938,0.863333,boundary(r=t),6949,0.0,1.0,0.00858383,0.00858383,139.9072,0.0,0.0,0.0
42,9156,0.86,"[0.0,0.1)",1892,0.049981,1.0,0.00853882,0.00853882,149.2121,33.0649,33.2944,1.6306
42,9156,0.86,"[0.1,0.3)",2934,0.193505,1.0,0.00653964,0.00653964,210.5857,33.2359,32.7373,6.3819
42,9156,0.86,"[0.3,0.5)",1566,0.389005,1.0,0.00541189,0.00541189,305.9691,32.9603,27.3778,10.4631
42,9156,0.86,"[0.5,0.7)",501,0.572769,1.0,0.00635416,0.00635416,201.4354,32.6633,17.0355,9.672
42,9156,0.86,"[0.7,1.0)",57,0.742572,1.0,0.00564572,0.00564572,322.4358,33.3681,17.4666,12.9623
42,9156,0.86,boundary(r=t),6949,0.0,1.0,0.00866301,0.00866301,138.487,0.0,0.0,0.0
43,9374,0.856667,"[0.0,0.1)",1806,0.049729,1.0,0.00849932,0.00849932,152.1389,32.9032,32.3654,1.5555
43,9374,0.856667,"[0.1,0.3)",2882,0.194042,1.0,0.00663767,0.00663767,206.2875,33.0685,31.8451,6.2281
43,9374,0.856667,"[0.3,0.5)",1634,0.38764,1.0,0.00540236,0.00540236,301.3258,33.1051,26.906,10.2077
43,9374,0.856667,"[0.5,0.7)",565,0.576656,1.0,0.00613484,0.00613484,223.77,32.6761,17.4388,9.9539
43,9374,0.856667,"[0.7,1.0)",63,0.747552,1.0,0.00637611,0.00637611,253.7379,31.8519,15.2648,11.3896
43,9374,0.856667,boundary(r=t),6949,0.0,1.0,0.00863683,0.00863683,140.4081,0.0,0.0,0.0
44,9592,0.853333,"[0.0,0.1)",1775,0.049445,1.0,0.00867119,0.00867119,148.7842,32.9029,31.9978,1.5345
44,9592,0.853333,"[0.1,0.3)",2959,0.193195,1.0,0.00678428,0.00678428,200.9929,33.1587,31.5919,6.1217
44,9592,0.853333,"[0.3,0.5)",1629,0.384816,1.0,0.00521217,0.00521217,305.7025,33.1236,28.1103,10.5722
44,9592,0.853333,"[0.5,0.7)",536,0.574634,1.0,0.00621571,0.00621571,210.2623,32.6699,17.5028,9.9935
44,9592,0.853333,"[0.7,1.0)",51,0.751872,1.0,0.00687707,0.00687707,195.1419,32.5173,14.4919,10.8774
44,9592,0.853333,boundary(r=t),6949,0.0,1.0,0.00867437,0.00867437,138.7887,0.0,0.0,0.0
45,9810,0.85,"[0.0,0.1)",1807,0.049661,1.0,0.0087848,0.0087848,146.157,33.0067,32.622,1.5792
45,9810,0.85,"[0.1,0.3)",2942,0.194171,1.0,0.00676397,0.00676397,205.151,33.1611,31.8903,6.2401
45,9810,0.85,"[0.3,0.5)",1562,0.38445,1.0,0.00536741,0.00536741,299.2403,33.0689,27.8146,10.478
45,9810,0.85,"[0.5,0.7)",581,0.574391,1.0,0.00600417,0.00600417,221.9948,33.0282,17.8575,10.1988
45,9810,0.85,"[0.7,1.0)",58,0.746265,1.0,0.00621808,0.00621808,260.0816,32.3216,16.4496,12.2767
45,9810,0.85,boundary(r=t),6949,0.0,1.0,0.00863227,0.00863227,139.9385,0.0,0.0,0.0
46,10028,0.846667,"[0.0,0.1)",1867,0.050065,1.0,0.0084802,0.0084802,147.6103,33.0679,33.8069,1.6727
46,10028,0.846667,"[0.1,0.3)",2936,0.192804,1.0,0.00667209,0.00667209,211.8498,33.1488,32.37,6.3402
46,10028,0.846667,"[0.3,0.5)",1549,0.388744,1.0,0.00533174,0.00533174,304.6647,33.0247,27.9092,10.6455
46,10028,0.846667,"[0.5,0.7)",536,0.57631,1.0,0.00595899,0.00595899,241.6955,32.939,18.9468,10.8564
46,10028,0.846667,"[0.7,1.0)",62,0.743981,1.0,0.00536938,0.00536938,290.1145,32.8129,17.3629,12.954
46,10028,0.846667,boundary(r=t),6949,0.0,1.0,0.00878871,0.00878871,138.0528,0.0,0.0,0.0
47,10246,0.843333,"[0.0,0.1)",1842,0.048368,1.0,0.00870314,0.00870314,146.5529,33.0386,33.6932,1.6165
47,10246,0.843333,"[0.1,0.3)",2858,0.191836,1.0,0.00659803,0.00659803,214.4018,33.2238,33.439,6.4916
47,10246,0.843333,"[0.3,0.5)",1626,0.385547,1.0,0.00530735,0.00530735,300.1867,32.9298,27.8212,10.4803
47,10246,0.843333,"[0.5,0.7)",558,0.575364,1.0,0.00594963,0.00594963,226.2516,33.0017,18.5788,10.605
47,10246,0.843333,"[0.7,1.0)",66,0.759175,1.0,0.00497577,0.00497577,331.5695,32.9305,19.0496,14.4919
47,10246,0.843333,boundary(r=t),6949,0.0,1.0,0.00868764,0.00868764,139.1165,0.0,0.0,0.0
48,10464,0.84,"[0.0,0.1)",1805,0.04996,1.0,0.00851381,0.00851381,149.2397,32.9183,33.3879,1.6306
48,10464,0.84,"[0.1,0.3)",2886,0.190873,1.0,0.00675032,0.00675032,202.8935,33.1928,32.0068,6.1427
48,10464,0.84,"[0.3,0.5)",1652,0.389685,1.0,0.00536532,0.00536532,326.7757,33.1546,28.6774,10.9569
48,10464,0.84,"[0.5,0.7)",548,0.574936,1.0,0.00615859,0.00615859,220.9435,32.8028,18.0275,10.2908
48,10464,0.84,"[0.7,1.0)",59,0.756362,1.0,0.00605878,0.00605878,315.9891,32.6709,16.768,12.7036
48,10464,0.84,boundary(r=t),6949,0.0,1.0,0.0087077,0.0087077,138.1452,0.0,0.0,0.0
49,10682,0.836667,"[0.0,0.1)",1827,0.049674,1.0,0.00895425,0.00895425,143.4268,33.0541,32.2541,1.545
49,10682,0.836667,"[0.1,0.3)",2927,0.192893,1.0,0.00666436,0.00666436,209.9016,33.1886,32.8153,6.415
49,10682,0.836667,"[0.3,0.5)",1627,0.38388,1.0,0.00516921,0.00516921,329.4527,33.1697,29.6059,11.1525
49,10682,0.836667,"[0.5,0.7)",509,0.571447,1.0,0.0061932,0.0061932,227.3524,32.7438,18.454,10.4525
49,10682,0.836667,"[0.7,1.0)",60,0.751457,1.0,0.00638536,0.00638536,200.3926,32.4945,14.7392,11.0497
49,10682,0.836667,boundary(r=t),6949,0.0,1.0,0.00873704,0.00873704,138.2979,0.0,0.0,0.0
50,10900,0.833333,"[0.0,0.1)",1828,0.050815,1.0,0.00869106,0.00869106,146.6868,33.1265,32.179,1.5743
50,10900,0.833333,"[0.1,0.3)",2884,0.192912,1.0,0.00673633,0.00673633,207.7596,33.1423,32.2648,6.2917
50,10900,0.833333,"[0.3,0.5)",1637,0.385598,1.0,0.00520351,0.00520351,326.2276,33.2104,29.4166,11.0936
50,10900,0.833333,"[0.5,0.7)",546,0.57405,1.0,0.00605342,0.00605342,234.2732,32.8844,18.2695,10.3945
50,10900,0.833333,"[0.7,1.0)",55,0.750995,1.0,0.00625795,0.00625795,213.0859,32.4741,14.9806,11.2057
50,10900,0.833333,boundary(r=t),6949,0.0,1.0,0.00886443,0.00886443,136.1501,0.0,0.0,0.0
51,11118,0.83,"[0.0,0.1)",1829,0.050202,1.0,0.00887167,0.00887167,145.7087,33.012,32.8149,1.5997
51,11118,0.83,"[0.1,0.3)",2882,0.19281,1.0,0.00668076,0.00668076,213.4768,33.1139,33.0065,6.4553
51,11118,0.83,"[0.3,0.5)",1649,0.386678,1.0,0.00520956,0.00520956,333.8993,33.125,29.3988,11.1343
51,11118,0.83,"[0.5,0.7)",527,0.573891,1.0,0.00593299,0.00593299,229.5066,32.9532,18.933,10.8284
51,11118,0.83,"[0.7,1.0)",63,0.743279,1.0,0.00595771,0.00595771,223.6171,32.1831,16.5501,12.2764
51,11118,0.83,boundary(r=t),6949,0.0,1.0,0.00879019,0.00879019,137.0377,0.0,0.0,0.0
52,11336,0.826667,"[0.0,0.1)",1870,0.048753,1.0,0.00901202,0.00901202,144.8488,33.0656,33.0422,1.5656
52,11336,0.826667,"[0.1,0.3)",2885,0.190947,1.0,0.00685135,0.00685135,207.308,33.2106,32.3795,6.249
52,11336,0.826667,"[0.3,0.5)",1630,0.386171,1.0,0.00528826,0.00528826,315.9556,33.208,28.6065,10.8495
52,11336,0.826667,"[0.5,0.7)",511,0.575564,1.0,0.00631755,0.00631755,232.974,32.8448,18.1728,10.3923
52,11336,0.826667,"[0.7,1.0)",54,0.754811,1.0,0.00613433,0.00613433,249.0159,32.9042,16.0573,12.1387
52,11336,0.826667,boundary(r=t),6949,0.0,1.0,0.00890427,0.00890427,135.746,0.0,0.0,0.0
53,11554,0.823333,"[0.0,0.1)",1753,0.049836,1.0,0.00883866,0.00883866,147.3355,33.0741,33.2353,1.6092
53,11554,0.823333,"[0.1,0.3)",3001,0.191864,1.0,0.00681996,0.00681996,207.6128,33.3071,32.1079,6.2189
53,11554,0.823333,"[0.3,0.5)",1575,0.388707,1.0,0.0053537,0.0053537,321.4333,33.1386,28.0408,10.752
53,11554,0.823333,"[0.5,0.7)",553,0.573917,1.0,0.00605362,0.00605362,219.3558,33.0274,17.8114,10.1623
53,11554,0.823333,"[0.7,1.0)",68,0.742654,1.0,0.00544893,0.00544893,326.4443,32.6297,18.9369,14.1694
53,11554,0.823333,boundary(r=t),6949,0.0,1.0,0.00894925,0.00894925,135.3428,0.0,0.0,0.0
54,11772,0.82,"[0.0,0.1)",1812,0.049096,1.0,0.00897323,0.00897323,143.9059,33.0197,32.0767,1.5369
54,11772,0.82,"[0.1,0.3)",2888,0.192246,1.0,0.00682309,0.00682309,209.6352,33.1594,32.2146,6.3039
54,11772,0.82,"[0.3,0.5)",1607,0.38722,1.0,0.00507094,0.00507094,343.7232,33.15,30.3425,11.4859
54,11772,0.82,"[0.5,0.7)",579,0.570229,1.0,0.00600212,0.00600212,228.6348,32.9784,18.1556,10.2999
54,11772,0.82,"[0.7,1.0)",64,0.748507,1.0,0.0058022,0.0058022,265.4535,32.4503,16.6094,12.5698
54,11772,0.82,boundary(r=t),6949,0.0,1.0,0.00897624,0.00897624,135.3474,0.0,0.0,0.0
55,11990,0.816667,"[0.0,0.1)",1841,0.049885,1.0,0.00891957,0.00891957,143.1449,32.9844,32.5351,1.5786
55,11990,0.816667,"[0.1,0.3)",2940,0.193544,1.0,0.00679656,0.00679656,209.0659,33.3437,32.2072,6.3242
55,11990,0.816667,"[0.3,0.5)",1595,0.387387,1.0,0.00523,0.00523,341.9824,32.889,29.2583,11.0964
55,11990,0.816667,"[0.5,0.7)",534,0.575315,1.0,0.00594952,0.00594952,234.8455,32.8454,18.5622,10.5868
55,11990,0.816667,"[0.7,1.0)",40,0.742204,1.0,0.00610578,0.00610578,259.2945,32.5001,16.3449,12.139
55,11990,0.816667,boundary(r=t),6949,0.0,1.0,0.00896961,0.00896961,136.8679,0.0,0.0,0.0
56,12208,0.813333,"[0.0,0.1)",1848,0.048685,1.0,0.00898472,0.00898472,142.5149,33.1703,33.2576,1.5761
56,12208,0.813333,"[0.1,0.3)",2972,0.193532,1.0,0.00675221,0.00675221,213.4641,33.1943,32.9202,6.4624
56,12208,0.813333,"[0.3,0.5)",1569,0.386957,1.0,0.00529533,0.00529533,306.2673,33.0655,28.6387,10.8515
56,12208,0.813333,"[0.5,0.7)",505,0.575073,1.0,0.00599421,0.00599421,225.3488,32.9414,17.9697,10.2689
56,12208,0.813333,"[0.7,1.0)",56,0.739895,1.0,0.00560078,0.00560078,357.0569,32.4992,18.7782,13.9071
56,12208,0.813333,boundary(r=t),6949,0.0,1.0,0.0090368,0.0090368,134.5452,0.0,0.0,0.0
57,12426,0.81,"[0.0,0.1)",1906,0.0502,1.0,0.00903233,0.00903233,142.3235,33.1838,32.5829,1.5943
57,12426,0.81,"[0.1,0.3)",2873,0.190475,1.0,0.00674278,0.00674278,207.3489,33.235,32.1747,6.1973
57,12426,0.81,"[0.3,0.5)",1591,0.385733,1.0,0.00516473,0.00516473,336.1766,33.1509,29.9589,11.3722
57,12426,0.81,"[0.5,0.7)",535,0.580176,1.0,0.00623164,0.00623164,220.5895,32.6941,17.6677,10.18
57,12426,0.81,"[0.7,1.0)",45,0.739284,1.0,0.00536382,0.00536382,786.6437,32.6683,20.7106,15.6014
57,12426,0.81,boundary(r=t),6949,0.0,1.0,0.0089488,0.0089488,136.506,0.0,0.0,0.0
58,12644,0.806667,"[0.0,0.1)",1860,0.048833,1.0,0.00888217,0.00888217,146.2848,33.0158,33.8634,1.5906
58,12644,0.806667,"[0.1,0.3)",2871,0.19221,1.0,0.00687262,0.00687262,210.3651,33.2187,32.8156,6.3905
58,12644,0.806667,"[0.3,0.5)",1608,0.38541,1.0,0.00519819,0.00519819,351.422,33.1056,30.2819,11.4837
58,12644,0.806667,"[0.5,0.7)",557,0.575896,1.0,0.00592632,0.00592632,246.9471,32.9295,18.7497,10.7164
58,12644,0.806667,"[0.7,1.0)",54,0.751645,1.0,0.00581153,0.00581153,263.6716,32.5624,17.024,12.8103
58,12644,0.806667,boundary(r=t),6949,0.0,1.0,0.00894196,0.00894196,135.6184,0.0,0.0,0.0
59,12862,0.803333,"[0.0,0.1)",1838,0.051147,1.0,0.00894743,0.00894743,143.2845,33.0772,33.1367,1.6546
59,12862,0.803333,"[0.1,0.3)",2969,0.19194,1.0,0.00680859,0.00680859,208.957,33.3082,32.8206,6.3639
59,12862,0.803333,"[0.3,0.5)",1549,0.386293,1.0,0.00517271,0.00517271,366.1337,32.9788,30.9656,11.7303
59,12862,0.803333,"[0.5,0.7)",521,0.576065,1.0,0.00598586,0.00598586,233.4915,33.125,18.5126,10.6048
59,12862,0.803333,"[0.7,1.0)",73,0.745752,1.0,0.00553357,0.00553357,286.9496,32.9174,17.8521,13.3567
59,12862,0.803333,boundary(r=t),6949,0.0,1.0,0.00899912,0.00899912,135.6751,0.0,0.0,0.0
60,13080,0.8,"[0.0,0.1)",1806,0.049404,1.0,0.00904906,0.00904906,143.3251,33.2063,33.5512,1.6149
60,13080,0.8,"[0.1,0.3)",2960,0.191905,1.0,0.00698326,0.00698326,200.1321,33.2805,31.7382,6.1411
60,13080,0.8,"[0.3,0.5)",1584,0.387816,1.0,0.00512155,0.00512155,347.6221,33.0221,30.2898,11.5486
60,13080,0.8,"[0.5,0.7)",532,0.577051,1.0,0.00597572,0.00597572,247.6381,32.8892,18.9954,10.8261
60,13080,0.8,"[0.7,1.0)",68,0.755857,1.0,0.00603668,0.00603668,248.6105,32.2215,16.0204,12.1169
60,13080,0.8,boundary(r=t),6949,0.0,1.0,0.00899071,0.00899071,135.4035,0.0,0.0,0.0
61,13298,0.796667,"[0.0,0.1)",1821,0.049969,1.0,0.00885731,0.00885731,145.9736,33.1263,33.4705,1.6189
61,13298,0.796667,"[0.1,0.3)",2930,0.192235,1.0,0.00680309,0.00680309,210.6261,33.1746,32.3651,6.3291
61,13298,0.796667,"[0.3,0.5)",1601,0.387292,1.0,0.0053307,0.0053307,336.6668,33.1218,29.6388,11.3135
61,13298,0.796667,"[0.5,0.7)",540,0.574494,1.0,0.00618201,0.00618201,231.7558,32.9659,18.4498,10.5298
61,13298,0.796667,"[0.7,1.0)",58,0.751024,1.0,0.00541502,0.00541502,257.7619,33.2671,16.8467,12.6271
61,13298,0.796667,boundary(r=t),6949,0.0,1.0,0.00903925,0.00903925,134.6477,0.0,0.0,0.0
62,13516,0.793333,"[0.0,0.1)",1791,0.050084,1.0,0.00891358,0.00891358,144.7584,33.1565,32.8454,1.6117
62,13516,0.793333,"[0.1,0.3)",3003,0.194713,1.0,0.00684604,0.00684604,209.5453,33.2506,32.774,6.472
62,13516,0.793333,"[0.3,0.5)",1592,0.387566,1.0,0.00513877,0.00513877,343.1815,33.1659,30.2472,11.4956
62,13516,0.793333,"[0.5,0.7)",520,0.575845,1.0,0.00595653,0.00595653,241.3296,33.0024,18.5005,10.6036
62,13516,0.793333,"[0.7,1.0)",44,0.751131,1.0,0.00535179,0.00535179,248.0378,33.272,16.9404,12.7887
62,13516,0.793333,boundary(r=t),6949,0.0,1.0,0.00910711,0.00910711,134.8717,0.0,0.0,0.0
63,13734,0.79,"[0.0,0.1)",1853,0.050194,1.0,0.00890432,0.00890432,144.5152,33.1401,33.7554,1.6455
63,13734,0.79,"[0.1,0.3)",2888,0.191115,1.0,0.00684692,0.00684692,207.6844,33.3714,32.776,6.357
63,13734,0.79,"[0.3,0.5)",1614,0.384968,1.0,0.00531279,0.00531279,334.4353,33.1256,29.6617,11.2637
63,13734,0.79,"[0.5,0.7)",536,0.576763,1.0,0.0057995,0.0057995,247.0467,32.9023,19.1089,10.952
63,13734,0.79,"[0.7,1.0)",59,0.741375,1.0,0.00569979,0.00569979,252.0532,32.9442,16.2073,12.0935
63,13734,0.79,boundary(r=t),6949,0.0,1.0,0.00896544,0.00896544,135.5597,0.0,0.0,0.0
64,13952,0.786667,"[0.0,0.1)",1819,0.049432,1.0,0.00912224,0.00912224,140.5764,33.2007,32.5236,1.5888
64,13952,0.786667,"[0.1,0.3)",2999,0.193633,1.0,0.00684076,0.00684076,206.8675,33.1825,32.5012,6.3536
64,13952,0.786667,"[0.3,0.5)",1550,0.385895,1.0,0.00525355,0.00525355,352.2892,33.101,30.1578,11.4555
64,13952,0.786667,"[0.5,0.7)",517,0.577056,1.0,0.00626183,0.00626183,219.0648,32.8857,17.9639,10.2999
64,13952,0.786667,"[0.7,1.0)",65,0.748173,1.0,0.00542017,0.00542017,283.2623,32.5026,17.4398,13.0959
64,13952,0.786667,boundary(r=t),6949,0.0,1.0,0.00896536,0.00896536,134.9053,0.0,0.0,0.0
65,14170,0.783333,"[0.0,0.1)",1858,0.049287,1.0,0.00905226,0.00905226,141.0118,33.0926,32.6259,1.5732
65,14170,0.783333,"[0.1,0.3)",2897,0.194634,1.0,0.00685093,0.00685093,208.3362,33.2555,32.2245,6.3544
65,14170,0.783333,"[0.3,0.5)",1623,0.386597,1.0,0.00524163,0.00524163,360.825,33.1123,30.5501,11.616
65,14170,0.783333,"[0.5,0.7)",522,0.577613,1.0,0.00598031,0.00598031,225.0355,32.9885,18.1669,10.4196
65,14170,0.783333,"[0.7,1.0)",50,0.748887,1.0,0.00578282,0.00578282,297.8899,32.1126,17.553,13.2938
65,14170,0.783333,boundary(r=t),6949,0.0,1.0,0.00920226,0.00920226,133.6227,0.0,0.0,0.0
66,14388,0.78,"[0.0,0.1)",1812,0.049209,1.0,0.00896557,0.00896557,142.6004,33.0898,32.9894,1.5748
66,14388,0.78,"[0.1,0.3)",2914,0.193539,1.0,0.0068314,0.0068314,203.4399,33.2343,32.0545,6.2639
66,14388,0.78,"[0.3,0.5)",1629,0.383528,1.0,0.00518098,0.00518098,341.7358,33.0434,29.9423,11.3018
66,14388,0.78,"[0.5,0.7)",544,0.574174,1.0,0.00597957,0.00597957,224.7379,32.8053,18.3402,10.4797
66,14388,0.78,"[0.7,1.0)",51,0.743671,1.0,0.00497875,0.00497875,299.8136,33.2005,18.343,13.6839
66,14388,0.78,boundary(r=t),6949,0.0,1.0,0.00908318,0.00908318,134.2448,0.0,0.0,0.0
67,14606,0.776667,"[0.0,0.1)",1818,0.04941,1.0,0.00914108,0.00914108,140.323,33.1613,32.3824,1.5665
67,14606,0.776667,"[0.1,0.3)",2944,0.192113,1.0,0.00688466,0.00688466,207.3608,33.229,32.1047,6.2773
67,14606,0.776667,"[0.3,0.5)",1611,0.38505,1.0,0.00529606,0.00529606,331.7065,33.1506,29.4804,11.1117
67,14606,0.776667,"[0.5,0.7)",526,0.574288,1.0,0.00610726,0.00610726,232.849,32.9979,18.321,10.4579
67,14606,0.776667,"[0.7,1.0)",51,0.74814,1.0,0.00559292,0.00559292,235.7305,33.2038,15.6747,11.7038
67,14606,0.776667,boundary(r=t),6949,0.0,1.0,0.00913605,0.00913605,133.7042,0.0,0.0,0.0
68,14824,0.773333,"[0.0,0.1)",1830,0.050928,1.0,0.00897141,0.00897141,143.8573,33.0766,32.8339,1.6179
68,14824,0.773333,"[0.1,0.3)",2981,0.191716,1.0,0.00694173,0.00694173,200.0055,33.2808,31.7475,6.1292
68,14824,0.773333,"[0.3,0.5)",1588,0.384583,1.0,0.00530714,0.00530714,330.1048,33.1001,29.7145,11.2794
68,14824,0.773333,"[0.5,0.7)",506,0.57701,1.0,0.0059156,0.0059156,244.5904,33.1644,19.3058,11.0602
68,14824,0.773333,"[0.7,1.0)",45,0.745973,1.0,0.00481008,0.00481008,320.6589,32.934,18.8545,14.0811
68,14824,0.773333,boundary(r=t),6949,0.0,1.0,0.00911465,0.00911465,133.7747,0.0,0.0,0.0
69,15042,0.77,"[0.0,0.1)",1758,0.048742,1.0,0.00902411,0.00902411,142.4366,33.0209,32.8481,1.5572
69,15042,0.77,"[0.1,0.3)",2969,0.19417,1.0,0.00684243,0.00684243,214.1093,33.2447,33.2919,6.5558
69,15042,0.77,"[0.3,0.5)",1617,0.385969,1.0,0.00516663,0.00516663,335.334,33.1262,30.0944,11.3973
69,15042,0.77,"[0.5,0.7)",548,0.577328,1.0,0.00593769,0.00593769,247.6179,32.9051,19.0066,10.9325
69,15042,0.77,"[0.7,1.0)",58,0.756769,1.0,0.0047831,0.0047831,377.6613,33.343,20.3685,15.4428
69,15042,0.77,boundary(r=t),6949,0.0,1.0,0.00915346,0.00915346,133.3266,0.0,0.0,0.0
70,15260,0.766667,"[0.0,0.1)",1929,0.051049,1.0,0.00918989,0.00918989,140.5853,33.1658,32.5344,1.6257
70,15260,0.766667,"[0.1,0.3)",2848,0.19214,1.0,0.00675213,0.00675213,208.8365,33.2294,33.3743,6.4554
70,15260,0.766667,"[0.3,0.5)",1565,0.386174,1.0,0.00519795,0.00519795,332.4514,33.1813,29.8783,11.3363
70,15260,0.766667,"[0.5,0.7)",560,0.574366,1.0,0.00591966,0.00591966,235.7298,33.1327,18.6734,10.6643
70,15260,0.766667,"[0.7,1.0)",48,0.75157,1.0,0.00544996,0.00544996,344.4065,32.0707,17.7392,13.5195
70,15260,0.766667,boundary(r=t),6949,0.0,1.0,0.00916401,0.00916401,133.3912,0.0,0.0,0.0
71,15478,0.763333,"[0.0,0.1)",1823,0.049551,1.0,0.00928246,0.00928246,139.4155,33.0988,32.4833,1.569
71,15478,0.763333,"[0.1,0.3)",2981,0.1908,1.0,0.00691496,0.00691496,208.8234,33.3067,32.9409,6.3783
71,15478,0.763333,"[0.3,0.5)",1549,0.385773,1.0,0.00530971,0.00530971,333.5776,33.1291,29.5597,11.203
71,15478,0.763333,"[0.5,0.7)",534,0.574246,1.0,0.00619501,0.00619501,252.2531,32.89,18.8297,10.667
71,15478,0.763333,"[0.7,1.0)",63,0.757357,1.0,0.00572102,0.00572102,234.5648,32.8407,15.645,11.8437
71,15478,0.763333,boundary(r=t),6949,0.0,1.0,0.00917795,0.00917795,132.9939,0.0,0.0,0.0
72,15696,0.76,"[0.0,0.1)",1955,0.048825,1.0,0.00935005,0.00935005,137.7265,33.1932,32.9291,1.5754
72,15696,0.76,"[0.1,0.3)",2871,0.192536,1.0,0.00704425,0.00704425,211.4305,33.3146,32.9975,6.476
72,15696,0.76,"[0.3,0.5)",1536,0.387461,1.0,0.00514307,0.00514307,356.7281,33.1236,31.0045,11.7266
72,15696,0.76,"[0.5,0.7)",534,0.576132,1.0,0.00618995,0.00618995,232.3708,33.0225,18.4276,10.529
72,15696,0.76,"[0.7,1.0)",54,0.744395,1.0,0.00663566,0.00663566,243.1682,33.1606,16.7644,12.4996
72,15696,0.76,boundary(r=t),6949,0.0,1.0,0.00921997,0.00921997,132.7355,0.0,0.0,0.0
73,15914,0.756667,"[0.0,0.1)",1841,0.048784,1.0,0.00934389,0.00934389,141.6278,33.121,32.7644,1.5621
73,15914,0.756667,"[0.1,0.3)",2960,0.191819,1.0,0.00704628,0.00704628,207.9187,33.3896,32.478,6.3158
73,15914,0.756667,"[0.3,0.5)",1561,0.383458,1.0,0.00536314,0.00536314,339.8142,33.1096,30.3297,11.4292
