run,label,scale,checkpoint,epoch,n_windows,delta2_mean,mse_V,u_norm,v_theta_norm,V_norm,dudt_norm,interval_dudt_norm,jvp_norm,residual_norm,grad_norm,grad_max_abs,w_mean,w_median,w_p01,w_p10,w_p25,w_p75,w_p90,w_p99,w_min,w_max,w_std,w_saturation_frac,w_near_lower_frac,loss_before_weighting,loss_after_weighting,target_std,target_mean
outputs/a7_imeanflow_mimicbp_seed42,A7-raw-best,raw-mmHg,checkpoint_best.pt,49,512,120334.31225585938,117.51397752761841,2510.9456787109375,2464.1408081054688,2488.0120849609375,376.8573684692383,34.61159157752991,376.8573684692383,277.54108238220215,5.112968291078117,0.7710637450218201,6.238765809030156e-05,1.89864283015595e-05,1.901695640071921e-06,4.283079633182751e-06,8.248137845612291e-06,7.282581213985395e-05,0.0001647202884669241,0.0004066314359079115,1.6370780144825403e-06,0.0004740077747555915,0.00010177258354815422,0.0,0.83984375,120334.31225585938,0.9999993741512299,21.790559768676758,76.56974792480469
outputs/a4_imeanflow_wildppg_seed42,A4-ECG-reference,native (no target transform),checkpoint_best.pt,45,512,124.49606513977051,0.12157818861305714,35.579877614974976,35.45601487159729,35.67410635948181,22.523448944091797,2.389412745833397,22.523448944091797,10.627122223377228,2.379633677386347,0.9825872778892517,0.011354921734891832,0.009772447869181633,0.00335399953473825,0.005504339205799624,0.007480262545868754,0.01409335806965828,0.018680748296901584,0.025821362622082233,0.00306038844428258,0.02756286389194429,0.005710690427804366,0.0,0.0,124.49606513977051,0.9998864531517029,0.29824164509773254,-0.49559593200683594
outputs/a8_imeanflow_mimicbp_globalz_seed42,A8-globalz-best,global-z,checkpoint_best.pt,67,512,130.0143027305603,0.12696709111332893,42.51694583892822,42.55678081512451,43.0367386341095,19.623993396759033,2.416185423731804,19.623993396759033,10.10811996459961,7.413582682188346,6.678718090057373,0.014698811050038785,0.01254846528172493,0.0017546308590681292,0.0051270444673718885,0.008491882879752666,0.018824197934009135,0.026366343372501433,0.03866939654108137,0.0012872969218733488,0.04130687238648534,0.009246118075679988,0.0,0.0,130.0143027305603,0.9998530074954033,0.9782249927520752,-0.04498343914747238
