solver,solver_steps,actual_NFE,hr_abs_err_bpm,rpeak_f1,rpeak_precision,rpeak_recall,rr_mae_ms,mae,rmse,pcc,qrs_width_err_ms,morph_corr,hr_err_penguin_corrected,hr_err_penguin_as_shipped,amp_ratio,amp_ratio_median,hf_ratio_pred,hf_ratio_target,cond_gain_bpm,hr_err_shuffled_right_target,hr_err_shuffled_wrong_target,seed_std_mean,seed_pairwise_corr,latency_ms_batch64,samples_per_s,peak_mem_MiB,n_windows,frac_windows_no_pred_beats,beats_ratio,params_total,params_effective
regressor,1,1,19.223535993395238,0.4363189879953858,0.47855337720323643,0.4157769142613068,16.745145405471327,0.2881424082882284,0.3431380928010771,0.11882900941585324,91.92805864059844,0.33073129857774825,16.15949085571135,19.837034967708295,0.2537696957588196,0.18458564579486847,0.005486995992486244,0.2798842449674964,5.697021277791858,19.223535993395238,24.920557271187096,0.0,1.0,79.7253935597837,802.7555229565384,1731.32666015625,3907,0.0030714102892244687,0.7404436986402785,3990787,2907393
