epoch,train_mse,val_mse,selection_metric,diag_hr_abs_err,diag_morph_corr,diag_amp_ratio,diag_beats_ratio,lr,epoch_time_s,elapsed_s,peak_mem_MiB,is_best,best_epoch,no_improve,event
26,0.10869594609195536,0.08929044753313065,0.08929044753313065,10.270321832499253,0.5780043524516013,0.2185552567243576,0.8688380281690141,0.001,71.98252550000325,1930.7521389950998,20615.4521484375,0,14,12,
27,0.10764491263438355,0.08905280381441116,0.08905280381441116,12.407829476456993,0.5816581607538495,0.27272602915763855,0.8019366197183099,0.001,71.9375858141575,2002.6897248092573,20615.4521484375,0,14,13,
28,0.10600564073432575,0.08952466398477554,0.08952466398477554,14.930334340481156,0.5879614493666715,0.2293059229850769,0.8089788732394366,0.001,71.94656492397189,2074.636289733229,20615.4521484375,0,14,14,
29,0.10786141898821701,0.087250716984272,0.087250716984272,11.61622121013074,0.6033590877437994,0.2600191831588745,0.8318661971830986,0.001,71.9627225229051,2146.5990122561343,20615.4521484375,0,14,15,
30,0.10760064734653993,0.09024994820356369,0.09024994820356369,9.43533458218314,0.596129576272697,0.24954305589199066,0.8626760563380281,0.001,71.9843846289441,2218.5833968850784,20615.4521484375,0,14,16,
31,0.1051999031142755,0.08666539937257767,0.08666539937257767,11.804125720489708,0.5545877384090951,0.23888246715068817,0.8459507042253521,0.001,71.9601368769072,2290.5435337619856,20615.4521484375,0,14,17,
32,0.10810694958675991,0.0913078561425209,0.0913078561425209,8.894609234295238,0.5652084910474084,0.2623724043369293,0.8890845070422535,0.001,71.94371339003555,2362.487247152021,20615.4521484375,0,14,18,
33,0.10534868555312807,0.085353322327137,0.085353322327137,9.6951595133708,0.6093440616330009,0.2608281970024109,0.8609154929577465,0.001,71.99576924508438,2434.4830163971055,20615.4521484375,1,33,0,best
34,0.10670635222711346,0.0874210000038147,0.0874210000038147,12.663450772464122,0.5766894086993646,0.265200138092041,0.8019366197183099,0.001,71.9829357538838,2506.4659521509893,20615.4521484375,0,33,1,
35,0.10591935048049146,0.08641313016414642,0.08641313016414642,8.744141438834802,0.586313449160293,0.2479563057422638,0.8565140845070423,0.001,72.06359924795106,2578.5295513989404,20615.4521484375,0,33,2,
36,0.10621760877018625,0.08572849631309509,0.08572849631309509,12.447585260432014,0.5693689894446426,0.30933359265327454,0.7922535211267606,0.001,71.9931370629929,2650.5226884619333,20615.4521484375,0,33,3,
37,0.10489169443872842,0.09224729984998703,0.09224729984998703,12.013919796034493,0.5733850588854704,0.2555057406425476,0.7904929577464789,0.001,71.94799085799605,2722.4706793199293,20615.4521484375,0,33,4,
38,0.10566459938206456,0.08904814720153809,0.08904814720153809,9.958694897215773,0.5808491132674043,0.263357013463974,0.852112676056338,0.001,71.94628252298571,2794.416961842915,20615.4521484375,0,33,5,
39,0.10467746823348782,0.08665037900209427,0.08665037900209427,13.258547286594757,0.5708198015476957,0.2711961567401886,0.7992957746478874,0.001,71.97125029889867,2866.3882121418137,20615.4521484375,0,33,6,
40,0.10564834634688768,0.08795671910047531,0.08795671910047531,10.851765524868675,0.6132840719822369,0.2130427360534668,0.8345070422535211,0.001,71.87713047396392,2938.2653426157776,20615.4521484375,0,33,7,
41,0.10573452755890257,0.08862555772066116,0.08862555772066116,10.736657845118511,0.609382552022976,0.27747976779937744,0.8565140845070423,0.001,60.57323482586071,2998.8385774416383,20596.6318359375,0,33,8,
42,0.1050834404473955,0.0857262834906578,0.0857262834906578,11.273582074022498,0.5859560119112369,0.27716904878616333,0.8424295774647887,0.001,71.91537003382109,3070.7539474754594,20615.4521484375,0,33,9,
43,0.10545629943636331,0.08712064474821091,0.08712064474821091,9.651410419272645,0.5922408407479263,0.23146753013134003,0.8389084507042254,0.001,71.96623543603346,3142.720182911493,20615.4521484375,0,33,10,
44,0.10416560298339887,0.08903925865888596,0.08903925865888596,9.719324140140703,0.6029742606000361,0.22940337657928467,0.8248239436619719,0.001,71.90305832005106,3214.623241231544,20615.4521484375,0,33,11,
45,0.10573558952998031,0.08918438106775284,0.08918438106775284,11.948362936153025,0.5922075833294137,0.2645249664783478,0.8494718309859155,0.001,71.97413166286424,3286.597372894408,20615.4521484375,0,33,12,
46,0.10516478182239966,0.08615649491548538,0.08615649491548538,10.228855402763891,0.6329558870601318,0.25259101390838623,0.8424295774647887,0.001,71.95700338715687,3358.554376281565,20615.4521484375,0,33,13,
47,0.10605369020592083,0.08597192913293839,0.08597192913293839,8.613073914084438,0.6085995426699944,0.23672649264335632,0.8723591549295775,0.001,72.02608661190607,3430.580462893471,20615.4521484375,0,33,14,
48,0.10663745454089209,0.08574369549751282,0.08574369549751282,9.8767135411712,0.5719880647294866,0.274657666683197,0.8257042253521126,0.001,71.8582054299768,3502.438668323448,20615.4521484375,0,33,15,
49,0.10585444281724367,0.08671937882900238,0.08671937882900238,11.245463128886795,0.6120064106982422,0.23223084211349487,0.8177816901408451,0.001,71.88502631802112,3574.323694641469,20615.4521484375,0,33,16,
50,0.1047719909724864,0.08863496035337448,0.08863496035337448,8.1172282954728,0.5884658635092089,0.2578490376472473,0.886443661971831,0.001,71.9470799989067,3646.2707746403757,20615.4521484375,0,33,17,
51,0.10632454519244758,0.08562140166759491,0.08562140166759491,9.304401225629483,0.6003414381111708,0.29197418689727783,0.8714788732394366,0.001,71.93478636397049,3718.2055610043462,20615.4521484375,0,33,18,
52,0.10489119260825894,0.08565793931484222,0.08565793931484222,12.110561760336125,0.6150204362167374,0.23882262408733368,0.7737676056338029,0.001,71.90207722596824,3790.1076382303145,20615.4521484375,0,33,19,
53,0.10414982617578723,0.08745968341827393,0.08745968341827393,10.214149138833289,0.5871580186592049,0.2852364182472229,0.8485915492957746,0.001,71.81275428691879,3861.9203925172333,20615.4521484375,0,33,20,early_stop(patience=20)
