subject,n_blocks,SBP_K32_S1,SBP_K16_S2,SBP_K8_S4,SBP_K4_S8,SBP_K2_S16,SBP_K1_S32,SBP_K16_S1,SBP_K8_S2,SBP_K4_S4,SBP_K2_S8,SBP_K1_S16,SBP_K1_S1,SBP_K1_S2,SBP_K1_S4,SBP_K1_S8,SBP_K16_S4,SBP_K16_S8,SBP_heun50,DBP_K32_S1,DBP_K16_S2,DBP_K8_S4,DBP_K4_S8,DBP_K2_S16,DBP_K1_S32,DBP_K16_S1,DBP_K8_S2,DBP_K4_S4,DBP_K2_S8,DBP_K1_S16,DBP_K1_S1,DBP_K1_S2,DBP_K1_S4,DBP_K1_S8,DBP_K16_S4,DBP_K16_S8,DBP_heun50,MAP_K32_S1,MAP_K16_S2,MAP_K8_S4,MAP_K4_S8,MAP_K2_S16,MAP_K1_S32,MAP_K16_S1,MAP_K8_S2,MAP_K4_S4,MAP_K2_S8,MAP_K1_S16,MAP_K1_S1,MAP_K1_S2,MAP_K1_S4,MAP_K1_S8,MAP_K16_S4,MAP_K16_S8,MAP_heun50
336,105.0,13.043099,13.266438,13.444757,14.06661,14.761071,14.792252,13.032228,13.218145,13.418927,14.101996,14.846884,12.972712,13.226664,13.467082,14.205769,13.470242,14.103991,15.278871,5.922627,5.660466,5.89599,6.782098,8.835421,11.031073,5.885439,5.681356,5.91875,6.840541,8.925634,6.224785,5.951422,6.071256,6.952402,5.874266,6.781014,12.895503,9.539792,10.050501,10.786312,11.984703,13.62577,14.531322,9.536771,10.055845,10.77626,11.961528,13.597766,9.47644,9.991384,10.723338,11.935474,10.779858,11.987422,15.822964
344,105.0,16.144461,15.8927,15.768733,15.374866,15.235399,15.946326,16.142535,15.910992,15.795696,15.708706,15.258615,16.404723,16.12987,16.004715,15.716364,15.745272,15.384429,15.583936,5.442946,5.467749,5.405348,5.318557,5.536008,6.607666,5.43822,5.469611,5.428206,5.325885,5.512272,5.594456,5.534757,5.471522,5.325054,5.411306,5.314234,7.794615,7.921678,7.785907,7.564159,7.275278,6.95389,6.918268,7.920896,7.772895,7.605788,7.321418,6.943284,7.964737,7.828225,7.619401,7.285197,7.580821,7.244022,7.096863
348,105.0,10.347588,10.653771,10.899113,11.521025,11.773961,11.741469,10.377126,10.629498,10.939045,11.242648,12.253936,10.219742,10.520219,10.854718,11.502578,10.924022,11.424395,12.232729,14.951712,15.297356,15.274142,14.556266,12.649369,10.359292,14.935711,15.308426,15.2788,14.533345,12.569907,14.841524,15.240741,15.296712,14.522349,15.236676,14.560909,8.786561,10.828938,10.357943,9.735748,8.865729,7.659869,6.728585,10.821632,10.348557,9.787771,8.833726,7.579835,10.794013,10.328067,9.699777,8.777777,9.744174,8.827327,6.199181
371,105.0,15.223621,15.166621,15.046368,14.858568,14.800475,15.615411,15.264418,15.174163,15.060302,14.870883,15.128159,15.474644,15.369581,15.278493,15.109381,15.013588,14.837398,15.76677,6.374363,6.385861,6.363445,6.365614,6.937219,8.646659,6.378269,6.417829,6.397727,6.362372,7.102518,6.465861,6.436029,6.44947,6.404667,6.35716,6.332845,10.17554,8.693559,8.708657,8.762912,8.820136,8.889734,9.310312,8.699958,8.723298,8.770401,8.773454,8.979995,8.740585,8.743178,8.775938,8.826294,8.749932,8.805853,9.937779
394,105.0,20.569851,21.102669,21.40163,21.997497,22.656027,21.309296,20.568014,21.062971,21.318757,21.761726,22.56607,20.470239,20.968581,21.229353,21.821559,21.451032,22.168682,21.811427,8.786634,8.698276,8.71429,8.801072,9.343092,10.602744,8.777847,8.779736,8.730559,8.77826,9.339943,8.769757,8.684229,8.654814,8.723465,8.691264,8.787798,11.388851,12.635276,12.804178,13.043227,13.629738,14.413638,15.070259,12.635336,12.770491,13.115592,13.609536,14.351429,12.564401,12.745747,13.035593,13.538869,13.075656,13.583533,15.772825
406,105.0,18.011813,17.573978,17.089532,16.328061,16.132074,18.205586,17.984401,17.565694,17.075749,16.610686,15.921554,18.11251,17.608531,17.185979,16.438271,17.100604,16.326429,18.197678,9.228447,9.519778,9.373577,8.729828,7.442171,6.611881,9.263148,9.483247,9.322464,8.740055,7.555754,9.230286,9.487738,9.378023,8.822531,9.412636,8.759502,5.730991,13.701583,13.236815,12.606425,11.53048,10.179615,9.581103,13.717832,13.262329,12.656097,11.610434,10.16395,13.823959,13.340846,12.6809,11.557533,12.575567,11.447959,8.668484
410,105.0,10.822725,10.491289,10.341061,10.049549,9.653125,10.048642,10.817219,10.505042,10.429998,10.077384,9.493958,10.997862,10.690303,10.534313,10.060647,10.362365,9.905336,9.795716,18.550711,18.948023,18.660179,17.63216,15.385537,12.947809,18.549307,18.930189,18.695103,17.654016,15.489441,18.623137,19.043718,18.816979,17.739741,18.660162,17.583159,11.367741,19.203053,18.705836,17.963536,16.749713,15.039966,13.634429,19.221699,18.733015,17.99676,16.851197,15.098439,19.397119,18.889522,18.134107,16.899526,17.935816,16.675925,12.319856
416,105.0,22.347284,22.185984,22.030938,21.710302,21.224536,22.711626,22.374475,22.183933,22.070213,21.647442,21.310147,22.462847,22.265957,22.151802,21.774947,22.023594,21.647127,22.437862,2.433428,2.516049,2.401489,2.247733,2.950225,4.677853,2.429144,2.487852,2.42281,2.226333,3.061166,2.364396,2.379767,2.379211,2.322874,2.417312,2.243582,6.193676,8.015344,7.645912,7.084475,6.290759,5.455717,5.359929,8.02218,7.616456,7.097214,6.239485,5.550791,7.997363,7.622802,7.110667,6.323017,7.115076,6.306947,5.070038
420,105.0,33.760758,34.398105,34.689335,35.372127,35.916463,34.479282,33.799192,34.373928,34.648285,35.246143,35.839157,33.535877,34.089736,34.432709,35.12112,34.733886,35.367883,34.87325,11.728626,11.56473,11.635178,12.007037,13.103176,14.724323,11.748005,11.53299,11.619768,12.022197,13.152663,12.00313,11.722053,11.739665,12.128352,11.67095,12.060498,15.883317,20.328169,20.698896,21.213621,22.067787,23.319839,24.373996,20.335483,20.689753,21.196922,22.060789,23.370038,20.341599,20.699122,21.22364,22.100642,21.225216,22.094878,25.469709
431,105.0,8.709263,8.522502,8.326017,7.993734,7.731288,8.130511,8.714292,8.561725,8.320773,8.051665,7.473986,8.900992,8.696871,8.397387,7.930988,8.315935,8.045536,7.827969,6.944943,7.123869,6.904469,6.140316,4.785917,4.342576,6.945628,7.113991,6.97319,6.046093,4.937208,7.134683,7.323898,7.069044,6.148848,6.896931,6.143616,4.243609,8.064398,7.660317,7.109624,6.295624,5.410868,5.109148,8.089246,7.682292,7.142949,6.290389,5.455755,8.094371,7.672568,7.156397,6.339359,7.089863,6.249268,4.852365
433,105.0,8.159866,8.272752,8.393235,8.699569,9.341904,9.231217,8.13493,8.292362,8.403472,8.740863,9.463348,8.052087,8.207581,8.43313,8.82483,8.379803,8.607656,9.766068,3.369657,3.066292,3.245472,4.091623,6.089694,8.194138,3.367443,3.072799,3.268112,4.05407,5.951874,3.481071,3.124468,3.188117,3.981903,3.264406,4.074732,9.758082,5.794005,6.31481,7.056772,8.26529,9.93311,11.171492,5.804337,6.309438,7.050024,8.195686,9.884944,5.734725,6.230407,6.964592,8.163267,7.060735,8.262313,12.521391
436,105.0,27.117925,27.561869,27.853935,28.366452,29.185868,28.046198,27.099242,27.524265,27.765628,28.339646,29.081386,26.881405,27.287758,27.574131,28.197474,27.877645,28.491108,28.725334,5.452413,5.258089,5.479707,6.11933,7.815344,10.005731,5.458703,5.267614,5.469664,6.13409,7.87103,5.58003,5.348027,5.493534,6.21302,5.475063,6.125677,11.52643,9.624006,10.10173,10.819144,11.931126,13.592459,14.789272,9.624603,10.098577,10.76094,11.949116,13.581125,9.563631,10.043262,10.768213,11.943452,10.828276,12.006104,16.064625
438,105.0,8.384721,8.630943,8.749292,8.986023,9.189414,8.930143,8.362985,8.646323,8.723236,8.792287,9.369011,8.235975,8.43139,8.546637,8.878033,8.765892,9.161648,9.362527,14.469759,14.774855,14.587372,13.8135,12.366928,10.667666,14.452009,14.751448,14.536812,13.853091,12.263398,14.369409,14.759354,14.548559,13.807403,14.592429,13.836076,9.551091,14.010876,13.621164,13.091888,12.304976,11.305022,10.699154,14.01172,13.629851,13.10768,12.328724,11.35645,14.104014,13.727087,13.196577,12.400102,13.082779,12.276218,9.948194
439,105.0,13.090921,13.371322,13.570868,13.865171,14.361155,13.76857,13.062308,13.358786,13.473715,13.826506,14.450604,12.960498,13.263591,13.503469,13.914614,13.567368,14.000051,14.282142,17.088563,17.103446,17.030692,16.884479,16.720135,17.120061,17.096503,17.116374,17.050346,16.826235,16.812874,17.035653,17.067654,17.032709,16.920068,17.020325,16.834823,17.667357,12.134074,12.15868,12.242666,12.456339,12.906164,13.767291,12.144554,12.176113,12.254606,12.457839,13.036613,12.253037,12.271296,12.340784,12.539477,12.221664,12.427023,14.652993
445,105.0,19.107478,18.778488,18.562756,17.992261,17.451757,19.50592,19.10606,18.793388,18.614062,18.096782,17.365664,19.199831,18.892521,18.691666,18.056212,18.546377,17.910356,19.073144,5.258872,5.508314,5.295437,4.323739,2.944718,2.471221,5.240586,5.536201,5.331653,4.313937,2.900322,5.385545,5.602266,5.341967,4.305566,5.262383,4.235312,2.998217,12.610255,12.048203,11.323336,10.065884,8.348297,7.54839,12.599008,12.08064,11.331786,10.127515,8.329201,12.691587,12.142399,11.38621,10.115843,11.289517,10.015322,6.095691
457,105.0,12.583553,12.347926,12.18797,12.196315,12.303941,13.632452,12.596192,12.291846,12.334598,12.358905,12.695231,12.767441,12.617571,12.641897,12.642232,12.284472,12.134374,13.741004,17.687076,17.995271,17.596342,16.518033,14.347242,12.078136,17.727227,17.988385,17.604565,16.515858,14.432907,17.352954,17.678179,17.479143,16.519916,17.597259,16.521581,10.687818,16.050057,15.557483,14.836864,13.71781,12.298844,11.329428,16.057864,15.565023,14.864616,13.792152,12.34347,16.126392,15.635573,14.938128,13.818996,14.83544,13.6896,10.3835
464,105.0,8.158654,8.099831,8.011161,8.143239,8.404395,8.768665,8.176382,8.11458,8.203717,8.146684,8.321491,8.203466,8.202055,8.222721,8.114552,8.062442,8.109504,9.106474,18.162701,18.271307,17.957393,17.104845,15.52765,13.884506,18.192891,18.244481,17.896232,17.019172,15.476987,17.667201,17.839046,17.702666,16.922036,17.964625,17.129391,12.661792,14.994178,14.577194,13.971926,12.978576,11.74604,10.714092,14.99549,14.567093,13.98231,13.019144,11.566775,14.914657,14.493019,13.890187,12.896293,13.983209,13.00939,9.829782
467,105.0,24.919266,25.382335,25.85973,26.345625,27.038123,26.29316,24.903816,25.409221,25.735499,26.368101,26.626202,24.698861,25.1385,25.509177,26.046323,25.771951,26.392858,26.509028,13.367038,13.189665,13.215418,13.636291,14.606551,15.723781,13.381748,13.150988,13.257009,13.618575,14.42699,13.423237,13.24784,13.227401,13.482516,13.241311,13.637492,16.893082,18.603885,18.95713,19.416745,20.224549,21.360389,21.925331,18.610441,18.9334,19.405353,20.210284,21.173758,18.458023,18.801203,19.27694,20.062905,19.441946,20.261822,22.860003
470,105.0,8.236921,7.900079,7.696908,7.163735,6.531913,7.607508,8.266317,7.919252,7.612952,7.051101,6.897956,8.24115,7.826613,7.555399,7.151749,7.67921,7.226099,7.607903,13.449304,13.733899,13.407288,12.466187,10.487089,8.421137,13.425119,13.645302,13.400997,12.429281,10.487923,13.54163,13.746888,13.409153,12.415064,13.443727,12.476628,7.151468,12.468247,11.985652,11.241243,10.102422,8.5506,7.507075,12.478111,11.964896,11.270107,10.088727,8.618691,12.508768,12.013519,11.29046,10.129331,11.264569,10.090777,6.454575
484,105.0,16.560182,16.987882,17.239184,17.788622,18.247967,17.233097,16.540125,17.007754,17.230946,17.647096,18.171612,16.345255,16.8041,17.105973,17.630621,17.223246,17.695225,17.577264,6.099668,6.088264,6.098008,6.170977,6.743196,8.312989,6.123423,6.080812,6.077225,6.161108,6.884467,6.300613,6.223966,6.136764,6.189135,6.10468,6.155958,9.337328,7.484283,7.873456,8.397081,9.375673,10.760308,12.142193,7.511538,7.839474,8.4247,9.320594,10.848212,7.523191,7.884851,8.439663,9.385033,8.43564,9.400705,13.374996
490,105.0,9.492364,9.07742,8.793879,8.322481,7.882454,9.194152,9.49012,9.115526,8.832249,8.404326,8.436623,9.706901,9.417267,9.190412,8.740047,8.773667,8.272864,9.056997,4.535785,4.849021,4.582537,3.906957,2.986492,3.530543,4.525568,4.816851,4.582535,3.915416,3.143231,4.521458,4.819011,4.578826,3.928147,4.618721,3.922786,4.490564,5.55883,5.219847,4.737259,4.048986,3.805448,4.281654,5.566329,5.215744,4.736454,4.143685,3.913826,5.676658,5.318175,4.830645,4.219781,4.742443,4.053056,4.799647
495,105.0,11.343163,11.405928,11.449724,11.556797,11.761242,11.631308,11.321881,11.398294,11.41884,11.534545,11.813024,11.102395,11.274329,11.357137,11.515147,11.481667,11.644453,11.970843,3.593278,3.650884,3.666173,3.710299,4.338279,5.966831,3.572667,3.634345,3.656634,3.780652,4.401722,3.588141,3.654731,3.719658,3.798055,3.692506,3.750024,7.432941,4.860151,4.780584,4.724144,4.807119,5.350913,6.266748,4.849377,4.75371,4.722635,4.804453,5.433574,4.833803,4.766949,4.736573,4.836126,4.736053,4.82415,7.243082
506,105.0,7.305073,6.951902,6.694566,6.606568,7.169826,8.191505,7.309922,6.999049,6.64867,6.743623,7.754123,7.530474,7.142041,6.90273,7.053195,6.619186,6.542108,8.390914,10.214276,10.453302,10.200155,8.890293,6.560613,4.809022,10.186579,10.484683,10.148815,8.824857,6.580911,10.079755,10.335055,10.011948,8.801472,10.22766,9.005378,3.954732,6.164799,5.825934,5.378832,4.660974,3.823106,3.4271,6.171293,5.841657,5.393638,4.677144,3.781317,6.231171,5.885871,5.413406,4.662897,5.365598,4.627243,3.348718
531,105.0,9.003899,8.745766,8.586718,8.379447,8.276275,9.301907,8.994536,8.723855,8.584141,8.535458,8.776765,9.129752,8.964117,8.917393,8.838453,8.627735,8.408704,9.329484,17.231498,17.610494,17.493812,16.819061,15.139782,13.105266,17.231028,17.619145,17.510545,16.829279,15.138917,17.311097,17.6664,17.524284,16.812733,17.496114,16.8053,11.647784,17.458029,16.988015,16.276283,15.119547,13.567038,12.510984,17.476794,16.992665,16.269899,15.171041,13.630252,17.548144,17.061019,16.34795,15.207088,16.270471,15.119566,11.319386
534,105.0,14.076853,14.340035,14.517356,14.995024,15.463351,15.322215,14.080034,14.339716,14.551624,14.912511,15.536145,14.071919,14.305958,14.493398,14.891039,14.515845,14.905753,15.761849,9.057461,9.041959,9.034413,9.127139,9.438635,9.892338,9.104843,9.056091,9.060747,9.19883,9.38861,9.3688,9.327322,9.119916,9.15676,8.994786,9.080584,10.781154,7.361291,7.526247,7.798031,8.359013,9.462352,10.317194,7.37156,7.523733,7.789541,8.358983,9.366017,7.315223,7.468472,7.717323,8.2805,7.801006,8.351973,11.508497
536,105.0,12.542657,12.88757,13.217049,13.678333,13.997012,12.948557,12.494997,12.873742,13.223147,13.654401,13.926781,12.429468,12.813926,13.138649,13.645169,13.217073,13.753813,13.231458,8.775643,9.122058,9.173466,8.77287,8.045479,7.584455,8.746998,9.090161,9.207588,8.863301,8.005409,8.742766,9.141944,9.317991,8.880379,9.194347,8.764324,7.371747,8.088465,7.925555,7.777072,7.63711,7.481921,7.529606,8.086851,7.928117,7.789049,7.57168,7.464069,8.053318,7.880561,7.721553,7.546211,7.787923,7.634767,7.781529
541,105.0,14.176959,14.294051,14.501972,14.66776,15.04379,14.855837,14.252783,14.32109,14.486317,14.751325,14.889774,14.096968,14.190295,14.433213,14.618534,14.436253,14.533103,15.080656,6.098389,6.113302,6.129482,6.142218,6.395135,7.069874,6.135062,6.109848,6.126976,6.169868,6.509028,6.310571,6.305645,6.311816,6.257644,6.135635,6.163591,7.661298,7.833033,7.827065,7.85598,7.992799,8.276509,8.644725,7.830192,7.82391,7.856177,7.945928,8.276816,7.779556,7.774494,7.806803,7.948579,7.868804,8.022145,9.206037
569,105.0,19.915386,19.243077,18.662641,17.700933,16.841662,17.088608,19.892772,19.245946,18.660925,17.771663,16.547697,19.823675,19.205936,18.573973,17.622277,18.654333,17.757403,16.569729,5.433916,5.691006,5.658963,5.226737,4.349936,4.502234,5.383551,5.716104,5.64192,5.16324,4.46314,5.491694,5.727171,5.705703,5.204653,5.655353,5.195014,4.924136,10.328456,9.882825,9.284869,8.413517,7.40875,6.929889,10.329897,9.880499,9.314632,8.412151,7.410749,10.303023,9.859155,9.288625,8.399751,9.282353,8.363678,6.277203
571,105.0,20.113505,20.284917,20.260464,20.447511,20.46012,18.526757,20.109645,20.247627,20.241677,20.245948,20.393571,19.878329,20.02168,19.993486,20.173601,20.304199,20.527219,18.625068,8.612582,8.502996,8.602431,9.128156,10.794376,12.816029,8.623685,8.498362,8.561829,9.252358,10.799117,8.830524,8.590218,8.66405,9.257826,8.601227,9.139904,14.596351,10.051738,10.534375,11.238087,12.398446,13.983177,14.986566,10.047331,10.517245,11.215941,12.375602,14.091874,10.062615,10.543405,11.260339,12.461349,11.252553,12.434009,16.320527
577,105.0,13.313024,13.260803,13.295676,13.465685,13.438209,13.603213,13.311757,13.271238,13.388774,13.347002,13.528594,13.331604,13.329789,13.354058,13.428585,13.239407,13.245719,13.707879,6.363737,6.581777,6.372385,5.668314,5.166865,5.478219,6.350434,6.63599,6.345355,5.729563,5.218709,6.406921,6.613958,6.408636,5.751278,6.348135,5.716392,6.149438,6.049976,5.64122,5.052981,4.099832,3.238491,3.078416,6.063425,5.646435,5.040565,4.166374,3.209739,6.143827,5.724599,5.138753,4.195627,5.038546,4.086947,3.534712
579,105.0,10.463841,10.359244,10.298216,10.088696,10.093228,10.418504,10.458624,10.373035,10.237612,10.254632,9.837297,10.449172,10.320858,10.231122,10.047442,10.294979,10.188744,10.248344,18.385759,18.778515,18.590785,17.529922,15.328297,13.263206,18.375176,18.728488,18.557282,17.495582,15.364084,18.282963,18.680684,18.511849,17.495047,18.625526,17.610175,11.502373,20.823162,20.284281,19.572256,18.301613,16.584374,15.593646,20.808574,20.302783,19.565504,18.374383,16.603102,20.895076,20.373803,19.645427,18.388574,19.54895,18.280401,14.188976
590,105.0,14.350052,14.345871,14.310225,14.335909,14.339752,13.915655,14.358868,14.299639,14.315205,14.34486,14.241101,14.307996,14.303713,14.294775,14.314892,14.334139,14.264989,13.865138,2.701712,2.690917,2.686111,2.945571,4.190299,6.145347,2.73076,2.667541,2.714305,3.002005,4.234852,2.871573,2.774813,2.802317,3.014718,2.721991,2.935663,7.686301,3.784996,3.916716,4.153374,4.660708,5.818784,6.835075,3.778298,3.908644,4.125652,4.642673,5.764643,3.694614,3.812215,4.06505,4.630234,4.15282,4.712239,8.081798
597,105.0,19.346485,19.916392,20.262127,20.873005,21.553829,20.841333,19.357031,19.944823,20.253491,20.848632,21.798393,19.495269,19.974719,20.286862,20.994189,20.241384,20.801948,21.474994,13.639842,13.597873,13.695931,13.864419,14.529951,15.954929,13.626093,13.645447,13.649416,13.830331,14.554993,13.762918,13.692622,13.687846,13.885854,13.653323,13.855931,17.179603,15.617631,15.821563,16.169396,16.832835,17.944019,18.96988,15.603463,15.85574,16.198384,16.819187,17.996383,15.590429,15.813168,16.132374,16.832166,16.133645,16.762696,20.083521
602,105.0,24.891096,24.322251,23.989059,23.375391,22.55462,23.588191,24.939824,24.312122,24.109454,23.438959,22.583463,24.98642,24.412514,24.139489,23.392745,23.997796,23.178832,22.959923,11.110547,11.250341,10.94375,10.153473,8.623615,6.993038,11.13482,11.266361,10.940513,10.167771,8.63227,11.238445,11.342603,11.010144,10.176079,10.962474,10.156794,6.072918,16.494849,16.034503,15.344413,14.184721,12.546832,11.238811,16.520827,16.028255,15.338472,14.238767,12.578779,16.589638,16.107432,15.425988,14.27882,15.348713,14.197296,9.949128
607,105.0,12.289814,12.489744,12.702514,12.995771,13.319864,12.734913,12.255414,12.537482,12.687294,13.071189,13.299847,12.315612,12.537501,12.799988,13.115761,12.687696,12.934276,12.927052,11.246341,11.307371,11.090779,10.525581,9.846184,9.215986,11.286555,11.293988,11.058908,10.59375,9.758357,11.37361,11.387153,11.120869,10.537376,11.146549,10.679263,8.909313,9.725573,9.520865,9.284977,8.972951,8.621287,8.539144,9.713084,9.518056,9.286924,8.997683,8.653254,9.782953,9.595238,9.353277,9.027385,9.288027,8.975151,8.418602
608,105.0,7.020968,7.131204,7.260586,7.344385,7.528824,7.909155,7.06053,7.144406,7.233115,7.381618,7.667827,7.199356,7.32844,7.387528,7.483191,7.239665,7.309274,8.113322,19.050054,19.222976,18.805745,17.511365,15.231438,13.694879,19.054867,19.201702,18.739036,17.379677,15.35036,18.84663,19.051937,18.585097,17.38997,18.784998,17.517746,12.125014,14.763024,14.308942,13.676097,12.69666,11.305393,10.604304,14.77113,14.311786,13.718848,12.72493,11.283738,14.849833,14.384468,13.74281,12.698787,13.678031,12.654244,9.462406
617,105.0,12.662903,12.421998,12.23751,11.72494,11.381856,11.362405,12.649542,12.461435,12.182762,11.974756,11.498294,12.84232,12.610912,12.433683,12.051907,12.219649,11.788779,10.987303,11.121061,11.507868,11.306668,10.40747,8.46828,6.408409,11.101697,11.517313,11.280825,10.349261,8.420874,11.021355,11.50243,11.263545,10.355617,11.284755,10.436945,5.121667,12.220174,11.722904,10.979199,9.74953,8.257253,7.258392,12.217506,11.725355,10.933071,9.79775,8.283489,12.237089,11.741129,10.994474,9.824602,10.980149,9.805082,6.213005
642,105.0,8.643595,9.083792,9.419907,9.77884,10.040405,9.654942,8.614379,9.044873,9.34615,9.671647,10.068295,8.794412,9.093709,9.288179,9.664044,9.41277,9.87371,9.779874,4.450703,4.503701,4.637118,4.549749,3.884515,3.944262,4.420681,4.52432,4.594437,4.412623,3.803108,4.371695,4.458898,4.570249,4.313511,4.612919,4.54483,4.62139,4.693164,4.554681,4.380123,4.333698,4.505122,4.69788,4.704043,4.527828,4.376474,4.282451,4.497554,4.606772,4.467301,4.346267,4.300165,4.40797,4.375653,5.29205
652,105.0,11.185175,11.456997,11.593514,12.053641,12.396392,10.632817,11.161452,11.408658,11.575411,11.974231,12.307827,11.04753,11.40053,11.562363,12.027554,11.674309,12.174688,10.824619,16.770284,16.446503,16.809127,17.79406,19.761483,21.68661,16.750204,16.476233,16.843293,17.969171,19.790553,17.05241,16.709388,16.959481,17.941396,16.774818,17.738659,23.33861,17.856606,18.349299,19.030786,20.131472,21.734423,22.601932,17.853403,18.345248,18.969914,20.115981,21.719667,17.787286,18.27828,18.957099,20.114592,19.038254,20.212057,23.887497
653,105.0,17.432589,17.892804,18.123994,18.803285,19.483382,18.288881,17.4103,17.810567,18.059031,18.625784,19.379992,17.195001,17.628392,17.883265,18.558573,18.196524,18.957116,19.078866,3.594292,3.781347,3.787399,3.687866,3.927024,4.983544,3.610932,3.818275,3.7773,3.691309,3.937907,3.91007,4.046776,3.958576,3.733602,3.742464,3.709161,6.006977,4.655306,4.77679,4.984181,5.615359,6.663876,7.679955,4.668289,4.754167,4.971317,5.539923,6.650585,4.639158,4.705994,4.946329,5.54258,5.026722,5.654228,8.82173
654,105.0,22.378359,22.686471,22.836355,23.178213,23.327796,21.665041,22.364883,22.645987,22.827006,23.055405,23.173902,22.246238,22.557482,22.737589,22.982148,22.837241,23.225831,21.819654,8.021047,7.884158,8.073622,8.583967,9.902817,11.5717,8.032474,7.920859,8.051064,8.67666,9.995321,8.134993,7.965586,8.126576,8.661946,8.04699,8.557532,12.834417,11.031932,11.380567,11.907718,12.784551,14.003856,14.805044,11.022611,11.387034,11.883738,12.749514,14.05889,10.990953,11.359402,11.886722,12.789706,11.906035,12.815246,15.841821
671,105.0,8.808797,8.570393,8.381715,7.923618,7.480797,7.962816,8.833519,8.587198,8.263886,7.879762,7.72438,8.843854,8.573285,8.404849,8.084106,8.355554,7.992292,7.980336,16.074226,16.587424,16.327803,15.201994,12.925,10.508175,16.075898,16.562965,16.309208,15.18988,13.024993,16.064314,16.537539,16.330707,15.267158,16.335687,15.210542,8.987922,13.345572,12.827443,12.080682,10.91761,9.297785,8.123413,13.351862,12.837264,12.106335,10.895806,9.340428,13.367362,12.845229,12.102073,10.919123,12.069039,10.892707,7.13273
685,105.0,13.215092,13.121095,13.070991,12.933196,12.80485,13.800671,13.207227,13.130859,13.071416,12.830546,12.954893,13.221332,13.11111,13.09644,12.955602,13.014005,12.907884,13.8682,6.90535,6.945372,6.876478,6.701207,6.617884,6.876372,6.873887,6.900492,6.889452,6.673379,6.648946,6.879986,6.880834,6.812748,6.702914,6.911204,6.73206,7.184368,4.610666,4.343015,4.029929,3.743836,3.753252,3.964982,4.588754,4.326244,4.048436,3.771813,3.721369,4.560232,4.316929,4.033609,3.76318,4.056632,3.751457,4.342583
722,105.0,8.08939,8.145592,8.156053,8.422673,8.498271,8.411007,8.097932,8.14992,8.26659,8.386989,8.625287,8.061873,8.13901,8.277808,8.515426,8.141975,8.262641,8.4839,10.508779,10.255211,10.521298,11.238947,13.024163,15.259938,10.504433,10.261356,10.48287,11.237377,13.088463,10.377915,10.128909,10.446464,11.258046,10.50705,11.243765,16.864408,8.942052,9.278829,9.783007,10.691427,12.083525,13.232127,8.945379,9.274011,9.775286,10.601581,12.106041,8.899726,9.220113,9.724785,10.625293,9.785987,10.676159,14.526087
728,105.0,12.653331,12.508779,12.48006,12.389085,12.252476,13.501161,12.672515,12.514431,12.544134,12.371297,12.119397,12.701191,12.507128,12.496073,12.255478,12.452487,12.236272,13.424726,4.900567,5.015407,4.860835,4.456016,3.841651,4.137112,4.924054,5.056403,4.909338,4.367122,3.84644,4.892861,4.95049,4.840665,4.466176,4.847491,4.36002,4.790841,5.819019,5.569544,5.278142,4.776483,4.300066,4.331837,5.835462,5.604741,5.248289,4.762336,4.393958,5.83566,5.563912,5.228679,4.781485,5.232385,4.781701,4.23163
734,105.0,12.622598,12.137212,11.392114,10.131066,9.162599,9.761786,12.638625,12.142088,11.316967,10.252938,8.929708,12.58663,12.025665,11.208832,10.044883,11.410156,10.193467,9.228935,7.391825,7.72063,7.729193,6.952931,5.038662,3.597926,7.443415,7.695321,7.672891,6.867286,4.985297,7.112655,7.456403,7.529902,6.79785,7.73699,6.99139,2.791566,12.269934,11.739499,10.980319,9.715879,7.925936,7.057225,12.280158,11.730837,10.984787,9.701872,7.906215,12.249737,11.70414,10.950187,9.674585,10.996704,9.737155,5.852554
740,105.0,17.33108,16.794243,16.61767,16.108628,15.518184,16.553416,17.322791,16.820675,16.700138,16.221901,15.358262,17.380706,16.868665,16.652303,16.034779,16.60755,16.022059,16.161426,9.4382,9.666807,9.368695,8.573519,7.055945,5.678805,9.446374,9.638386,9.387483,8.58375,7.059484,9.359984,9.609103,9.359585,8.571156,9.384761,8.551503,5.279395,12.220748,11.793186,11.157542,10.132049,8.741866,7.625734,12.237077,11.790236,11.176012,10.208897,8.675331,12.26181,11.817858,11.186706,10.136414,11.159928,10.102369,6.78167
741,105.0,18.588892,19.03882,19.360597,19.930756,20.924477,19.803809,18.593928,19.054713,19.312122,19.993997,20.786915,18.51236,18.923474,19.21446,19.850654,19.338445,20.008165,20.643455,7.530879,7.666326,7.582208,7.1348,6.443098,6.384268,7.502013,7.724381,7.539346,7.120986,6.45329,7.478505,7.663414,7.552045,7.15481,7.543568,7.126842,6.769619,7.973952,7.919156,7.90114,7.940268,8.347862,8.892867,7.972835,7.934248,7.891215,7.876002,8.31299,7.968295,7.916841,7.873139,7.892008,7.883743,7.929124,9.55163
