subject,n_blocks,SBP_K32_S1,SBP_K16_S2,SBP_K8_S4,SBP_K4_S8,SBP_K2_S16,SBP_K1_S32,SBP_K16_S1,SBP_K8_S2,SBP_K4_S4,SBP_K2_S8,SBP_K1_S16,SBP_K1_S1,SBP_K1_S2,SBP_K1_S4,SBP_K1_S8,SBP_K16_S4,SBP_K16_S8,SBP_heun50,DBP_K32_S1,DBP_K16_S2,DBP_K8_S4,DBP_K4_S8,DBP_K2_S16,DBP_K1_S32,DBP_K16_S1,DBP_K8_S2,DBP_K4_S4,DBP_K2_S8,DBP_K1_S16,DBP_K1_S1,DBP_K1_S2,DBP_K1_S4,DBP_K1_S8,DBP_K16_S4,DBP_K16_S8,DBP_heun50,MAP_K32_S1,MAP_K16_S2,MAP_K8_S4,MAP_K4_S8,MAP_K2_S16,MAP_K1_S32,MAP_K16_S1,MAP_K8_S2,MAP_K4_S4,MAP_K2_S8,MAP_K1_S16,MAP_K1_S1,MAP_K1_S2,MAP_K1_S4,MAP_K1_S8,MAP_K16_S4,MAP_K16_S8,MAP_heun50
1357,105.0,14.050598,14.571448,14.879603,15.467403,16.135219,15.508752,14.044029,14.553941,14.8169,15.302116,16.260549,13.919989,14.455936,14.784927,15.355777,14.910628,15.638447,16.289405,5.201787,5.10098,5.229899,5.677309,7.349417,9.706303,5.210265,5.124804,5.21449,5.743326,7.388737,5.305116,5.10366,5.239186,5.728335,5.228091,5.750618,11.283947,8.131996,8.494594,9.004373,9.962146,11.58539,12.943717,8.137537,8.457263,8.986227,9.999411,11.582695,8.153024,8.505193,9.044037,10.000057,9.038289,9.99168,14.315185
1358,105.0,8.325736,8.347557,8.439477,8.73189,8.774785,8.509865,8.29906,8.400497,8.472214,8.547298,8.948809,8.275784,8.289651,8.333023,8.619501,8.393586,8.63279,8.809154,10.029671,10.026286,9.915032,9.556921,9.344171,9.653625,10.038524,10.005348,9.866784,9.621191,9.471497,10.007788,9.994667,9.911679,9.62132,9.932058,9.596176,9.901353,7.805402,7.81842,7.860178,8.128053,8.802646,9.479473,7.818437,7.825,7.877937,8.142858,8.920365,7.94607,7.954333,8.004618,8.264757,7.846908,8.086539,10.199393
1374,105.0,14.628187,14.01513,13.620748,12.911609,12.19774,12.928162,14.626562,14.000465,13.651463,13.129994,12.099467,14.730542,14.129126,13.820707,13.117355,13.628623,12.90136,12.208405,13.556192,13.765939,13.5635,12.90067,11.329259,9.377402,13.5766,13.730511,13.531316,12.869379,11.278748,13.415395,13.717187,13.609122,12.889164,13.598676,12.9265,8.120842,12.916009,12.499125,11.887683,10.836626,9.368695,8.151202,12.937057,12.506715,11.871712,10.857711,9.312922,12.925133,12.486316,11.861039,10.82076,11.876685,10.846471,7.029578
1375,105.0,12.067786,12.139388,12.193594,12.395965,12.654536,12.765325,12.034539,12.133285,12.179751,12.291369,12.969202,11.990287,12.100944,12.177661,12.481069,12.230365,12.471649,13.206083,10.406059,10.568036,10.436959,10.037583,9.50406,9.643276,10.44985,10.538796,10.408769,10.015324,9.635533,10.369058,10.462146,10.344945,10.000776,10.485661,10.137843,9.990742,11.587011,11.484569,11.359359,11.1995,11.159088,11.345903,11.59022,11.455862,11.321374,11.164673,11.231969,11.579393,11.479747,11.367892,11.20604,11.386365,11.279451,11.571726
1387,105.0,9.799549,10.200109,10.488803,10.965855,11.585246,10.354148,9.787371,10.156821,10.364737,10.937221,11.828621,9.627099,10.037844,10.378842,11.058064,10.523795,11.173862,10.844617,4.206203,4.414511,4.382636,4.037679,3.662586,3.813448,4.179346,4.463247,4.42187,3.982559,3.670597,4.260394,4.530696,4.393366,3.988027,4.345123,3.989488,3.977571,4.385714,4.358074,4.308968,4.335324,4.402309,4.600737,4.379374,4.326084,4.326112,4.332307,4.424991,4.443849,4.396425,4.365959,4.359721,4.347086,4.397782,4.923594
1405,105.0,6.141684,6.169618,6.26242,6.524948,6.945472,7.586203,6.139886,6.159316,6.168226,6.388425,7.238852,6.179803,6.228681,6.278283,6.537712,6.247167,6.514204,8.057669,4.228496,4.389414,4.275835,3.93262,3.732077,4.439562,4.242659,4.381735,4.295731,3.980163,3.755544,4.119101,4.283719,4.281916,3.99657,4.279909,3.911784,5.429524,6.174026,5.797147,5.337124,4.702629,4.105411,4.089525,6.161273,5.798272,5.384594,4.727247,4.100729,6.229378,5.866945,5.408727,4.753703,5.332617,4.657074,4.376763
1429,105.0,9.50681,9.550725,9.624314,9.829614,10.253464,10.353936,9.521422,9.562702,9.667377,9.933373,10.512385,9.617515,9.664011,9.787225,10.030888,9.613091,9.692351,10.69282,9.971787,10.329184,10.15501,9.381678,7.773458,6.454374,9.970952,10.308724,10.135357,9.337364,7.895639,9.988806,10.314039,10.127997,9.431415,10.162811,9.393688,5.709347,8.901061,8.572462,8.125229,7.442642,6.752441,6.626833,8.906093,8.585766,8.106655,7.478837,6.86809,8.991434,8.669038,8.21341,7.566269,8.109043,7.437534,6.390229
1432,105.0,18.758984,18.817601,18.747448,18.810467,19.018361,18.754177,18.752225,18.804041,18.748958,18.866036,19.057672,18.662723,18.738388,18.741479,18.879408,18.791539,18.834376,18.90469,7.565781,7.398509,7.577445,8.119094,9.532376,10.935555,7.566488,7.394151,7.47655,8.2275,9.565473,7.620764,7.417083,7.631334,8.264367,7.567164,8.208343,12.454291,9.658764,9.89821,10.266061,10.900127,11.971472,12.521398,9.64613,9.899426,10.23024,10.920176,11.998819,9.579978,9.835864,10.218674,10.936075,10.261727,10.929963,13.513046
1435,105.0,8.828749,8.641568,8.673556,8.620373,8.484393,10.527168,8.868821,8.649735,8.713976,8.597564,8.594404,8.97691,8.742117,8.780655,8.672299,8.69916,8.587048,10.500574,15.141519,15.375009,15.049011,13.96514,11.859897,10.004658,15.156372,15.312828,15.003073,13.844296,11.910545,14.663307,15.023402,14.852601,13.856201,15.04291,13.994123,8.341663,11.481724,10.998875,10.314022,9.199897,7.694961,6.912656,11.479734,10.988331,10.325496,9.232993,7.678436,11.50683,11.024117,10.348473,9.220262,10.326615,9.204965,5.785449
1453,105.0,13.750644,13.814615,13.75945,13.739193,13.686299,12.825317,13.768012,13.792594,13.662427,13.769771,13.782663,13.614721,13.744624,13.70867,13.815573,13.761195,13.849156,12.912724,6.077812,6.102074,6.01209,5.96973,6.095295,6.590851,6.094933,6.061304,6.061096,5.98447,6.17081,6.235741,6.311467,6.261944,6.086349,6.00409,5.923994,7.295905,6.945744,6.861548,6.830539,6.938242,7.369614,7.576838,6.953028,6.860211,6.824798,7.007673,7.329715,6.9913,6.909382,6.872962,6.963847,6.826206,6.953348,8.008742
1458,105.0,16.058249,16.118455,16.087791,15.902697,15.689957,14.978518,16.062331,16.070344,15.988443,15.959022,15.526309,15.91835,15.95349,15.882352,15.768311,16.133197,16.121761,14.945432,9.189913,9.198487,9.093598,8.987705,9.109668,9.348344,9.187422,9.160065,9.098105,9.087425,9.077583,9.15376,9.142614,9.080145,9.061617,9.114271,8.978094,9.706293,11.699013,11.80727,11.891628,12.172399,12.680421,12.884542,11.718831,11.760983,11.916085,12.237037,12.652323,11.701231,11.790181,11.922644,12.214832,11.94281,12.211213,13.311124
1463,105.0,15.243827,14.908777,14.703031,14.520097,14.202643,15.657362,15.249598,14.914029,14.75285,14.497042,14.298438,15.272885,14.951198,14.802504,14.551804,14.732138,14.397349,15.477253,13.306956,13.109629,13.160629,13.374042,14.130704,15.122388,13.255174,13.130858,13.188662,13.428041,14.148598,13.291834,13.134275,13.24326,13.431765,13.157942,13.382721,16.048521,11.704899,11.873475,12.129139,12.515624,13.069666,13.482296,11.7025,11.878405,12.124294,12.526902,13.034366,11.699322,11.86932,12.113784,12.499514,12.120849,12.510765,14.01724
1466,105.0,11.784747,11.772639,11.791143,11.786517,11.952903,11.801481,11.764676,11.74707,11.766253,11.893508,11.806137,11.715471,11.742647,11.723998,11.78515,11.789078,11.813418,12.062424,4.200482,4.381841,4.262243,3.873255,3.259474,3.431904,4.209132,4.398731,4.272456,3.922548,3.274075,4.133158,4.312158,4.287625,3.945015,4.250721,3.882137,4.192285,5.939393,5.763551,5.521815,5.251583,5.098143,5.192235,5.940689,5.767524,5.525711,5.273317,5.099666,5.936625,5.743974,5.505603,5.253796,5.518493,5.264294,5.52974
1468,105.0,7.064185,6.865703,6.877247,6.792642,6.878986,8.246264,7.096386,6.899972,6.869509,6.800386,7.243314,7.115479,6.913314,6.93276,6.983016,6.848855,6.75543,8.341669,20.559772,20.941596,20.58192,19.311584,16.834928,13.919363,20.571671,20.95383,20.548073,19.209549,16.723824,20.532069,20.865265,20.469481,19.158683,20.568435,19.296778,12.095841,19.032494,18.516634,17.737446,16.458451,14.602879,12.890186,19.042863,18.510881,17.770904,16.518645,14.516629,19.069126,18.543494,17.768116,16.450389,17.742711,16.433495,11.377293
1470,105.0,13.776314,14.001091,14.148832,14.544877,15.247225,14.322122,13.783324,13.979743,14.101239,14.599082,15.493842,13.856644,14.030507,14.20878,14.807808,14.167025,14.617503,14.943568,7.88941,8.126451,8.020466,7.629934,6.961588,6.557028,7.922855,8.111431,8.052396,7.647514,7.015872,8.023321,8.266526,8.187708,7.765078,8.038333,7.602658,6.582242,7.378608,7.240633,7.087856,6.971104,7.144978,7.184597,7.386137,7.234382,7.085013,7.016437,7.159842,7.427225,7.272868,7.108157,7.017319,7.083343,6.976028,7.656975
1479,105.0,8.02027,8.007117,8.027115,8.220658,8.446094,9.152479,8.004392,7.98206,8.105373,8.294883,8.924527,8.183851,8.201523,8.323691,8.606883,8.050962,8.153629,9.321365,10.238514,10.593721,10.592867,10.013816,8.391139,6.924406,10.237242,10.573586,10.551449,9.931171,8.509946,10.190096,10.530745,10.525481,10.007559,10.587302,10.029184,5.898488,9.858845,9.42805,8.854139,8.111006,7.197864,6.77312,9.868466,9.440093,8.864823,8.118766,7.201085,9.865032,9.440001,8.904758,8.119055,8.845088,8.104545,6.407388
1480,105.0,15.246074,15.348283,15.468462,15.925264,16.018912,14.637114,15.253796,15.335913,15.490845,15.704821,16.215507,15.206025,15.349433,15.472978,15.890693,15.40651,15.76304,14.993285,6.63284,7.07407,6.974065,6.059982,4.372527,3.613665,6.627914,7.087689,6.951756,6.024936,4.423073,6.339978,6.789316,6.814126,5.958703,6.959171,6.055976,3.213019,5.246433,4.980709,4.621752,4.304737,4.209551,4.328346,5.24046,4.964405,4.666847,4.409938,4.312569,5.353012,5.108916,4.803013,4.455463,4.634453,4.284616,4.637195
1486,105.0,15.267831,15.641828,15.906649,16.59167,17.284673,15.388871,15.290778,15.651312,15.841052,16.589703,17.450976,15.330742,15.697222,16.006836,16.801544,15.944457,16.625714,15.851531,11.985627,12.252794,11.913685,10.766416,8.299911,6.295731,12.040573,12.244547,11.895246,10.649737,8.302986,11.833554,12.096919,11.829032,10.642971,11.934971,10.752947,4.651837,8.62494,8.136075,7.466469,6.367526,4.715595,3.854185,8.620977,8.141753,7.522362,6.367698,4.669023,8.66023,8.174321,7.497907,6.330009,7.462052,6.297631,2.997624
1494,105.0,11.053702,11.022978,10.999239,11.048027,11.134438,11.457718,11.05514,11.005877,11.026572,10.936504,11.225209,10.956639,10.935852,10.876978,11.000284,10.968162,10.98061,11.483716,19.114246,19.467584,19.440893,18.651673,16.793387,15.020681,19.103899,19.526742,19.407644,18.614226,16.890134,19.005695,19.430998,19.436124,18.716217,19.381452,18.618539,13.42938,18.819938,18.320481,17.612211,16.423649,14.869329,14.008942,18.829088,18.324825,17.609152,16.47518,14.890397,18.885703,18.377466,17.669154,16.487688,17.609801,16.426759,12.794284
1510,105.0,14.854351,15.19439,15.434333,15.814771,16.224222,15.405992,14.828996,15.183818,15.304271,15.709126,16.401486,14.69876,15.122085,15.296494,15.775201,15.42194,15.92711,16.019396,7.261086,7.227282,7.058505,6.897582,7.171104,8.217913,7.250857,7.222965,7.091894,6.952137,7.284145,7.168929,7.197153,7.103675,6.965068,7.054516,6.89869,9.104505,7.149199,7.38416,7.740416,8.443958,9.581355,10.487757,7.156853,7.363697,7.719391,8.414855,9.601039,7.156635,7.363156,7.717685,8.442307,7.753308,8.468261,11.516648
1511,105.0,12.214749,12.474568,12.605696,12.825101,12.875207,11.76661,12.23086,12.485155,12.523351,12.686202,12.869627,12.224959,12.475436,12.541103,12.735978,12.532069,12.738833,11.822742,7.9217,8.202383,8.044052,7.383561,5.719229,3.977473,7.917207,8.15308,8.044118,7.378752,5.703367,7.528924,7.868088,7.841508,7.296724,8.08714,7.414456,3.170826,5.898916,5.529126,5.045102,4.36456,3.819888,3.806232,5.89941,5.522885,5.028807,4.382465,3.864969,5.894921,5.527822,5.02999,4.353279,5.047327,4.374524,3.881283
1518,105.0,7.10956,7.20541,7.189314,7.368726,7.53287,7.72326,7.089053,7.122485,7.206485,7.251425,7.731798,7.046109,7.198469,7.278412,7.39563,7.244453,7.358364,7.973102,16.096075,16.306403,15.943548,14.955322,12.90065,10.924921,16.100124,16.28041,15.903519,14.930447,12.989988,15.973293,16.210388,15.884609,14.927047,15.961366,14.959752,9.544731,12.273366,11.821134,11.204326,10.179991,8.729999,7.767828,12.277589,11.840217,11.203477,10.16779,8.796542,12.325717,11.868309,11.242417,10.213594,11.185708,10.14374,6.882089
